mean,std_dev,min_val,max_val,energy,skewness,kurtosis,enter_label,leave_label
-0.02625,0.054734206245576754,-0.1875,0.03125,1.10546875,-1.6036512526315079,1.7366019571592437,0.0,0.0
-0.0621875,0.0675310981604031,-0.21875,0.03125,2.5283203125,-0.5658250763842183,-1.0311964008788364,0.0,0.0
-0.0271875,0.059180877841439064,-0.125,0.09375,1.2724609375,0.3546987046853421,-1.0729526382719636,0.0,0.0
-0.06875,0.08443285053816435,-0.28125,0.09375,3.556640625,-0.38390725120659325,-0.33366860574216606,0.0,0.0
-0.029583333333333333,0.0730017360904672,-0.28125,0.09375,1.861328125,-1.2080090405953812,1.9821846172824058,0.0,0.0
-0.022708333333333334,0.06058489509678868,-0.125,0.15625,1.255859375,0.5092481457727481,-0.34090335337773947,0.0,0.0
0.1175,0.12751021200933935,-0.1875,0.375,9.01953125,-0.039727715044513806,-0.4544719487737794,0.0,0.0
0.12697916666666667,0.13949542474327092,-0.1875,0.46875,10.6748046875,0.3421952968408805,0.25398778792258314,0.0,0.0
0.17177083333333334,0.37254839532286116,-0.40625,1.34375,50.4892578125,1.724876633867408,2.7470865210934505,0.0,0.0
-0.12375,0.9887082534381245,-2.0,1.46875,297.857421875,-0.31744722669995185,-0.8404019524364363,1.0,0.0
0.006458333333333333,0.07228566257487642,-0.125,0.1875,1.580078125,0.23919487658009364,-0.5055845518527136,0.0,0.0
-0.02802083333333333,0.08100517333873739,-0.28125,0.0625,2.2041015625,-1.4893421903589084,2.1186093161952364,0.0,0.0
-0.013854166666666667,0.0939933762256977,-0.28125,0.15625,2.7080078125,-1.0173881542226868,0.9294473870669857,0.0,0.0
-0.13572916666666668,0.5204403830164465,-1.78125,1.6875,86.7841796875,-0.9846994764470294,3.277312215390551,0.0,0.0
0.06760416666666667,0.6869149894207959,-1.78125,1.71875,142.9267578125,-0.26495053776620014,1.1605167050510152,0.0,1.0
0.025625,0.06011815622865802,-0.125,0.125,1.28125,-0.5555875457210792,-0.6312358126207189,0.0,0.0
-0.011145833333333334,0.07570924772425243,-0.21875,0.125,1.7568359375,-0.9726489888165298,0.3906126505047647,0.0,0.0
-0.0759375,0.1159978504200976,-0.375,0.125,5.7666015625,-0.6729217977790127,-0.02996327169340951,0.0,0.0
-0.035729166666666666,0.08714281013163902,-0.1875,0.125,2.6611328125,-0.031204941129076475,-1.2104646923822535,0.0,0.0
0.019270833333333334,0.059700769322001954,-0.1875,0.125,1.1806640625,-1.3696375474936702,2.7981556700748396,0.0,0.0
0.2841666666666667,0.44728414642024694,-0.09375,1.28125,84.244140625,1.2844317999103885,-0.024959282460475407,0.0,0.0
-0.0996875,1.7293406382112086,-2.28125,3.09375,900.1669921875,0.20487898477562147,-1.3840026894938904,1.0,0.0
-1.2754166666666666,0.7518673512587768,-2.15625,0.09375,657.59765625,0.7670293253487402,-0.8911181822450462,0.0,0.0
0.027604166666666666,0.08273712502642867,-0.3125,0.15625,2.2822265625,-1.4419894892499994,2.053746053983775,0.0,0.0
-0.025520833333333333,0.08563710123327908,-0.21875,0.15625,2.3955078125,-0.0706126295917722,-0.6024260887794899,0.0,0.0
-0.004791666666666666,0.1119044809077019,-0.21875,0.28125,3.763671875,0.35734500670339386,-0.258819939514471,0.0,0.0
0.021041666666666667,0.058906779580584406,-0.125,0.125,1.173828125,-0.410507700993867,-0.5684218671829591,0.0,0.0
0.011875,0.06220450981775089,-0.09375,0.1875,1.203125,1.0888893908555197,0.5286937141277992,0.0,0.0
-0.025729166666666668,0.05715808290147791,-0.125,0.125,1.1787109375,0.3559485215526044,-0.20069398357904022,0.0,0.0
0.0209375,0.1004276338236477,-0.125,0.34375,3.1572265625,1.310942699121196,1.6902066547852552,0.0,0.0
-0.06875,0.28642234622435914,-1.34375,0.34375,26.029296875,-2.548517926593841,7.387533243730944,0.0,0.0
0.199375,0.6535576716773611,-1.34375,1.65625,140.06640625,-0.08067553983403385,-0.24637613433678673,0.0,1.0
0.3280208333333333,0.4164856247310811,-0.28125,1.1875,84.3173828125,0.5182802201170604,-0.42969355831523615,0.0,0.0
-0.244375,1.3512825215790367,-2.1875,2.1875,565.705078125,0.15732224087521957,-1.3638061619262272,1.0,0.0
-0.12447916666666667,0.20056006109801344,-0.90625,0.15625,16.7158203125,-1.584259451807053,3.255454421199591,0.0,0.0
-0.04041666666666666,0.11968092707510061,-0.375,0.15625,4.787109375,-0.9666785769855113,0.6598475133484554,0.0,0.0
-0.0027083333333333334,0.13585362195106254,-0.375,0.25,5.5390625,-0.9585158305663578,0.7030103044837759,0.0,0.0
-0.015,0.42065363325028665,-0.9375,1.125,53.15234375,0.3569450696101929,0.8030681702645834,0.0,0.0
0.03208333333333333,0.8104938909222094,-2.1875,1.875,197.37890625,-0.6311545832683935,1.2497478390379886,1.0,0.0
0.025833333333333333,0.05367323329390752,-0.09375,0.15625,1.064453125,-0.14884484593334682,0.09856417380741389,0.0,0.0
-0.0084375,0.06361326226044901,-0.21875,0.09375,1.2353515625,-1.41714877069734,1.2076481137318975,0.0,0.0
-0.05427083333333333,0.06525682103023578,-0.21875,0.0625,2.1611328125,-0.21302933545174502,-0.30879206808962323,0.0,0.0
-0.014375,0.06669563172852228,-0.21875,0.09375,1.396484375,-0.6950094831677875,0.0356942067928423,0.0,0.0
0.02625,0.07860933203719093,-0.15625,0.125,2.060546875,-0.9548410985884094,0.01630890182798428,0.0,0.0
0.017291666666666667,0.05084400502736013,-0.09375,0.125,0.865234375,-0.3413936574076456,-0.6238099761841567,0.0,0.0
-0.036041666666666666,0.08844259162806622,-0.28125,0.09375,2.736328125,-0.9742428317916968,0.04185824591224119,0.0,0.0
0.2811458333333333,0.49752969402938374,-0.3125,1.71875,97.9736328125,1.4514885250236647,0.8582605512346513,1.0,0.0
-0.1196875,0.8601498968505916,-1.6875,1.71875,226.2548828125,-0.07059249689013893,-0.3083938771976338,1.0,0.0
-0.20739583333333333,1.268099942081711,-2.90625,1.9375,495.3271484375,-0.5169761332109105,-0.5989628318720643,1.0,0.0
-0.425,0.8893869318712375,-2.90625,0.125,291.490234375,-1.7586548056847588,1.387196642679605,0.0,0.0
-0.10322916666666666,0.27157788282732487,-1.25,0.125,25.3232421875,-2.5063410143835556,6.012248284980007,0.0,0.0
-0.29489583333333336,0.6659545268692442,-1.90625,0.8125,159.1376953125,-0.27490213659667656,-0.9927626504092073,1.0,0.0
-0.6885416666666667,1.7748731493209748,-3.84375,2.03125,1087.279296875,-0.6138154659812299,-0.9281267333613639,0.0,0.0
0.017916666666666668,0.08583586161324933,-0.125,0.25,2.306640625,0.5041757935037012,-0.15740541381541595,0.0,0.0
-0.05385416666666667,0.0496746139824514,-0.15625,0.09375,1.6103515625,0.572195843745741,0.0657225627550364,0.0,0.0
-0.0109375,0.06364191204505094,-0.125,0.125,1.2509765625,-0.053542541687624276,-0.9831459796437931,0.0,0.0
0.04052083333333333,0.08989643684617811,-0.125,0.21875,2.9169921875,-0.1375513896015241,-1.1964127586492508,0.0,0.0
0.10708333333333334,0.10952945443527458,-0.125,0.375,7.0390625,-0.0031428665247240604,-0.3146830903181983,0.0,0.0
-0.004791666666666666,0.13039087204972935,-0.21875,0.28125,5.107421875,0.418745766149307,-1.0454306831433406,0.0,0.0
-0.11479166666666667,0.08318972000126511,-0.25,0.0625,6.029296875,0.19755631022178288,-0.7464298043857123,0.0,0.0
-0.015729166666666666,0.0951800080950418,-0.21875,0.1875,2.7919921875,0.13703790656408685,-0.9143875099424661,0.0,0.0
0.0115625,1.4548432157975248,-2.5625,2.0625,635.0107421875,-0.3381080293138853,-1.141694927726419,1.0,1.0
-0.9720833333333333,0.9286502208253057,-2.65625,0.09375,542.201171875,-0.5755402261062232,-1.2859632040786366,0.0,0.0
-0.16041666666666668,0.331597040430433,-0.90625,0.1875,40.70703125,-0.9752331235995232,-0.6152838170461354,0.0,0.0
-0.0021875,0.06859665663925126,-0.15625,0.1875,1.4130859375,0.19686412475253715,0.2641464768107298,0.0,0.0
0.0075,0.08751339183233615,-0.28125,0.09375,2.314453125,-1.5927612854229254,1.4688295564620386,0.0,0.0
-0.0059375,0.06884865081285181,-0.1875,0.1875,1.4326171875,0.4884635703319369,0.8966858741540475,0.0,0.0
0.011875,0.08118346634834789,-0.1875,0.1875,2.01953125,0.36681664343849585,-0.04291595283164762,0.0,0.0
-0.13135416666666666,0.49868510916974335,-1.9375,1.0625,79.7822265625,-1.8235615962436063,4.358019968827172,0.0,1.0
-0.08885416666666666,0.5175740834485811,-1.9375,1.0625,82.7333984375,-1.7803329705177797,4.007040244614739,0.0,1.0
0.017395833333333333,0.05466626571880403,-0.1875,0.125,0.9873046875,-1.301337751831554,2.3795393012996096,0.0,0.0
-0.006666666666666667,0.06875820658090365,-0.1875,0.15625,1.431640625,-0.16948144373853433,-0.23246504579919547,0.0,0.0
-0.0103125,0.061616938705332205,-0.125,0.15625,1.1708984375,0.14021286895631296,-0.8522069677163611,0.0,0.0
-0.04479166666666667,0.0812032450945705,-0.34375,0.0625,2.580078125,-1.6068959126338747,2.93052537414843,0.0,0.0
0.009166666666666667,0.11382590568739417,-0.34375,0.15625,3.912109375,-1.1945562830133403,0.7504036239649601,0.0,0.0
-0.019583333333333335,0.10323836361654626,-0.25,0.15625,3.3125,-0.5453329473508972,-0.5432921538907087,0.0,0.0
-0.043645833333333335,0.08104534856674722,-0.25,0.09375,2.5419921875,-0.6518365682849074,0.31722893212776215,0.0,0.0
-0.030208333333333334,0.0790912469697009,-0.21875,0.15625,2.150390625,-0.2903574108454705,-0.18283258199696384,0.0,0.0
-0.017395833333333333,0.055610855723550554,-0.1875,0.0625,1.0185546875,-1.2236164841384858,0.9705101145971042,0.0,0.0
-0.00020833333333333335,0.06291494202934272,-0.125,0.125,1.1875,-0.35606114011748335,-0.6569227344050375,0.0,0.0
-0.11572916666666666,0.12900607456358618,-0.46875,0.09375,9.0107421875,-0.857349645402378,0.5527358867689451,0.0,0.0
0.0321875,0.11960669596117936,-0.1875,0.34375,4.6025390625,0.20031959523280904,-0.7001304464013134,0.0,0.0
0.07635416666666667,0.14236237719626707,-0.25,0.375,7.8291015625,-0.06479389380912293,-0.7963136070893375,0.0,0.0
-0.0071875,0.12338975870015848,-0.34375,0.25,4.5830078125,-0.1783742771329844,-0.6886924735355047,0.0,0.0
0.59625,0.7042931962258332,-0.0625,2.03125,255.462890625,0.8935087171093407,-0.9100423138446789,1.0,0.0
0.021354166666666667,1.2191491289109408,-2.25,2.03125,446.0341796875,-0.13844497103502523,-0.6505690870362923,1.0,0.0
-0.03364583333333333,0.12397019376032377,-0.34375,0.28125,4.9501953125,-0.16684925239434126,-0.22469098139727706,0.0,0.0
-0.06354166666666666,0.18701035603380067,-0.5,0.53125,11.703125,0.5587545773911515,0.5638881772947713,0.0,0.0
