time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
749271,4,-5,33,-37,60,-22,22,-14
749281,5,-1,34,-34,57,-14,21,-14
749291,3,-5,33,-37,58,-14,22,-14
749301,5,-1,34,-34,57,-15,21,-13
749311,4,-6,32,-38,60,-22,22,-14
749321,5,-1,34,-33,57,-21,21,-13
749331,4,-5,33,-37,59,-30,17,-14
749341,4,-1,35,-35,56,-22,21,-13
749351,3,-5,33,-38,59,-14,22,-15
749361,5,-1,34,-34,56,-20,21,-13
749371,3,-5,33,-38,59,-22,21,-14
749381,5,-1,34,-34,56,-21,21,-13
749391,4,-5,33,-38,59,-22,23,-14
749401,3,-1,34,-34,57,-21,21,-14
749411,4,-5,33,-38,59,-22,21,-14
749421,5,-1,34,-34,57,-22,21,-13
749431,3,-5,33,-37,59,-22,21,-14
749441,5,-1,35,-34,56,-14,21,-13
749451,3,-5,33,-38,60,-22,22,-14
749461,4,-1,35,-34,57,-22,21,-13
749471,4,-5,33,-37,59,-22,22,-14
749481,4,-1,35,-34,56,-22,21,-13
749491,4,-5,33,-37,59,-22,22,-14
749501,5,-1,34,-34,57,-22,21,-13
749511,4,-5,32,-38,60,-22,15,-14
749521,4,-1,34,-34,57,-22,21,-13
749531,4,-5,33,-38,60,-22,22,-14
749541,4,-1,35,-34,56,-22,21,-14
749551,5,-5,32,-38,60,-22,22,-14
749561,4,-1,35,-34,57,-21,21,-14
749571,3,-5,33,-37,59,-22,22,-14
749581,4,-1,35,-34,56,-22,21,-12
749591,4,-5,32,-37,60,-22,19,-14
749601,4,-1,35,-34,57,-21,14,-14
749611,3,-5,33,-37,60,-22,22,-14
749621,4,-1,35,-34,56,-21,21,-14
749631,3,-4,32,-37,60,-22,22,-15
749641,4,-1,34,-34,56,-22,21,-13
749651,4,-5,33,-38,59,-30,16,-14
749661,4,-1,34,-34,56,-21,21,-13
749671,4,-5,32,-38,59,-22,17,-14
749681,5,-1,34,-34,57,-21,21,-13
749691,4,-5,33,-37,60,-22,22,-14
749701,3,-1,35,-34,57,-21,21,-13
749711,4,-5,33,-37,60,-22,21,-14
749721,5,-1,34,-34,55,-21,21,-13
749731,4,-5,33,-37,59,-22,23,-14
749741,4,-1,35,-34,56,-22,17,-13
749751,4,-5,33,-37,60,-30,16,-14
749761,5,-1,34,-35,57,-19,21,-14
749771,3,-5,33,-37,60,-22,21,-14
749781,4,-1,34,-34,56,-21,21,-13
749791,3,-5,33,-38,59,-22,22,-14
749801,4,-1,34,-34,57,-22,21,-13
749811,3,-4,33,-37,60,-23,22,-14
749821,4,-1,35,-34,57,-21,21,-14
749831,3,-5,33,-37,60,-22,19,-14
749841,5,-1,34,-34,57,-22,21,-13
749851,4,-5,33,-38,59,-22,16,-14
749861,4,-1,34,-34,56,-21,21,-14
749871,4,-5,33,-38,60,-22,20,-14
749881,5,-1,35,-33,56,-22,21,-14
749891,4,-4,33,-37,60,-22,19,-14
749901,4,-1,35,-33,56,-22,21,-13
749911,4,-5,33,-38,60,-22,18,-15
749921,4,-1,34,-33,57,-19,21,-14
749931,3,-5,33,-37,59,-22,20,-14
749941,4,-1,34,-34,56,-21,21,-13
749951,3,-5,33,-37,59,-22,22,-14
749961,4,-1,35,-35,57,-21,20,-13
749971,3,-5,33,-38,60,-30,22,-14
749981,4,-1,34,-34,56,-21,21,-13
749991,3,-5,33,-37,59,-22,22,-14
750001,4,-1,34,-34,57,-21,21,-13
750011,4,-5,34,-38,59,-22,18,-14
750021,5,-2,34,-34,57,-22,21,-13
750031,4,-5,33,-38,60,-22,15,-14
750041,4,-1,34,-33,57,-22,21,-14
750051,3,-5,33,-35,60,-22,15,-15
750061,5,-1,35,-34,56,-29,14,-13
750071,3,-6,33,-37,60,-22,19,-14
750081,4,-1,34,-33,57,-22,18,-13
750091,2,-5,33,-37,60,-30,17,-14
750101,5,-1,34,-34,56,-21,21,-13
750111,3,-5,33,-37,59,-22,20,-14
750123,4,-1,34,-33,59,-21,31,-13
750131,3,-5,33,-37,60,-22,21,-14
750141,4,-1,34,-33,57,-21,21,-13
750151,3,-6,32,-37,60,-29,44,-14
750161,4,-1,34,-34,57,-22,17,-13
750171,3,-5,33,-37,59,-22,22,-14
750181,4,-1,34,-33,56,-22,17,-13
750191,2,-5,33,-38,59,-22,14,-14
750201,5,-1,35,-33,56,-29,14,-13
750211,3,-5,33,-38,59,-30,19,-14
750221,5,-1,34,-34,57,-29,14,-13
750231,3,-5,33,-37,60,-22,20,-14
750241,5,-1,34,-34,56,-21,14,-13
750251,4,-5,32,-38,60,-22,15,-15
750261,5,-1,34,-33,56,-22,19,-13
750271,4,-5,33,-38,59,-22,17,-15
750281,5,-1,35,-34,56,-21,21,-13
750291,3,-5,33,-37,59,-20,42,-14
750301,5,-1,34,-33,56,-21,20,-13
750311,4,-5,33,-38,60,-22,22,-14
750321,5,-1,34,-33,56,-20,21,-13
750331,3,-5,33,-38,60,-22,15,-15
750341,4,-1,34,-34,57,-29,14,-13
750351,3,-5,33,-37,59,-30,23,-14
750361,5,-2,33,-33,57,-22,21,-13
750371,3,-5,33,-38,59,-22,16,-15
750381,5,-1,34,-33,57,-29,20,-13
750391,3,-5,33,-38,59,-30,16,-14
750401,5,-1,34,-34,56,-21,21,-13
750411,3,-5,33,-37,60,-30,16,-14
750421,5,-1,34,-34,56,-29,14,-13
750431,3,-5,33,-38,59,-30,17,-15
750441,5,-1,34,-33,57,-28,14,-13
750451,3,-5,33,-37,59,-30,19,-14
750461,5,-1,34,-33,57,-21,21,-13
750471,3,-5,33,-38,60,-22,16,-14
750481,5,-1,34,-34,57,-29,14,-13
750491,3,-5,33,-38,59,-30,21,-14
750501,5,-1,34,-34,57,-29,14,-13
750511,3,-5,33,-38,60,-29,32,-14
750521,5,-1,34,-34,57,-26,23,-13
750531,3,-5,33,-37,59,-29,16,-15
750541,5,-1,35,-33,57,-22,14,-13
750551,3,-6,33,-38,60,-22,16,-14
750561,4,-1,34,-34,56,-20,14,-13
750571,3,-5,33,-38,60,-29,16,-14
750581,5,-1,35,-34,56,-29,14,-13
750591,3,-5,32,-38,60,-30,17,-14
750601,5,-1,34,-34,57,-21,21,-13
750611,4,-5,33,-38,59,-30,16,-14
750621,4,-1,35,-34,56,-28,14,-13
750631,3,-5,33,-38,60,-22,15,-14
750641,4,-1,35,-34,57,-29,14,-13
750651,4,-5,33,-37,59,-30,19,-14
750661,4,-1,35,-34,57,-21,21,-13
750671,4,-5,33,-37,59,-22,22,-14
750681,5,-1,35,-33,56,-29,14,-13
750691,3,-5,33,-38,59,-29,21,-14
750701,4,-1,35,-34,56,-20,36,-13
750711,3,-5,33,-38,59,-25,37,-14
750721,4,-1,35,-33,56,-21,19,-13
750731,3,-5,33,-37,59,-30,16,-14
750741,4,-1,35,-33,57,-28,14,-13
750751,3,-5,33,-38,60,-30,17,-14
750761,4,-1,35,-34,56,-29,14,-13
750771,4,-5,33,-38,60,-30,21,-15
750781,5,-1,34,-34,57,-28,17,-13
750791,3,-5,33,-36,60,-28,45,-15
750801,5,-1,35,-33,56,-21,14,-14
750811,3,-5,32,-38,60,-22,15,-14
750821,4,-1,34,-34,57,-21,21,-13
750831,3,-5,33,-38,60,-30,23,-14
750841,4,-2,35,-35,57,-28,15,-13
750851,3,-6,33,-38,60,-31,21,-15
750861,5,-2,34,-35,58,-28,18,-13
750871,3,-6,33,-39,60,-30,32,-15
750881,5,-3,35,-34,57,-21,15,-13
750891,4,-6,33,-39,61,-30,32,-15
750901,5,-3,35,-35,57,-20,39,-13
750911,4,-6,33,-38,60,-31,23,-15
750921,4,-3,35,-34,57,-27,22,-13
750931,4,-6,33,-39,60,-30,22,-14
750941,5,-3,35,-34,58,-21,16,-13
750951,3,-6,33,-39,60,-31,15,-15
750961,4,-2,34,-34,57,-22,21,-13
750971,3,-6,33,-38,60,-22,15,-14
750981,4,-2,34,-34,56,-28,15,-13
750991,3,-6,33,-38,59,-20,45,-14
751001,3,-2,34,-34,56,-28,23,-13
751011,3,-6,33,-38,60,-20,43,-14
751021,4,-2,34,-34,57,-19,41,-13
751031,3,-6,33,-37,61,-22,39,-15
751041,5,-2,34,-34,57,-28,22,-13
751051,3,-6,33,-38,60,-30,17,-15
751061,5,-4,36,-34,58,-28,16,-13
751071,3,-6,33,-39,60,-21,45,-14
751081,5,-3,35,-35,58,-29,22,-14
751091,3,-7,33,-38,60,-27,37,-15
751101,5,-5,36,-35,58,-29,18,-14
751111,3,-5,34,-38,61,-29,46,-15
751121,5,-3,35,-35,57,-23,35,-14
751131,4,-6,33,-39,60,-29,33,-15
751141,5,-3,35,-34,57,-21,34,-13
751151,3,-6,33,-38,59,-30,32,-14
751161,4,-2,34,-34,56,-23,32,-13
751171,3,-5,33,-37,60,-29,33,-15
751181,5,-2,35,-33,56,-22,35,-13
751191,4,-5,34,-37,60,-27,35,-14
751201,4,-1,34,-33,57,-19,43,-14
751211,3,-5,33,-37,60,-30,24,-14
751221,4,-1,34,-34,57,-27,21,-13
751231,3,-5,32,-39,60,-28,34,-14
751241,5,-2,34,-34,57,-13,13,-13
751251,3,-4,33,-39,59,-21,44,-14
751261,4,-2,35,-34,56,-23,32,-13
751271,3,-5,33,-37,60,-25,37,-14
751281,4,-2,34,-35,57,-26,22,-13
751291,3,-5,33,-37,60,-21,41,-14
751301,5,-1,34,-33,56,-18,40,-14
751311,3,-5,33,-37,60,-20,42,-14
751321,4,-2,35,-33,54,-19,40,-13
751331,3,-5,33,-38,59,-24,38,-15
751341,4,-2,34,-33,55,-19,43,-13
751351,3,-5,33,-38,60,-26,35,-14
751361,4,-2,34,-33,52,-19,40,-14
751371,3,-5,33,-37,60,-20,44,-14
751381,4,-2,34,-33,57,-24,31,-14
751391,3,-6,33,-38,59,-20,45,-14
751401,4,-2,34,-33,57,-23,32,-13
751411,3,-5,33,-38,60,-20,44,-14
751421,4,-2,34,-33,57,-26,22,-13
751431,3,-5,33,-38,60,-25,43,-14
751441,5,-1,34,-36,56,-22,33,-13
751451,3,-6,33,-38,59,-30,32,-14
751461,4,-2,34,-34,57,-19,36,-13
751471,3,-5,33,-37,59,-28,34,-14
751481,4,-2,34,-33,56,-25,23,-14
751491,3,-5,33,-37,60,-21,41,-14
751501,4,-2,34,-34,56,-19,39,-14
751511,3,-5,34,-38,59,-26,36,-14
751521,4,-3,35,-34,56,-19,43,-13
751531,3,-5,33,-38,58,-21,44,-14
751541,4,-2,34,-34,56,-21,35,-13
751551,3,-5,33,-37,60,-20,45,-14
751561,4,-2,35,-34,56,-23,32,-13
751571,3,-5,34,-38,60,-21,45,-14
751581,4,-2,34,-34,56,-27,21,-13
751591,4,-5,34,-37,59,-20,42,-9
751601,4,-1,34,-33,52,-19,40,-13
751611,3,-5,34,-37,59,-25,38,-15
751621,4,-1,34,-34,57,-22,34,-13
751631,4,-5,34,-37,56,-20,45,-15
751641,4,-1,35,-35,52,-20,41,-13
751651,4,-5,33,-37,59,-22,40,-14
751661,5,-1,34,-34,57,-18,44,-13
751671,4,-5,32,-38,56,-20,44,-14
751681,5,-1,35,-34,56,-21,35,-13
751691,4,-5,33,-37,59,-21,43,-14
751701,4,0,35,-34,56,-29,17,-13
751711,3,-5,33,-38,60,-20,45,-15
751721,5,-1,35,-35,56,-24,32,-14
751731,4,-5,33,-37,59,-19,44,-15
751741,5,-1,35,-34,47,-20,41,-13
751751,4,-5,33,-38,50,-21,38,-15
751761,5,-1,34,-34,54,-20,40,-13
751771,3,-5,32,-36,59,-21,43,-14
751781,5,0,35,-34,57,-29,17,-13
751791,3,-5,33,-38,60,-27,35,-14
751801,5,-1,34,-34,56,-24,32,-13
751811,3,-5,33,-37,59,-20,46,-15
751821,4,-1,35,-35,51,-19,40,-13
751831,3,-5,34,-37,55,-20,44,-15
751841,5,-1,35,-34,56,-21,44,-13
751851,4,-5,33,-38,60,-19,45,-14
751861,5,0,35,-34,46,-20,40,-13
751871,4,-5,32,-38,59,-19,45,-15
751881,5,-1,34,-34,57,-23,34,-13
751891,4,-5,33,-38,58,-20,45,-15
751901,5,-1,34,-34,49,-19,40,-13
751911,3,-5,33,-38,59,-19,44,-9
751921,5,-1,34,-34,47,-19,40,-13
751931,3,-5,33,-37,49,-20,45,-15
751941,5,-1,34,-34,56,-28,17,-13
751951,3,-5,33,-37,60,-26,35,-14
751961,5,-1,34,-34,56,-23,24,-13
751971,3,-5,33,-37,59,-20,40,-15
751981,5,-1,34,-34,56,-19,43,-13
751991,3,-5,33,-38,53,-20,45,-15
752001,5,-1,34,-34,55,-20,35,-13
752011,3,-5,33,-37,59,-21,39,-15
752021,5,-1,34,-34,55,-18,40,-13
752031,3,-5,33,-37,55,-20,45,-15
752041,5,-1,34,-34,46,-19,39,-13
752051,3,-5,33,-38,56,-20,45,-14
752061,5,-1,34,-33,46,-19,38,-13
752071,3,-5,33,-38,59,-22,45,-15
752081,5,-1,34,-33,56,-21,33,-13
752091,3,-5,32,-38,56,-20,45,-15
752101,4,-1,34,-34,51,-18,40,-13
752111,3,-5,33,-37,50,-20,45,-15
752124,5,-1,34,-34,58,-21,32,-14
752131,3,-5,33,-37,57,-20,44,-15
752141,5,-1,34,-34,50,-18,40,-13
752151,3,-5,33,-37,50,-20,45,-15
752161,5,-1,34,-34,48,-19,43,-13
752171,3,-5,33,-37,55,-20,45,-15
752181,5,-1,34,-34,56,-26,23,-13
752191,3,-5,33,-37,52,-20,45,-15
752201,5,-1,34,-34,47,-19,39,-13
752211,3,-5,33,-38,52,-20,44,-15
752221,5,-1,35,-34,50,-18,39,-13
752231,3,-5,33,-38,49,-21,44,-5
752241,5,-1,34,-34,48,-18,38,-13
752251,3,-5,33,-37,59,-24,38,-15
752261,5,-1,34,-33,56,-19,36,-13
752271,3,-5,33,-37,54,-20,45,-15
752281,5,0,35,-34,47,-18,38,-13
752291,3,-5,33,-38,54,-20,44,-15
752301,5,-1,34,-34,46,-19,43,-13
752311,3,-5,33,-38,50,-21,44,-15
752321,5,-1,34,-33,49,-19,40,-13
752331,3,-5,33,-37,60,-19,43,-15
752341,5,-1,34,-34,48,-19,39,-13
752351,3,-5,33,-36,49,-21,44,-15
752361,5,-1,34,-34,46,-18,42,-13
752371,3,-5,32,-38,49,-20,44,-15
752381,5,-1,34,-34,57,-19,39,-13
752391,3,-5,33,-38,56,-20,44,-15
752401,5,-1,34,-34,50,-18,39,-13
752411,3,-5,33,-38,53,-20,44,-15
752421,5,-1,34,-34,48,-18,38,-13
752431,3,-5,33,-37,49,-21,44,-15
752441,5,-1,34,-33,57,-18,38,-13
752451,3,-5,33,-37,54,-20,45,-15
752461,5,-1,35,-34,48,-19,38,-13
752471,3,-5,33,-37,55,-20,45,-15
752481,5,-1,35,-34,46,-18,43,-13
752491,3,-5,33,-38,50,-21,44,-15
752501,5,-1,34,-35,47,-18,43,-13
752511,3,-5,33,-37,49,-21,45,-15
752521,5,-1,34,-34,46,-19,44,-13
752531,3,-5,33,-38,49,-21,44,-15
752541,5,-1,34,-34,49,-18,39,-13
752551,3,-5,33,-38,50,-20,45,-5
752561,5,-1,34,-34,47,-19,43,-13
752571,3,-5,33,-37,50,-20,45,-7
752581,5,-1,34,-34,47,-18,44,-13
752591,3,-5,33,-38,50,-20,45,-15
752601,4,-1,36,-34,47,-19,44,-13
752611,3,-5,32,-38,50,-21,45,-15
752621,5,-1,34,-34,46,-20,43,-13
752631,4,-5,33,-37,50,-21,44,-14
752641,5,-1,34,-34,48,-19,44,-11
752651,4,-5,33,-38,51,-21,45,-14
752661,5,-1,34,-34,48,-20,41,-13
752671,4,-5,33,-38,53,-21,45,-14
752681,5,-1,34,-34,46,-19,42,-13
752691,4,-5,32,-38,53,-21,45,-15
752701,5,-1,34,-34,46,-19,40,-13
752711,3,-5,33,-38,50,-20,41,-7
752721,5,-1,34,-35,47,-18,44,-13
752731,3,-5,34,-37,50,-21,45,-12
752741,5,-1,35,-34,47,-19,43,-13
752751,4,-5,32,-38,50,-22,45,-14
752761,5,-1,33,-35,55,-20,40,-13
752771,4,-5,33,-38,51,-21,45,-14
752781,5,-1,34,-34,47,-19,41,-13
752791,4,-5,33,-38,49,-21,45,-15
752801,5,-1,34,-34,45,-20,43,-13
752811,2,-5,33,-38,50,-21,45,-15
752821,5,-1,34,-34,47,-19,44,-13
752831,4,-5,34,-38,50,-21,45,-15
752841,6,-1,34,-35,48,-18,44,-13
752851,4,-5,33,-37,50,-20,43,-9
752861,5,-1,34,-34,46,-19,45,-13
752871,4,-5,34,-38,50,-21,45,-9
752881,5,-1,34,-34,46,-18,44,-13
752891,3,-5,33,-38,50,-20,45,-14
752901,5,-1,34,-34,46,-19,44,-13
752911,4,-5,33,-38,50,-21,45,-15
752921,4,-1,34,-34,58,-19,41,-13
752931,3,-5,32,-38,50,-20,45,-15
752941,4,-1,34,-34,47,-19,44,-13
752951,3,-5,33,-38,50,-20,44,-15
752961,5,-1,35,-35,49,-19,41,-13
752971,3,-5,33,-38,49,-20,45,-15
752981,5,-1,34,-34,47,-18,43,-13
752991,2,-5,32,-37,49,-20,45,-15
753001,5,-1,34,-34,58,-20,34,-9
753011,4,-5,33,-38,50,-21,44,-14
753021,5,-1,34,-34,47,-18,40,-13
753031,3,-5,33,-38,51,-20,44,-15
753041,5,-1,34,-34,47,-18,43,-13
753051,3,-5,32,-37,50,-21,45,-15
753061,5,-1,34,-33,47,-18,43,-13
753071,4,-5,33,-37,50,-20,44,-14
753081,5,-1,34,-34,47,-19,43,-13
753091,3,-5,33,-38,50,-21,45,-12
753101,5,-1,35,-34,46,-18,44,-13
753111,3,-5,32,-38,49,-20,45,-15
753121,4,-1,34,-35,46,-18,44,-13
753131,3,-5,32,-37,50,-20,44,-15
753141,4,-1,34,-34,47,-19,43,-13
753151,3,-5,32,-38,50,-22,38,-15
753161,4,-1,34,-34,46,-19,44,-13
753171,3,-5,32,-37,50,-20,45,-14
753181,5,0,35,-34,47,-19,43,-13
753191,2,-5,32,-38,50,-21,44,-15
753201,5,-1,34,-34,57,-19,41,-13
753211,3,-5,33,-38,50,-20,45,-11
753221,5,-1,34,-34,58,-20,41,-13
753231,3,-5,32,-38,61,-21,29,-14
753241,5,-1,34,-34,47,-19,44,-13
753251,3,-4,33,-38,50,-20,45,-14
753261,5,-1,35,-34,37,-19,44,-13
753271,4,-5,32,-38,50,-21,45,-15
753281,5,-1,35,-34,58,-19,39,-14
753291,4,-5,33,-38,50,-21,44,-14
753301,5,-1,34,-34,47,-18,43,-13
753311,3,-5,33,-37,61,-20,34,-6
753321,5,-1,34,-35,57,-19,33,-9
753331,4,-5,33,-38,50,-20,45,-15
753341,5,-1,34,-35,46,-19,42,-13
753351,3,-5,33,-38,49,-20,44,-15
753361,5,-1,34,-34,47,-19,43,-13
753371,3,-5,33,-38,51,-21,45,-15
753381,5,-1,34,-33,47,-19,44,-13
753391,4,-5,33,-38,50,-20,45,-14
753401,5,-1,34,-35,57,-20,28,-13
753411,4,-5,33,-37,61,-21,27,-15
753421,5,-1,34,-34,57,-19,26,-13
753431,4,-5,32,-37,50,-21,45,-13
753441,5,-1,34,-34,47,-19,43,-13
753451,4,-5,33,-38,49,-20,44,-15
753461,5,-1,34,-34,47,-18,43,-13
753471,4,-5,32,-38,61,-21,35,-6
753481,4,-1,34,-34,57,-20,41,-10
753491,3,-4,33,-37,60,-21,21,-15
753501,5,-1,34,-34,58,-19,41,-13
753511,3,-4,32,-37,51,-21,45,-15
753521,5,-1,34,-35,47,-19,43,-13
753531,3,-5,33,-37,50,-22,44,-8
753541,5,-1,34,-34,47,-19,43,-13
753551,3,-5,33,-38,50,-21,44,-12
753561,5,-1,34,-34,58,-20,23,-10
753571,3,-5,33,-38,61,-21,24,-15
753581,5,-1,34,-34,25,-20,43,-13
753591,3,-5,32,-37,50,-21,44,-15
753601,5,-1,35,-34,47,-19,43,-8
753611,3,-5,33,-38,61,-21,48,-13
753621,5,-1,34,-34,57,-19,21,-10
753631,3,-5,33,-37,50,-21,45,-15
753641,5,-2,33,-35,58,-20,36,-9
753651,3,-5,33,-38,50,-21,45,-15
753661,5,-1,35,-34,57,-19,36,-9
753671,3,-5,32,-37,61,-21,20,-15
753681,5,-1,34,-34,47,-19,43,-13
753691,4,-5,33,-37,50,-20,44,-13
753701,5,-1,34,-34,57,-20,26,-13
753711,3,-5,32,-38,60,-21,26,-15
753721,5,-1,34,-34,58,-20,34,-13
753731,3,-5,33,-37,49,-21,45,-15
753741,5,-1,35,-34,57,-19,31,-13
753751,3,-5,33,-38,60,-21,26,-15
753761,5,-1,34,-34,57,-20,15,-4
753771,3,-5,33,-37,60,-21,24,-15
753781,5,-1,34,-34,47,-19,42,-13
753791,3,-5,33,-37,50,-21,44,-15
753801,5,-1,35,-34,57,-19,24,-5
753811,3,-5,33,-37,49,-21,34,-5
753821,5,-1,34,-34,57,-20,34,-13
753831,3,-5,33,-38,60,-21,21,-5
753841,5,-1,34,-34,58,-19,35,-13
753851,3,-5,32,-37,50,-20,44,-11
753861,5,-1,34,-34,57,-19,42,-13
753871,3,-5,34,-37,60,-21,27,-15
753881,5,-1,34,-34,58,-20,26,-13
753891,3,-5,33,-38,61,-21,24,-15
753901,5,-1,35,-34,57,-18,17,-6
753911,3,-5,32,-37,49,-21,44,-15
753921,5,-1,34,-34,58,-20,37,-13
753931,3,-5,32,-38,61,-21,29,-9
753941,5,-1,34,-34,57,-20,26,-4
753951,3,-5,33,-37,61,-21,25,-12
753961,5,-1,34,-34,58,-20,16,-6
753971,3,-5,32,-38,61,-21,14,-15
753981,5,-1,34,-34,46,-19,43,-13
753991,3,-5,33,-37,50,-21,36,-5
754001,5,-1,35,-34,57,-19,17,-5
754011,3,-5,32,-37,61,-21,26,-15
754021,4,-1,34,-34,57,-20,26,-13
754031,3,-5,33,-38,61,-21,25,-15
754041,5,-1,33,-34,58,-20,26,-12
754051,3,-5,33,-37,60,-21,33,-12
754061,5,-1,35,-34,57,-18,39,-13
754071,3,-5,33,-38,60,-21,29,-14
754081,5,-1,35,-34,58,-20,15,-5
754091,3,-5,33,-37,61,-21,42,-8
754101,5,-1,35,-34,58,-20,27,-8
754111,3,-5,33,-37,60,-21,36,-5
754121,5,0,36,-34,57,-19,40,-9
754131,3,-5,33,-37,60,-22,13,-16
754141,5,-1,34,-34,57,-20,17,-5
754151,3,-5,33,-36,61,-21,22,-5
754161,5,-1,34,-34,57,-19,38,-13
754171,3,-5,33,-38,61,-21,29,-14
754181,5,-1,35,-34,57,-19,34,-13
754191,3,-5,33,-38,61,-21,26,-15
754201,5,-1,34,-34,57,-20,25,-12
754211,3,-5,33,-38,42,-20,45,-8
754221,5,-1,34,-34,63,-19,35,-22
754231,3,-5,33,-37,60,-21,28,-9
754241,5,-1,35,-35,57,-19,49,-14
754251,3,-5,33,-37,61,-21,21,-15
754261,5,-1,34,-34,57,-19,15,-14
754271,3,-4,33,-37,61,-21,14,-15
754281,4,-1,35,-33,57,-19,38,-9
754291,3,-5,33,-37,50,-21,44,-15
754301,5,-1,34,-34,57,-20,15,-7
754311,3,-5,32,-37,61,-21,16,-15
754321,5,-1,33,-34,57,-19,15,-4
754331,3,-5,32,-38,64,-21,14,-24
754341,5,-1,33,-34,57,-19,18,-6
754351,3,-5,32,-37,61,-21,26,-15
754361,5,-1,34,-34,57,-19,15,-4
754371,3,-5,32,-37,60,-21,24,-15
754381,5,-1,34,-34,58,-20,26,-13
754391,4,-5,33,-37,61,-21,22,-15
754401,5,-1,34,-34,67,-19,40,-21
754411,3,-5,32,-37,70,-20,14,-25
754421,5,-1,34,-34,58,-20,33,-8
754431,3,-5,32,-37,60,-21,20,-15
754441,5,-1,34,-34,57,-18,15,-7
754451,3,-5,32,-38,60,-22,15,-21
754461,5,-1,35,-34,58,-19,17,-6
754471,3,-5,33,-37,60,-21,18,-5
754481,5,-1,34,-34,58,-20,39,-13
754491,3,-5,32,-38,60,-21,23,-24
754501,5,-1,35,-34,57,-18,16,-4
754511,3,-5,32,-37,60,-21,24,-15
754521,5,-1,34,-34,64,-19,22,-11
754531,3,-5,32,-38,61,-21,16,-15
754541,5,-1,34,-33,57,-19,24,-13
754551,3,-5,32,-37,60,-21,16,-15
754561,5,-1,34,-34,58,-20,18,-13
754571,3,-5,33,-38,60,-21,22,-15
754581,5,-1,34,-34,57,-19,17,-13
754591,3,-5,33,-38,60,-21,16,-15
754601,5,-1,34,-34,57,-20,15,-8
754611,3,-5,33,-37,60,-21,35,-5
