time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
887061,5,-16,34,-28,48,-19,9,-13
887071,2,1,31,-43,63,-23,10,-17
887081,6,-16,34,-28,54,-19,16,-13
887091,2,1,31,-44,64,-24,10,-17
887101,5,-16,34,-28,55,-19,16,-13
887111,3,1,31,-43,63,-23,12,-20
887121,5,-16,34,-28,54,-19,10,-13
887131,2,1,31,-44,52,-23,21,-16
887141,5,-16,34,-28,55,-19,21,-13
887151,3,1,31,-44,63,-23,10,-26
887161,5,-16,34,-28,55,-20,16,-13
887171,3,1,32,-44,63,-23,10,-26
887181,5,-16,34,-28,54,-19,10,-13
887191,3,1,31,-44,63,-23,11,-19
887201,5,-16,34,-28,54,-19,7,-13
887211,2,1,32,-44,63,-23,10,-17
887221,5,-16,34,-28,54,-19,20,-13
887231,2,1,32,-44,64,-23,12,-19
887241,5,-16,34,-27,54,-19,11,-13
887251,2,1,31,-44,63,-24,12,-16
887261,5,-16,34,-28,51,-19,8,-13
887271,2,1,32,-44,63,-23,10,-16
887281,5,-16,34,-28,50,-19,9,-13
887291,2,1,32,-44,53,-23,21,-17
887301,5,-16,33,-28,48,-19,9,-13
887311,2,1,31,-44,52,-23,25,-16
887321,5,-16,34,-28,53,-19,8,-13
887331,2,1,32,-44,52,-23,24,-17
887341,5,-16,34,-28,48,-19,5,-13
887351,2,1,31,-44,64,-23,10,-26
887361,6,-16,34,-28,50,-19,8,-20
887371,2,2,32,-43,53,-23,22,-17
887381,5,-16,34,-29,48,-19,9,-13
887391,2,1,31,-44,63,-23,10,-17
887401,5,-16,35,-29,51,-19,7,-13
887411,2,2,31,-44,64,-24,11,-26
887421,5,-16,34,-28,49,-19,8,-13
887431,2,2,32,-44,53,-23,10,-17
887441,5,-16,34,-28,51,-19,9,-13
887451,2,2,31,-44,64,-23,11,-18
887461,5,-16,34,-27,49,-19,8,-13
887471,2,1,31,-44,63,-23,11,-22
887481,5,-16,34,-29,56,-19,6,-14
887491,2,2,31,-44,64,-23,10,-25
887501,5,-16,34,-28,56,-19,6,-13
887511,2,2,31,-43,64,-23,10,-27
887521,6,-16,34,-28,56,-19,6,-13
887531,2,2,31,-44,64,-23,12,-19
887541,6,-16,34,-28,53,-20,6,-13
887551,2,2,31,-45,64,-23,11,-26
887561,6,-16,34,-29,48,-19,9,-13
887571,2,2,31,-44,64,-23,13,-16
887581,5,-16,34,-28,56,-20,5,-13
887591,3,2,31,-44,64,-23,11,-16
887601,6,-17,34,-28,52,-18,6,-13
887611,2,2,32,-44,64,-23,12,-16
887621,5,-17,34,-28,49,-20,8,-13
887631,2,2,32,-44,64,-23,11,-22
887641,5,-17,34,-29,57,-20,6,-13
887651,3,2,31,-45,64,-24,10,-24
887661,5,-17,34,-28,48,-20,6,-13
887671,2,2,31,-44,64,-23,10,-27
887681,5,-17,34,-28,48,-19,9,-22
887691,2,2,31,-44,64,-23,10,-26
887701,6,-17,34,-28,49,-19,8,-13
887711,3,2,31,-44,64,-24,10,-26
887721,6,-17,34,-28,56,-19,6,-13
887731,2,2,31,-44,65,-23,10,-27
887741,5,-17,34,-28,56,-19,5,-13
887751,3,2,31,-45,64,-24,12,-17
887761,6,-17,34,-28,57,-20,5,-13
887771,2,2,31,-44,64,-24,10,-26
887781,5,-16,34,-27,53,-18,6,-13
887791,2,2,31,-45,64,-24,11,-19
887801,6,-17,34,-28,56,-20,6,-13
887811,2,2,32,-44,64,-23,10,-24
887821,4,-17,34,-27,56,-19,6,-12
887831,2,2,31,-44,64,-24,10,-24
887841,5,-16,34,-27,57,-19,7,-12
887851,2,2,32,-44,64,-24,12,-19
887861,6,-16,34,-27,53,-19,5,-13
887871,2,2,32,-44,64,-24,11,-26
887881,5,-17,34,-27,48,-18,9,-13
887891,2,2,31,-44,64,-24,13,-17
887901,6,-16,34,-27,56,-18,5,-13
887911,2,2,32,-44,64,-24,11,-16
887921,5,-16,34,-28,55,-18,5,-13
887931,2,2,31,-44,58,-24,11,-17
887941,5,-16,34,-27,56,-18,6,-13
887951,2,2,32,-44,64,-25,13,-17
887961,5,-15,33,-29,54,-18,5,-13
887971,2,2,32,-44,64,-25,12,-17
887981,5,-17,34,-28,54,-18,6,-12
887991,2,2,32,-44,64,-25,11,-24
888001,5,-16,34,-28,51,-18,6,-22
888011,2,2,32,-44,64,-24,11,-26
888021,5,-17,34,-27,48,-18,9,-13
888031,2,2,32,-44,64,-24,10,-17
888041,5,-17,35,-28,48,-18,10,-13
888051,2,2,32,-44,64,-24,11,-24
888061,6,-15,33,-28,48,-19,10,-13
888071,2,2,32,-43,64,-24,13,-16
888081,5,-16,35,-28,55,-18,5,-13
888091,2,2,32,-44,64,-24,10,-24
888101,4,-15,33,-28,56,-18,5,-13
888111,2,1,33,-44,64,-24,12,-16
888121,4,-16,35,-28,50,-18,8,-13
888131,2,2,32,-44,64,-24,11,-17
888141,5,-16,34,-28,56,-19,6,-13
888151,2,1,32,-44,65,-24,10,-25
888161,5,-16,35,-28,56,-18,7,-12
888171,2,1,32,-44,64,-24,12,-16
888181,6,-15,34,-27,56,-19,5,-13
888191,3,1,32,-44,65,-24,12,-20
888201,4,-17,35,-28,53,-18,5,-13
888211,2,1,32,-44,60,-25,14,-17
888221,4,-16,35,-28,56,-19,5,-13
888231,3,1,32,-43,66,-24,13,-17
888241,5,-15,34,-28,53,-18,5,-13
888251,3,1,33,-43,60,-25,11,-17
888261,6,-15,34,-28,56,-18,6,-13
888271,2,1,32,-44,64,-24,11,-20
888281,6,-15,34,-28,57,-18,5,-13
888291,2,1,32,-44,66,-24,13,-16
888301,5,-16,35,-28,54,-18,7,-12
888311,2,1,33,-43,64,-25,12,-17
888321,5,-15,34,-28,56,-18,6,-12
888331,2,1,32,-43,51,-25,11,-23
888341,5,-16,35,-28,55,-18,6,-22
888351,2,1,32,-43,55,-25,11,-23
888361,5,-15,34,-28,56,-18,6,-13
888371,2,2,32,-43,64,-24,13,-16
888381,4,-15,34,-28,56,-19,6,-13
888391,2,1,32,-44,55,-24,13,-17
888401,5,-16,35,-28,56,-18,6,-13
888411,2,1,32,-44,54,-25,12,-17
888421,5,-15,34,-29,54,-18,6,-13
888431,3,1,32,-44,61,-25,11,-17
888441,5,-15,34,-28,56,-19,5,-13
888451,3,1,32,-44,54,-25,12,-17
888461,5,-15,34,-28,50,-19,10,-13
888471,2,1,32,-44,54,-25,12,-17
888481,5,-15,34,-28,56,-18,6,-13
888491,3,1,32,-43,54,-25,12,-19
888501,5,-15,34,-28,56,-19,5,-13
888511,3,1,32,-43,60,-25,13,-17
888521,5,-15,34,-29,55,-18,6,-13
888531,3,1,32,-43,66,-25,15,-17
888541,5,-15,34,-27,56,-19,5,-13
888551,3,1,32,-44,57,-26,12,-16
888561,4,-15,34,-29,55,-19,6,-13
888571,2,1,32,-43,66,-25,14,-17
888581,5,-15,34,-28,53,-19,6,-13
888591,3,1,32,-43,60,-25,13,-17
888601,5,-15,34,-28,58,-19,5,-13
888611,2,1,32,-44,65,-25,13,-17
888621,5,-15,34,-28,56,-19,7,-13
888631,3,1,32,-44,64,-24,13,-17
888641,5,-15,34,-28,50,-19,7,-12
888651,3,1,32,-43,67,-25,14,-17
888661,5,-15,34,-28,55,-19,5,-13
888671,3,1,32,-43,57,-25,11,-23
888681,5,-15,34,-28,53,-19,6,-13
888691,3,1,32,-43,53,-25,12,-18
888701,5,-15,34,-28,50,-18,7,-12
888711,3,1,32,-43,59,-24,14,-17
888721,5,-15,34,-28,48,-19,7,-12
888731,3,1,32,-44,57,-24,11,-17
888741,5,-15,34,-28,56,-18,6,-13
888751,2,1,32,-43,55,-26,12,-17
888761,5,-15,34,-28,51,-18,7,-13
888771,3,1,32,-43,62,-25,13,-17
888781,5,-14,34,-28,48,-18,7,-13
888791,3,1,32,-43,65,-24,13,-17
888801,5,-15,34,-28,44,-19,8,-12
888811,3,1,32,-43,57,-26,12,-16
888821,5,-15,34,-29,56,-19,5,-13
888831,3,1,32,-42,64,-26,13,-16
888841,5,-14,34,-28,55,-18,6,-13
888851,3,1,32,-43,54,-24,13,-17
888861,5,-14,34,-29,55,-19,6,-13
888871,3,1,33,-44,59,-25,12,-17
888881,5,-14,34,-29,53,-19,6,-12
888891,3,1,32,-44,67,-26,14,-17
888901,5,-14,34,-28,49,-18,7,-13
888911,2,1,32,-42,64,-26,13,-17
888921,5,-14,34,-28,56,-18,6,-12
888931,3,0,32,-43,67,-26,13,-17
888941,5,-15,34,-28,55,-18,8,-13
888951,3,1,32,-43,66,-26,13,-17
888961,5,-15,34,-28,45,-18,7,-13
888971,3,0,32,-43,61,-22,14,-17
888981,5,-14,34,-29,44,-18,8,-12
888991,3,1,32,-43,57,-26,12,-17
889001,5,-14,34,-29,44,-19,7,-19
889011,3,1,32,-43,55,-26,13,-16
889021,5,-14,34,-29,47,-17,7,-22
889031,2,1,32,-42,54,-26,13,-16
889041,5,-15,34,-28,52,-19,7,-12
889051,3,1,33,-44,56,-26,13,-17
889061,5,-14,34,-29,47,-18,7,-13
889071,3,1,32,-44,66,-26,15,-17
889081,5,-14,34,-29,44,-17,7,-13
889091,3,1,32,-43,67,-26,13,-17
889101,5,-15,34,-29,44,-17,7,-21
889111,3,1,32,-44,66,-26,13,-17
889121,5,-14,34,-29,44,-18,8,-12
889131,2,1,32,-43,66,-25,14,-17
889141,5,-15,34,-29,56,-18,6,-13
889151,2,1,32,-42,74,-26,15,-17
889161,5,-14,34,-29,57,-19,6,-12
889171,2,1,32,-43,67,-24,14,-17
889181,5,-13,33,-29,57,-18,6,-13
889191,2,1,32,-44,66,-25,14,-17
889201,5,-15,34,-29,55,-18,6,-13
889211,2,1,33,-44,67,-25,14,-17
889221,5,-14,34,-28,51,-18,7,-12
889231,2,1,33,-42,63,-25,14,-17
889241,5,-14,34,-29,43,-18,5,-12
889251,2,1,31,-44,68,-18,15,-17
889261,5,-14,34,-29,56,-17,6,-12
889271,2,1,32,-44,66,-26,14,-16
889281,5,-13,33,-29,43,-18,6,-12
889291,2,1,33,-43,66,-26,15,-17
889301,5,-14,34,-29,44,-17,7,-12
889311,2,1,33,-44,75,-23,15,-17
889321,5,-14,34,-29,44,-17,7,-16
889331,2,1,33,-43,65,-26,15,-16
889341,5,-13,33,-30,44,-18,7,-18
889351,2,1,33,-43,74,-19,15,-17
889361,5,-14,34,-29,44,-18,7,-12
889371,2,1,32,-43,62,-26,14,-16
889381,5,-13,33,-28,43,-18,7,-12
889391,2,1,33,-44,77,-26,15,-17
889401,5,-14,34,-29,47,-18,8,-11
889411,2,1,33,-43,77,-23,15,-17
889421,5,-13,33,-29,43,-18,7,-13
889431,2,0,33,-43,76,-26,15,-17
889441,5,-13,33,-29,44,-18,8,-13
889451,2,1,33,-44,77,-25,15,-17
889461,5,-14,33,-29,54,-17,6,-12
889471,2,0,33,-43,67,-25,14,-17
889481,4,-13,33,-29,47,-18,6,-13
889491,2,0,33,-43,74,-17,16,-17
889501,5,-14,34,-29,44,-18,7,-12
889511,2,1,32,-43,77,-23,15,-17
889521,5,-13,33,-29,50,-18,6,-12
889531,2,1,33,-43,76,-20,15,-17
889541,5,-13,34,-29,44,-18,7,-12
889551,2,0,33,-43,66,-19,15,-18
889561,5,-13,33,-29,44,-17,7,-18
889571,2,1,33,-42,64,-18,15,-17
889581,5,-13,33,-28,44,-15,8,-11
889591,2,0,32,-43,73,-16,14,-17
889601,5,-13,33,-29,45,-17,8,-12
889611,2,1,32,-43,76,-25,14,-17
889621,5,-13,34,-29,43,-18,7,-11
889631,2,1,32,-42,76,-19,15,-17
889641,4,-13,33,-29,54,-18,5,-12
889651,2,0,32,-43,76,-24,15,-17
889661,4,-13,33,-28,44,-18,7,-17
889671,2,0,33,-43,74,-19,15,-18
889681,5,-13,33,-29,44,-18,7,-12
889691,2,0,32,-43,68,-18,16,-18
889701,4,-13,34,-29,43,-18,7,-17
889711,2,0,32,-42,67,-18,15,-17
889721,4,-13,34,-29,43,-18,7,-21
889731,2,0,32,-42,66,-18,15,-18
889741,4,-13,33,-29,44,-18,7,-19
889751,2,0,32,-42,75,-25,15,-17
889761,4,-13,33,-29,51,-18,9,-12
889771,2,0,32,-43,77,-26,15,-17
889781,5,-13,34,-29,56,-15,8,-12
889791,2,0,32,-42,77,-22,15,-17
889801,4,-13,33,-29,52,-18,6,-11
889811,2,0,32,-43,76,-18,15,-17
889821,4,-13,33,-29,49,-18,6,-11
889831,2,0,32,-43,70,-18,16,-17
889841,4,-13,34,-30,43,-18,7,-11
889851,2,0,32,-42,73,-19,16,-17
889861,4,-13,34,-29,44,-18,7,-20
889871,2,0,32,-42,72,-18,15,-17
889881,4,-13,34,-29,44,-18,7,-20
889891,2,0,32,-42,63,-34,16,-18
889901,4,-13,34,-29,48,-11,8,-11
889911,2,0,32,-42,75,-18,15,-18
889921,4,-13,34,-29,46,-18,8,-11
889931,2,0,32,-43,76,-23,15,-18
889941,4,-13,34,-29,45,-18,7,-11
889951,2,0,32,-43,76,-19,15,-18
889961,5,-12,34,-30,43,-18,7,-15
889971,2,0,32,-43,75,-18,15,-18
889981,4,-13,34,-29,45,-18,7,-14
889991,2,0,32,-43,74,-18,16,-17
890001,4,-13,35,-29,44,-18,7,-21
890011,2,0,32,-42,63,-31,16,-17
890021,4,-12,33,-28,45,-18,8,-15
890031,2,0,32,-42,64,-18,15,-17
890041,4,-13,34,-30,45,-18,8,-14
890051,2,0,32,-43,64,-19,16,-18
890061,4,-13,34,-29,46,-18,8,-13
890071,2,0,31,-42,64,-18,16,-18
890081,4,-12,34,-29,43,-18,8,-16
890091,3,0,32,-43,71,-19,16,-18
890101,4,-13,34,-29,44,-17,6,-11
890111,2,0,33,-42,64,-31,16,-18
890121,4,-12,34,-29,44,-18,7,-20
890131,2,0,32,-42,63,-36,17,-17
890141,4,-11,33,-30,45,-17,7,-11
890151,2,0,32,-42,64,-19,14,-18
890161,4,-12,34,-30,44,-17,8,-17
890171,3,0,33,-43,65,-34,16,-18
890181,5,-12,34,-29,55,-17,9,-11
890191,2,0,32,-42,64,-21,16,-18
890201,4,-11,33,-29,37,-17,40,-12
890211,3,0,32,-42,75,-18,15,-18
890221,4,-12,34,-29,45,-17,9,-11
890231,2,0,32,-42,76,-19,16,-18
890241,4,-12,34,-30,49,-17,8,-11
890251,2,0,32,-43,65,-21,16,-18
890261,5,-11,34,-29,45,-17,8,-11
890271,2,0,33,-44,65,-22,16,-18
890281,4,-11,33,-29,45,-17,8,-11
890291,3,0,33,-42,65,-33,16,-18
890301,5,-11,33,-29,56,-17,9,-11
890311,3,0,33,-42,65,-20,16,-18
890321,5,-11,33,-29,53,-17,8,-11
890331,3,0,33,-42,65,-18,15,-18
890341,5,-11,33,-29,44,-17,7,-11
890351,3,0,32,-44,68,-18,16,-18
890361,5,-11,33,-29,52,-17,8,-11
890371,2,0,33,-42,64,-21,16,-18
890381,4,-11,33,-29,57,-14,9,-11
890391,3,0,32,-42,64,-21,17,-18
890401,5,-11,34,-29,56,-15,9,-11
890411,3,-1,32,-42,65,-19,16,-18
890421,5,-11,34,-30,52,-10,9,-12
890431,3,0,32,-42,65,-32,16,-18
890441,5,-11,33,-29,52,-11,9,-11
890451,3,0,32,-42,70,-32,17,-18
890461,5,-11,33,-30,56,-16,9,-11
890471,3,1,33,-43,64,-34,16,-18
890481,4,-11,33,-30,52,-10,9,-11
890491,3,0,32,-42,69,-18,16,-18
890501,4,-11,34,-30,52,-17,8,-11
890511,3,0,32,-42,65,-18,16,-18
890521,5,-11,34,-29,54,-17,8,-11
890531,3,0,33,-42,65,-18,16,-18
890541,5,-11,34,-30,53,-18,10,-11
890551,3,0,32,-42,65,-21,17,-18
890561,5,-11,34,-29,52,-18,9,-11
890571,3,0,32,-42,65,-36,17,-18
890581,5,-11,33,-30,52,-10,9,-11
890591,3,0,32,-42,74,-36,17,-18
890601,5,-11,33,-29,52,-11,9,-11
890611,3,0,32,-43,65,-33,16,-18
890621,5,-11,33,-29,52,-10,9,-12
890631,3,0,32,-42,72,-36,18,-18
890641,5,-11,33,-29,52,-10,9,-11
890651,3,0,33,-42,64,-34,17,-18
890661,5,-11,34,-30,52,-16,10,-11
890671,3,0,32,-42,63,-18,16,-18
890681,5,-11,33,-29,56,-10,9,-11
890691,3,0,33,-42,67,-36,18,-18
890701,5,-12,34,-29,52,-13,9,-11
890711,3,-1,33,-42,64,-21,17,-18
890721,5,-11,33,-30,53,-17,10,-11
890731,3,0,32,-42,63,-18,16,-18
890741,5,-11,33,-29,52,-12,9,-11
890751,3,0,32,-42,72,-36,17,-18
890761,5,-12,34,-29,53,-16,9,-12
890771,3,0,32,-42,71,-30,17,-18
890781,5,-11,34,-29,52,-10,9,-11
890791,3,0,33,-43,69,-36,18,-19
890801,5,-11,33,-30,53,-14,10,-11
890811,3,0,32,-43,72,-36,17,-18
890821,5,-11,33,-30,53,-10,9,-12
890831,3,0,32,-42,64,-33,17,-18
890841,5,-11,33,-29,52,-13,9,-11
890851,3,0,33,-42,70,-36,18,-18
890861,5,-11,34,-29,56,-14,10,-11
890871,2,0,32,-42,65,-19,16,-18
890881,5,-10,34,-29,52,-16,8,-11
890891,3,0,33,-43,64,-20,16,-18
890901,5,-11,33,-29,57,-11,8,-11
890911,3,0,33,-42,70,-37,18,-18
890921,5,-11,34,-30,52,-17,8,-11
890931,3,-1,32,-43,67,-36,18,-18
890941,5,-11,33,-29,52,-9,9,-11
890951,2,0,33,-42,64,-22,17,-18
890961,5,-11,34,-29,53,-9,8,-11
890971,3,0,32,-42,74,-36,17,-18
890981,5,-11,33,-29,52,-9,9,-11
890991,3,0,32,-43,77,-35,17,-18
891001,4,-11,34,-30,52,-11,9,-11
891011,3,0,33,-42,77,-30,17,-18
891021,4,-11,34,-29,52,-19,9,-11
891031,3,0,33,-42,65,-22,17,-18
891041,4,-10,33,-29,52,-9,9,-11
891051,3,0,33,-44,64,-19,17,-18
891061,5,-11,34,-29,52,-9,9,-11
891071,3,0,33,-42,68,-36,18,-18
891081,5,-11,34,-29,53,-10,8,-11
891091,2,0,33,-43,65,-35,18,-18
891101,4,-11,34,-29,53,-13,9,-11
891111,3,0,33,-43,65,-34,17,-19
891121,4,-11,34,-29,52,-9,8,-11
891131,3,0,33,-42,77,-35,17,-18
891141,4,-11,34,-29,53,-10,9,-11
891151,3,0,32,-42,77,-30,17,-18
891161,4,-11,33,-30,52,-15,9,-11
891171,2,0,32,-43,71,-36,18,-18
891181,4,-11,33,-29,52,-19,10,-11
891191,3,0,32,-43,76,-36,18,-18
891201,5,-11,34,-29,52,-19,9,-11
891211,3,1,32,-42,64,-23,17,-19
891221,4,-11,33,-29,52,-11,9,-11
891231,3,0,32,-42,65,-32,17,-18
891241,4,-11,33,-30,52,-9,8,-11
891251,3,0,32,-43,71,-37,18,-18
891261,4,-11,33,-29,52,-12,9,-11
891271,2,1,32,-43,76,-33,18,-18
891281,4,-11,34,-29,52,-15,9,-11
891291,3,0,32,-42,74,-26,19,-18
891301,4,-11,34,-29,52,-25,10,-11
891311,3,1,32,-43,75,-27,19,-18
891321,4,-11,34,-29,52,-9,8,-11
891331,3,1,32,-42,76,-36,18,-18
891341,4,-11,33,-30,52,-9,9,-11
891351,2,0,32,-44,76,-36,18,-18
891361,5,-11,33,-30,53,-10,9,-11
891371,3,1,33,-42,71,-37,18,-18
891381,4,-11,34,-29,52,-9,8,-11
891391,3,1,32,-43,74,-37,18,-18
891401,4,-11,33,-30,53,-15,9,-11
891411,3,1,32,-43,72,-30,18,-18
891421,4,-11,34,-29,52,-25,10,-10
891431,2,1,32,-42,74,-36,18,-18
891441,4,-11,34,-29,52,-19,9,-11
891451,3,0,32,-43,69,-27,19,-18
891461,4,-11,34,-29,52,-26,10,-11
891471,3,1,32,-43,71,-37,18,-19
891481,4,-11,33,-30,52,-9,8,-11
891491,2,0,32,-42,78,-35,18,-18
891501,4,-11,34,-29,52,-25,10,-10
891511,3,1,32,-43,75,-36,18,-19
891521,5,-11,33,-29,52,-19,9,-11
891531,3,1,32,-43,76,-34,18,-19
891541,4,-11,34,-29,52,-26,10,-11
891551,3,0,32,-42,76,-35,18,-19
891561,4,-11,34,-29,52,-19,9,-10
891571,3,1,32,-43,70,-27,19,-19
891581,4,-11,34,-30,52,-26,10,-11
891591,3,1,33,-42,70,-37,18,-19
891601,4,-11,34,-30,52,-9,8,-11
891611,3,1,32,-43,74,-37,18,-19
891621,4,-11,34,-30,52,-10,9,-10
891631,3,0,33,-43,77,-35,18,-18
891641,4,-11,34,-30,56,-9,8,-10
891651,3,0,33,-43,76,-36,18,-19
891661,4,-11,33,-29,53,-16,9,-10
891671,3,0,32,-42,76,-29,18,-19
891681,4,-11,34,-29,52,-26,11,-11
891691,3,1,32,-43,76,-33,18,-19
891701,4,-11,34,-30,52,-18,9,-11
891711,2,1,33,-42,70,-27,19,-19
891721,4,-11,34,-30,53,-16,9,-10
891731,3,1,32,-42,69,-33,18,-19
891741,4,-11,34,-30,52,-18,9,-10
891751,3,1,33,-42,76,-35,18,-19
891761,4,-11,34,-29,52,-26,10,-11
891771,3,1,32,-42,76,-29,18,-19
891781,4,-11,34,-30,52,-18,9,-10
891791,3,1,32,-43,69,-27,19,-19
891801,4,-11,34,-30,53,-26,10,-11
891811,3,1,33,-43,71,-26,19,-19
891821,4,-11,34,-30,53,-16,11,-10
891831,3,1,32,-43,74,-27,17,-19
891841,4,-11,34,-30,52,-25,10,-10
891851,3,1,33,-42,63,-26,19,-19
891861,4,-11,34,-30,53,-26,10,-11
891871,3,1,32,-42,76,-33,18,-19
891881,5,-11,34,-29,53,-26,10,-11
891891,3,1,32,-43,64,-33,18,-19
891901,4,-11,34,-29,52,-18,9,-11
891911,3,1,32,-42,69,-26,19,-19
891921,4,-10,33,-30,52,-26,10,-11
891931,2,0,32,-43,68,-26,19,-19
891941,4,-11,34,-30,52,-25,10,-10
891951,3,0,33,-42,69,-27,19,-19
891961,4,-10,33,-29,52,-25,10,-11
891971,3,1,32,-42,75,-27,18,-19
891981,4,-11,34,-30,52,-19,10,-11
891991,3,1,32,-43,65,-26,19,-19
892001,4,-11,34,-30,53,-18,10,-11
892011,3,0,32,-42,73,-27,19,-19
892021,4,-11,34,-30,53,-12,9,-11
892031,3,1,32,-42,76,-36,18,-18
892041,4,-11,34,-30,52,-16,9,-11
892051,2,0,33,-43,75,-26,19,-19
892061,4,-11,34,-30,53,-19,10,-11
892071,3,0,32,-42,65,-33,18,-19
892081,4,-11,34,-29,53,-26,10,-10
892091,3,1,32,-42,69,-26,19,-19
892101,4,-10,33,-29,52,-26,10,-10
892111,2,0,32,-42,77,-24,19,-19
892121,4,-10,33,-29,52,-21,11,-10
892131,2,1,33,-43,71,-26,19,-19
892141,4,-10,33,-30,52,-16,11,-10
892151,3,0,32,-43,76,-23,19,-19
892161,4,-10,33,-29,52,-26,10,-10
892171,3,0,33,-42,68,-27,19,-20
892181,4,-10,33,-29,52,-15,9,-10
892191,2,0,33,-42,73,-27,19,-19
892202,4,-10,33,-29,55,-18,30,-13
892211,2,0,33,-42,72,-25,19,-19
892221,4,-10,33,-29,52,-22,11,-10
892231,2,0,32,-42,77,-27,12,-19
892241,4,-10,33,-30,52,-20,11,-10
892251,2,0,33,-43,76,-27,19,-19
892261,4,-10,33,-30,53,-21,11,-10
892271,2,0,33,-42,75,-26,19,-19
892281,4,-10,33,-29,52,-25,10,-10
892291,3,0,33,-42,76,-19,19,-19
892301,4,-10,33,-30,57,-14,9,-11
892311,2,0,33,-42,64,-28,18,-20
892321,4,-10,33,-30,52,-25,11,-10
892331,2,-1,33,-42,64,-31,18,-19
892341,4,-10,33,-30,53,-26,10,-10
892351,2,0,33,-42,64,-28,18,-19
892361,4,-10,33,-30,52,-26,10,-10
892371,2,0,33,-41,64,-26,18,-19
892381,4,-10,33,-30,52,-16,11,-10
892391,2,0,33,-42,68,-27,18,-19
892401,4,-10,33,-29,52,-20,11,-10
892411,2,0,33,-42,76,-27,18,-19
892421,4,-10,33,-29,53,-24,11,-10
892431,2,0,33,-42,74,-20,19,-20
892441,4,-10,33,-30,52,-16,11,-10
892451,2,0,33,-42,68,-27,18,-19
892461,4,-10,33,-29,52,-16,11,-10
892471,2,0,33,-42,64,-26,18,-19
892481,4,-10,33,-30,52,-23,11,-10
892491,2,0,33,-41,77,-27,19,-20
892501,4,-10,33,-30,53,-16,11,-10
892511,3,0,33,-41,75,-26,19,-19
892521,4,-10,33,-30,53,-16,11,-9
892531,2,0,33,-42,74,-26,19,-20
892541,4,-10,33,-29,53,-16,11,-10
892551,2,0,33,-41,78,-24,19,-20
892561,4,-10,33,-29,53,-21,11,-10
892571,2,0,33,-42,74,-27,19,-20
892581,4,-10,33,-29,52,-23,11,-10
892591,2,0,33,-42,71,-27,19,-20
892601,4,-10,33,-29,52,-26,10,-10
892611,3,0,33,-42,65,-27,19,-19
892621,4,-10,33,-29,53,-26,10,-10
892631,3,0,33,-42,76,-20,18,-20
892641,4,-10,33,-30,52,-16,12,-10
892651,3,0,33,-41,72,-26,19,-19
892661,4,-10,33,-29,53,-18,11,-10
892671,3,1,33,-41,73,-20,18,-19
892681,4,-10,33,-30,53,-16,11,-10
892691,3,0,33,-42,77,-20,19,-19
892701,4,-10,33,-29,52,-16,12,-10
892711,3,0,33,-42,68,-20,19,-19
892721,4,-10,33,-30,52,-21,11,-10
892731,3,0,33,-42,71,-19,19,-19
892741,4,-10,33,-29,53,-26,10,-10
892751,3,0,33,-42,76,-24,19,-19
892761,4,-10,33,-29,53,-17,11,-9
892771,3,0,33,-42,77,-27,18,-20
892781,4,-9,33,-29,53,-16,11,-9
892791,3,0,33,-42,77,-21,19,-19
892801,4,-10,33,-30,53,-16,11,-10
892811,3,0,33,-41,74,-20,18,-19
892821,4,-10,33,-30,52,-16,11,-10
892831,3,0,32,-42,76,-27,18,-19
892841,4,-10,33,-29,53,-16,11,-10
892851,3,0,33,-41,67,-20,19,-19
892861,4,-10,33,-30,52,-16,12,-10
892871,3,0,32,-41,76,-20,19,-20
892881,4,-9,33,-29,52,-21,11,-10
892891,3,0,33,-42,71,-19,19,-20
892901,4,-10,33,-30,53,-16,11,-10
892911,3,0,33,-42,77,-23,18,-20
892921,4,-10,33,-30,52,-21,11,-9
892931,3,0,33,-42,70,-27,19,-19
892941,4,-9,33,-30,52,-16,11,-9
892951,3,0,33,-42,77,-25,18,-19
892961,4,-10,33,-30,52,-18,12,-10
892971,3,0,32,-42,75,-20,18,-19
892981,4,-10,33,-29,53,-16,11,-10
892991,3,0,33,-42,76,-26,19,-19
893001,4,-9,33,-30,53,-16,11,-10
893011,3,0,32,-42,62,-25,19,-19
893021,4,-10,33,-29,53,-16,11,-9
893031,3,1,33,-42,76,-19,18,-19
893041,5,-10,33,-30,52,-16,11,-9
893051,2,0,32,-42,62,-20,19,-19
893061,4,-10,33,-31,53,-16,11,-10
893071,3,0,33,-41,56,-20,19,-20
893081,5,-10,33,-29,53,-26,10,-10
893091,3,0,33,-41,77,-22,19,-19
893101,4,-10,33,-30,52,-16,12,-10
893111,3,0,33,-42,76,-20,18,-19
893121,4,-9,33,-30,53,-16,11,-10
893131,3,0,33,-41,76,-20,18,-19
893141,4,-9,33,-30,53,-16,11,-10
893151,3,0,33,-43,76,-26,18,-20
893161,4,-10,33,-30,53,-16,11,-10
893171,3,0,33,-42,69,-19,19,-20
893181,4,-10,34,-30,53,-16,11,-10
893191,3,0,32,-41,76,-19,19,-20
893201,4,-9,33,-29,52,-17,12,-10
893211,3,0,32,-42,70,-20,19,-20
893221,4,-9,32,-31,53,-16,11,-10
893231,3,0,33,-42,60,-19,19,-18
893241,4,-9,32,-30,53,-16,11,-10
893251,3,0,33,-42,76,-26,18,-20
