time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
13294,-9,5,18,-29,63,-30,39,-27
13304,1,-2,34,-45,48,-8,29,2
13314,-9,4,18,-28,62,-30,40,-26
13324,1,-2,34,-45,48,-9,29,1
13334,-9,5,17,-28,62,-30,40,-26
13344,1,-2,34,-46,49,-8,28,2
13354,-9,5,17,-28,62,-30,40,-26
13364,1,-2,34,-45,48,-9,28,1
13374,-9,5,17,-29,63,-30,39,-26
13384,1,-2,34,-46,47,-8,29,1
13394,-9,4,17,-28,64,-30,40,-26
13404,1,-2,34,-45,47,-8,29,1
13414,-9,5,18,-28,63,-31,39,-27
13424,1,-2,34,-46,48,-8,29,2
13434,-9,4,17,-28,62,-30,39,-27
13444,1,-2,34,-45,48,-8,29,1
13454,-9,5,17,-28,62,-30,40,-27
13464,1,-2,34,-46,48,-9,29,2
13474,-9,4,17,-29,63,-30,39,-27
13484,1,-2,34,-45,49,-8,29,1
13494,-9,5,17,-28,63,-30,40,-27
13504,1,-2,34,-46,48,-9,29,2
13514,-9,5,18,-28,63,-30,40,-27
13524,1,-2,34,-46,47,-8,28,1
13534,-8,5,18,-29,62,-30,40,-27
13544,1,-2,34,-45,49,-9,29,1
13554,-9,5,17,-29,64,-31,40,-27
13564,1,-2,34,-46,48,-8,29,2
13574,-9,4,17,-29,64,-30,39,-27
13584,1,-2,34,-45,49,-8,29,2
13594,-9,5,17,-29,63,-31,39,-27
13604,1,-2,34,-46,47,-8,29,2
13614,-9,5,17,-28,63,-30,40,-26
13624,1,-2,34,-46,49,-8,29,2
13634,-8,5,18,-29,64,-30,40,-27
13644,1,-2,34,-45,47,-9,29,2
13654,-9,5,17,-29,63,-30,40,-27
13664,1,-2,34,-46,49,-8,29,1
13674,-9,5,17,-28,64,-30,39,-26
13684,1,-2,34,-46,48,-8,29,2
13694,-9,4,17,-29,63,-30,40,-27
13704,1,-2,34,-45,48,-8,29,2
13714,-9,5,17,-29,63,-30,40,-27
13724,1,-2,34,-46,48,-9,29,2
13734,-9,5,17,-28,63,-31,40,-27
13744,1,-2,34,-46,48,-8,29,2
13754,-9,5,17,-29,64,-30,40,-27
13764,1,-2,34,-46,47,-8,28,2
13774,-9,5,17,-28,63,-30,40,-27
13784,1,-2,34,-46,48,-10,29,1
13794,-9,5,17,-28,64,-30,40,-27
13804,1,-2,34,-46,48,-8,29,2
13814,-9,5,17,-29,64,-30,40,-27
13824,1,-2,34,-45,47,-9,29,2
13834,-9,5,17,-28,64,-30,40,-26
13844,1,-2,34,-46,48,-8,29,2
13854,-9,5,17,-28,64,-30,40,-27
13864,1,-2,34,-45,48,-8,29,2
13874,-9,5,17,-28,62,-31,40,-26
13884,1,-2,34,-46,49,-8,29,2
13894,-9,5,17,-28,63,-30,40,-27
13904,1,-2,34,-45,47,-8,29,2
13914,-9,5,17,-28,63,-31,40,-27
13924,1,-2,34,-46,48,-8,29,2
13934,-9,5,17,-28,64,-30,40,-26
13944,1,-2,34,-46,47,-8,29,2
13954,-10,5,17,-27,62,-30,39,-27
13964,1,-2,34,-46,47,-8,29,1
13974,-9,5,17,-28,63,-30,40,-27
13984,1,-2,34,-45,48,-8,29,1
13994,-9,5,17,-28,64,-30,39,-27
14004,1,-2,34,-46,48,-8,29,2
14016,-9,5,17,-29,61,-26,50,-18
14024,1,-2,34,-47,47,-8,29,2
14034,-9,5,17,-28,63,-30,40,-27
14044,1,-2,34,-46,47,-8,28,2
14054,-9,5,17,-28,63,-31,40,-27
14064,1,-2,34,-46,47,-8,29,2
14074,-9,5,17,-28,64,-30,40,-27
14084,1,-2,34,-46,48,-8,29,2
14094,-9,5,17,-28,63,-30,40,-26
14104,1,-2,34,-45,48,-8,29,2
14114,-10,5,17,-28,62,-30,40,-26
14124,1,-2,34,-46,47,-8,29,2
14134,-9,5,17,-28,62,-30,40,-26
14144,1,-2,34,-46,47,-8,29,2
14154,-10,5,17,-28,64,-30,39,-27
14164,1,-2,34,-45,47,-8,29,2
14174,-10,5,17,-28,62,-30,40,-26
14184,1,-2,34,-46,47,-8,29,2
14194,-10,5,17,-28,64,-31,40,-27
14204,1,-2,34,-45,47,-8,29,2
14214,-9,5,17,-28,63,-30,40,-26
14224,1,-2,34,-46,47,-8,29,2
14234,-9,5,17,-28,64,-31,40,-27
14244,1,-2,34,-45,47,-8,29,2
14254,-10,5,17,-28,63,-30,40,-27
14264,1,-2,34,-45,47,-8,29,2
14274,-9,4,17,-28,64,-30,39,-27
14284,1,-2,34,-46,47,-8,29,2
14294,-9,5,17,-28,64,-30,40,-26
14304,1,-2,34,-46,48,-8,28,2
14314,-10,5,17,-28,64,-30,40,-27
14324,1,-2,34,-46,47,-8,29,2
14334,-10,5,17,-28,63,-30,39,-27
14344,1,-2,34,-46,48,-9,29,2
14354,-10,4,17,-28,64,-30,40,-27
14364,1,-2,35,-46,47,-8,29,2
14374,-10,5,17,-27,63,-31,40,-27
14384,1,-2,34,-46,47,-8,29,2
14394,-10,4,17,-27,63,-30,39,-27
14404,1,-2,34,-46,47,-8,29,2
14414,-10,4,17,-28,63,-30,40,-26
14424,1,-2,34,-45,48,-8,29,2
14434,-10,4,17,-27,64,-30,39,-26
14444,1,-2,34,-46,48,-8,29,2
14454,-9,5,17,-28,63,-30,40,-26
14464,1,-2,34,-47,48,-8,29,2
14474,-9,4,17,-28,63,-30,39,-26
14484,1,-2,34,-45,47,-8,29,2
14494,-10,5,17,-27,63,-30,40,-27
14504,1,-2,35,-46,48,-8,28,2
14514,-10,4,17,-28,64,-31,39,-26
14524,1,-2,34,-47,47,-8,29,2
14534,-10,5,17,-28,63,-30,40,-26
14544,1,-3,35,-45,48,-8,28,2
14554,-10,6,17,-27,64,-31,40,-26
14564,1,-2,34,-46,47,-9,29,2
14574,-10,5,17,-27,64,-31,40,-26
14584,1,-2,34,-45,47,-8,29,2
14594,-10,4,17,-28,63,-30,39,-26
14604,2,-2,34,-46,47,-8,29,2
14614,-10,5,17,-28,64,-30,39,-26
14624,1,-3,35,-46,47,-8,29,2
14634,-10,5,17,-28,64,-30,40,-27
14644,1,-2,35,-46,48,-8,29,2
14654,-10,4,17,-27,64,-30,40,-26
14664,1,-3,35,-46,48,-8,29,2
14674,-9,6,17,-28,64,-30,39,-26
14684,1,-3,35,-45,48,-8,29,2
14694,-10,5,17,-27,62,-31,40,-26
14704,1,-3,35,-45,47,-8,29,1
14714,-10,5,17,-27,63,-30,40,-26
14724,1,-2,35,-46,47,-8,28,3
14734,-10,5,17,-27,63,-30,39,-27
14744,1,-3,35,-46,48,-9,29,2
14754,-9,5,17,-27,63,-30,39,-27
14764,1,-3,35,-45,48,-8,28,2
14774,-10,5,17,-27,64,-30,39,-26
14784,1,-3,35,-46,48,-8,28,2
14794,-10,5,17,-28,63,-30,39,-27
14804,1,-3,35,-46,48,-8,28,2
14814,-10,5,17,-27,63,-30,40,-27
14824,1,-3,35,-45,47,-8,29,2
14834,-9,5,17,-28,63,-31,39,-27
14844,1,-3,35,-46,48,-8,29,2
14854,-10,5,17,-27,64,-30,40,-26
14864,2,-2,34,-46,47,-8,29,2
14874,-10,5,17,-28,63,-31,40,-27
14884,1,-2,35,-45,48,-8,28,2
14894,-10,5,17,-27,63,-30,39,-27
14904,1,-3,35,-45,47,-8,28,2
14914,-10,5,17,-27,63,-30,40,-26
14924,1,-3,35,-45,48,-8,29,2
14934,-10,5,17,-28,64,-30,39,-27
14944,1,-3,35,-45,48,-8,28,2
14954,-10,6,17,-27,64,-30,39,-27
14964,1,-3,35,-46,48,-8,28,2
14974,-10,5,17,-27,64,-30,39,-27
14984,1,-3,35,-46,47,-8,28,1
14994,-10,5,16,-26,63,-31,39,-27
15004,1,-3,35,-46,47,-8,29,1
15014,-10,5,17,-27,64,-31,39,-27
15024,1,-3,34,-46,48,-8,28,2
15034,-10,5,17,-26,64,-30,39,-27
15044,1,-3,34,-46,47,-8,28,2
15054,-10,5,17,-27,63,-30,39,-27
15064,2,-3,35,-45,47,-9,28,2
15074,-10,5,17,-27,64,-31,39,-27
15084,1,-3,34,-46,47,-8,28,2
15094,-10,5,17,-26,63,-31,39,-27
15104,2,-3,35,-46,47,-9,29,1
15114,-10,5,17,-27,63,-30,39,-27
15124,2,-4,35,-47,48,-8,28,2
15134,-10,5,16,-27,63,-30,39,-27
15144,2,-3,35,-46,48,-8,28,1
15154,-10,5,16,-27,64,-31,39,-27
15164,2,-3,35,-46,48,-8,28,2
15174,-10,5,16,-26,63,-31,39,-27
15184,2,-3,34,-46,47,-8,28,2
15194,-10,5,16,-27,64,-31,39,-27
15204,-2,-3,29,-40,48,-8,29,2
15214,-10,5,17,-27,62,-30,39,-27
15224,2,-3,34,-46,48,-8,28,3
15234,-10,5,16,-26,64,-30,39,-27
15244,1,-3,35,-46,48,-8,28,1
15254,-10,5,16,-27,64,-30,39,-27
15264,2,-2,35,-47,48,-8,28,2
15274,-10,5,17,-27,63,-30,39,-27
15284,1,-4,35,-47,47,-8,28,2
15294,-10,5,16,-26,63,-30,39,-27
15304,2,-4,35,-46,47,-8,28,2
15314,-10,5,16,-26,64,-30,39,-27
15324,2,-4,35,-47,47,-8,28,2
15334,-9,5,16,-27,63,-31,39,-27
15344,2,-4,35,-46,48,-8,28,2
15354,-11,5,16,-27,64,-31,39,-27
15364,2,-4,35,-47,48,-8,28,3
15374,-10,5,16,-26,64,-30,39,-27
15384,2,-4,35,-46,48,-9,28,2
15394,-10,5,16,-27,64,-30,39,-27
15404,2,-4,35,-47,47,-8,28,2
15414,-9,5,16,-26,63,-30,39,-27
15424,2,-3,35,-47,47,-8,28,2
15434,-10,6,15,-27,63,-30,39,-27
15444,2,-4,35,-46,48,-8,28,1
15454,-10,6,16,-28,63,-30,39,-28
15464,2,-3,35,-47,47,-8,28,2
15474,-10,5,16,-26,63,-31,39,-27
15484,2,-4,35,-47,48,-8,28,2
15494,-9,5,16,-28,63,-30,39,-27
15504,2,-4,35,-46,47,-8,28,2
15514,-10,6,16,-27,64,-31,39,-27
15524,2,-4,35,-47,47,-8,28,2
15534,-9,6,16,-27,64,-31,39,-27
15544,2,-4,35,-46,47,-8,28,3
15554,-10,6,16,-28,63,-31,39,-27
15564,2,-4,35,-47,48,-8,28,2
15574,-9,6,16,-26,64,-30,39,-28
15584,2,-4,35,-47,48,-8,28,2
15594,-10,6,16,-27,64,-30,39,-27
15604,2,-3,34,-47,47,-9,29,2
15614,-10,6,16,-27,64,-31,39,-27
15624,2,-4,35,-47,48,-8,28,2
15634,-10,6,16,-27,64,-31,39,-27
15644,2,-4,36,-48,47,-8,28,2
15654,-9,6,16,-26,63,-31,39,-27
15664,2,-4,36,-47,47,-8,28,3
15674,-9,6,16,-27,64,-30,39,-27
15684,2,-3,35,-48,48,-8,28,2
15694,-9,6,16,-26,63,-30,39,-27
15704,2,-4,35,-47,48,-8,28,2
15714,-9,6,16,-26,64,-30,39,-27
15724,2,-4,36,-47,48,-8,28,2
15734,-9,6,16,-27,64,-31,39,-27
15744,2,-4,36,-47,48,-8,28,2
15754,-10,6,16,-26,64,-31,39,-27
15764,2,-4,36,-47,48,-8,28,2
15774,-10,6,16,-27,63,-31,39,-27
15784,2,-4,35,-47,48,-8,28,2
15794,-9,6,16,-27,64,-32,39,-27
15804,2,-4,36,-47,48,-8,28,2
15814,-10,6,16,-26,63,-31,39,-27
15824,2,-4,35,-47,48,-8,28,2
15834,-9,6,16,-27,64,-31,39,-27
15844,3,-5,36,-48,47,-8,29,2
15854,-10,6,16,-27,63,-30,39,-27
15864,2,-4,35,-48,48,-8,28,2
15874,-10,6,16,-26,63,-32,39,-27
15884,2,-5,35,-48,47,-8,28,2
15894,-10,6,16,-26,63,-30,39,-27
15904,1,-5,35,-47,48,-8,28,2
15914,-10,6,15,-27,64,-30,39,-27
15924,2,-5,36,-46,48,-8,29,2
15934,-10,7,16,-25,64,-30,39,-27
15944,1,-4,35,-47,48,-8,28,2
15954,-10,6,16,-26,64,-31,39,-27
15964,2,-5,35,-47,48,-8,28,2
15974,-10,7,16,-26,64,-32,39,-27
15984,2,-5,35,-46,47,-8,29,2
15994,-10,7,15,-26,63,-32,39,-27
16004,3,-5,35,-48,48,-8,28,2
16017,-10,6,15,-26,68,-19,24,-24
16024,2,-4,35,-48,48,-9,28,2
16034,-9,7,15,-26,64,-32,39,-27
16044,2,-5,35,-47,48,-8,29,2
16054,-10,7,15,-26,63,-30,39,-27
16064,2,-5,35,-47,47,-8,28,2
16074,-10,7,15,-26,64,-31,39,-27
16084,2,-5,35,-48,48,-8,28,1
16094,-10,7,15,-25,63,-30,39,-27
16104,3,-5,35,-47,48,-8,28,2
16114,-10,7,15,-26,63,-32,39,-27
16124,2,-5,35,-48,48,-8,28,2
16134,-10,7,15,-26,64,-31,39,-27
16144,3,-5,35,-47,47,-8,28,2
16154,-9,7,15,-26,64,-31,39,-27
16164,2,-5,35,-48,48,-8,28,2
16174,-10,7,15,-25,64,-31,39,-27
16184,2,-5,35,-47,48,-8,28,2
16194,-10,7,15,-26,63,-31,39,-27
16204,2,-5,35,-48,48,-8,28,2
16214,-10,7,15,-25,64,-31,39,-27
16224,2,-5,35,-48,48,-7,28,2
16234,-10,7,15,-26,63,-31,39,-27
16244,2,-5,35,-47,48,-8,28,1
16254,-10,7,15,-26,63,-31,39,-27
16264,2,-5,35,-48,48,-7,28,2
16274,-10,7,15,-26,63,-31,39,-27
16284,3,-5,34,-48,48,-8,29,1
16294,-10,7,15,-25,64,-32,39,-27
16304,1,-6,36,-48,47,-8,28,1
16314,-10,7,15,-25,64,-32,39,-27
16324,2,-7,36,-47,48,-8,28,2
16334,-10,7,15,-26,64,-31,39,-27
16344,2,-6,36,-48,47,-9,28,1
16354,-10,8,15,-25,63,-31,39,-27
16364,3,-6,37,-48,48,-8,28,2
16374,-10,7,15,-25,63,-31,39,-27
16384,2,-6,36,-48,48,-8,28,2
16394,-10,8,15,-26,64,-31,39,-26
16404,2,-7,36,-48,48,-7,28,2
16414,-10,7,14,-25,64,-31,39,-26
16424,2,-6,36,-48,48,-7,28,2
16434,-10,8,15,-26,64,-32,39,-27
16444,2,-7,36,-48,48,-7,28,1
16454,-10,8,15,-25,63,-31,39,-27
16464,2,-6,35,-49,47,-8,28,1
16474,-10,8,15,-25,63,-32,39,-27
16484,3,-7,36,-48,47,-7,29,1
16494,-11,7,14,-26,63,-31,39,-27
16504,3,-8,36,-48,47,-7,29,2
16514,-12,7,13,-25,65,-31,40,-26
16524,3,-9,36,-48,48,-8,28,2
16534,-12,8,13,-25,64,-31,40,-27
16544,3,-9,36,-49,47,-7,28,2
16554,-12,8,13,-25,64,-31,40,-27
16564,3,-10,37,-49,47,-8,28,2
16574,-12,8,13,-26,64,-31,40,-27
16584,4,-9,36,-49,46,-7,28,2
16594,-11,8,13,-26,64,-31,39,-26
16604,4,-10,37,-47,47,-7,28,2
16614,-11,8,13,-26,65,-32,39,-26
16624,4,-10,37,-48,47,-7,28,2
16634,-11,8,13,-26,64,-31,40,-27
16644,4,-10,37,-47,47,-7,28,2
16654,-11,8,13,-26,65,-32,40,-27
16664,4,-10,37,-48,46,-8,28,1
16674,-11,8,12,-25,65,-31,39,-27
16684,4,-11,38,-48,46,-7,28,2
16694,-11,8,13,-26,64,-31,39,-27
16704,4,-11,37,-49,47,-8,28,1
16714,-11,8,13,-26,64,-32,40,-27
16724,5,-11,38,-48,47,-7,28,2
16734,-12,9,13,-25,64,-32,40,-27
16744,4,-11,37,-49,47,-7,28,1
16754,-11,8,12,-25,64,-33,40,-27
16764,4,-11,37,-49,46,-7,28,1
16774,-12,9,12,-25,64,-32,39,-27
16784,4,-11,37,-49,47,-7,28,1
16794,-12,9,12,-25,64,-33,39,-27
16804,5,-12,38,-49,46,-7,28,2
16814,-12,9,12,-25,65,-32,39,-27
16824,4,-10,36,-48,47,-7,28,2
16834,-12,9,12,-25,65,-32,40,-27
16844,4,-12,38,-48,46,-8,28,2
16854,-12,9,12,-25,65,-32,40,-27
16864,4,-11,37,-48,47,-7,28,1
16874,-12,9,12,-25,64,-32,40,-27
16884,5,-12,38,-48,46,-8,28,1
16894,-12,9,12,-24,64,-32,41,-27
16904,4,-13,38,-49,47,-7,28,2
16914,-12,9,12,-25,64,-32,39,-26
16924,4,-12,38,-49,46,-7,28,2
16934,-12,9,12,-25,64,-33,40,-27
16944,4,-12,38,-49,46,-7,28,1
16954,-12,9,12,-25,64,-32,39,-26
16964,5,-12,38,-48,46,-7,28,1
16974,-12,9,12,-24,65,-32,39,-26
16984,4,-13,38,-49,47,-8,28,2
16994,-12,9,12,-25,64,-32,39,-27
17004,4,-12,38,-49,47,-7,28,2
17014,-12,9,12,-24,65,-32,40,-26
17024,4,-12,38,-49,46,-8,28,2
17034,-11,9,12,-25,64,-32,40,-26
17044,4,-12,38,-48,47,-7,28,2
17054,-11,9,12,-24,64,-32,40,-27
17064,4,-12,38,-48,47,-7,28,1
17074,-12,9,12,-24,64,-33,39,-27
17084,5,-12,38,-49,46,-7,28,2
17094,-12,9,12,-26,64,-32,40,-27
17104,5,-12,38,-49,46,-7,28,1
17114,-12,9,12,-25,64,-33,39,-26
17124,4,-12,38,-48,46,-7,28,1
17134,-12,9,12,-24,65,-32,40,-26
17144,4,-13,38,-50,47,-7,28,1
17154,-12,9,12,-24,64,-32,39,-26
17164,4,-12,38,-48,47,-8,28,2
17174,-12,9,12,-25,64,-32,40,-26
17184,4,-13,38,-49,46,-7,28,1
17194,-12,9,12,-24,64,-32,40,-26
17204,-2,-3,29,-40,48,-8,29,2
17214,-12,9,12,-25,64,-32,39,-26
17224,4,-13,38,-48,46,-7,28,1
17234,-12,9,12,-25,64,-32,40,-26
17244,4,-13,38,-49,46,-7,28,2
17254,-12,10,12,-24,65,-33,40,-26
17264,4,-13,38,-49,47,-7,28,1
17274,-12,9,12,-25,65,-32,40,-26
17284,4,-13,38,-48,46,-7,28,1
17294,-12,9,12,-25,65,-32,40,-26
17304,4,-13,38,-49,47,-8,28,1
17314,-12,10,12,-25,65,-32,40,-26
17324,4,-13,38,-49,46,-7,28,1
17334,-13,10,12,-25,65,-32,40,-26
17344,4,-13,38,-49,46,-8,28,1
17354,-13,10,12,-25,65,-32,40,-26
17364,4,-13,38,-48,47,-7,28,1
17374,-13,9,12,-25,64,-32,39,-26
17384,4,-13,38,-49,46,-7,28,1
17394,-13,10,12,-25,64,-33,40,-26
17404,4,-13,38,-48,47,-7,28,1
17414,-13,10,12,-25,64,-32,40,-26
17424,4,-13,38,-48,46,-6,28,1
17434,-13,9,12,-24,64,-33,40,-26
17444,4,-13,38,-49,46,-7,28,1
17454,-13,10,12,-24,65,-32,40,-26
17464,4,-13,38,-49,46,-7,28,2
17474,-13,10,12,-24,65,-32,40,-26
17484,4,-13,38,-48,47,-8,28,1
17494,-12,9,12,-25,63,-32,40,-26
17504,4,-13,38,-49,46,-7,28,1
17514,-13,10,12,-25,64,-32,39,-26
17524,4,-13,38,-49,46,-7,28,1
17534,-13,9,12,-25,64,-32,39,-26
17544,4,-13,38,-49,47,-7,28,1
17554,-13,10,12,-25,64,-32,39,-26
17564,4,-13,38,-48,47,-7,28,1
17574,-13,10,12,-25,65,-33,40,-26
17584,4,-13,38,-48,47,-6,28,1
17594,-13,10,12,-25,64,-32,40,-26
17604,4,-13,38,-49,47,-6,28,1
17614,-12,10,12,-24,65,-32,40,-26
17624,4,-14,38,-49,46,-8,28,1
17634,-13,9,12,-24,65,-32,40,-26
17644,4,-13,38,-49,47,-7,28,1
17654,-12,10,12,-25,64,-32,39,-26
17664,4,-13,38,-48,47,-8,28,1
17674,-13,10,12,-24,64,-32,39,-26
17684,4,-13,38,-49,47,-6,28,1
17694,-12,10,12,-25,64,-32,40,-26
17704,4,-13,38,-48,47,-7,28,2
17714,-12,10,12,-25,64,-33,40,-26
17724,4,-13,38,-49,46,-7,28,1
17734,-12,10,12,-24,64,-32,40,-26
17744,4,-14,38,-49,46,-7,28,1
17754,-12,10,12,-25,64,-33,39,-26
17764,4,-14,38,-48,46,-7,28,1
17774,-12,10,12,-24,63,-32,40,-26
17784,4,-14,38,-49,46,-6,28,1
17794,-12,10,12,-24,64,-32,40,-26
17804,4,-13,38,-49,47,-7,28,1
17814,-12,10,12,-25,64,-32,39,-26
17824,4,-13,38,-48,47,-7,28,1
17834,-12,10,12,-24,65,-32,39,-26
17844,5,-13,38,-48,47,-8,28,1
17854,-12,10,12,-25,65,-32,39,-26
17864,4,-14,38,-48,47,-7,28,1
17874,-12,10,12,-25,65,-32,39,-26
17884,4,-13,38,-48,46,-7,28,1
17894,-12,10,12,-25,65,-33,39,-26
17904,4,-14,38,-48,48,-7,28,1
17914,-12,9,12,-24,64,-32,39,-26
17924,4,-14,38,-49,47,-7,28,1
17934,-12,9,12,-24,63,-32,39,-27
17944,4,-14,38,-48,47,-8,28,1
17954,-13,9,12,-25,64,-32,40,-26
17964,4,-14,38,-48,46,-7,28,1
17974,-12,9,12,-24,64,-32,40,-26
17984,4,-14,38,-49,47,-8,28,1
17994,-13,10,12,-24,64,-32,39,-26
18004,4,-13,38,-49,47,-7,28,1
18018,-13,9,12,-24,59,-15,41,-18
18024,4,-14,38,-48,46,-6,28,1
18034,-12,10,12,-25,64,-33,40,-26
18044,4,-14,38,-49,47,-7,28,1
18054,-13,9,12,-25,64,-32,39,-26
18064,4,-14,38,-49,46,-7,28,1
18074,-13,9,12,-24,64,-33,40,-26
18084,5,-14,38,-49,46,-7,28,1
18094,-13,9,12,-24,64,-32,39,-25
18104,5,-14,38,-49,46,-6,28,1
18114,-13,9,12,-25,64,-32,40,-26
18124,5,-14,38,-50,46,-8,28,1
18134,-13,9,11,-25,65,-32,39,-26
18144,5,-14,38,-48,47,-7,28,1
18154,-13,9,11,-24,64,-32,39,-26
18164,5,-14,38,-48,47,-8,28,1
18174,-12,9,11,-24,63,-33,39,-26
18184,5,-14,38,-49,46,-7,28,1
18194,-13,9,12,-25,64,-32,40,-27
18204,4,-14,38,-48,46,-7,28,1
18214,-13,10,11,-25,64,-33,40,-26
18224,5,-14,38,-49,46,-7,28,1
18234,-13,10,12,-25,64,-32,39,-26
18244,5,-14,38,-48,47,-7,28,1
18254,-12,9,11,-25,64,-32,40,-26
18264,5,-14,38,-49,47,-8,28,1
18274,-12,8,11,-24,64,-32,40,-26
18284,5,-14,38,-49,46,-7,28,1
18294,-13,10,11,-25,64,-32,40,-26
18304,5,-14,38,-49,46,-8,28,1
18314,-12,10,11,-25,63,-32,40,-26
18324,5,-14,37,-49,47,-7,28,1
18334,-13,9,11,-25,65,-32,40,-26
18344,5,-14,38,-50,46,-7,28,1
18354,-13,11,11,-24,65,-33,40,-25
18364,5,-14,38,-49,47,-7,28,1
18374,-13,10,11,-24,65,-32,40,-26
18384,5,-15,39,-50,47,-7,28,1
18394,-13,10,11,-24,65,-33,40,-26
18404,5,-14,37,-49,46,-7,28,1
18414,-13,10,11,-25,64,-29,40,-26
18424,5,-14,38,-49,46,-7,28,1
18434,-12,10,11,-24,65,-32,40,-26
18444,5,-14,38,-49,47,-8,28,1
18454,-12,10,11,-24,64,-32,40,-26
18464,5,-14,38,-48,46,-7,28,1
18474,-12,10,11,-25,65,-32,40,-26
18484,5,-15,38,-49,46,-8,28,1
18494,-12,10,11,-24,64,-32,40,-26
18504,5,-14,38,-49,46,-7,28,1
18514,-12,10,11,-25,64,-32,40,-26
18524,5,-14,38,-49,46,-7,28,1
18534,-12,10,11,-25,65,-33,40,-26
18544,5,-15,39,-49,47,-7,27,1
18554,-12,10,11,-24,64,-32,40,-26
18564,5,-14,38,-49,46,-7,27,1
18574,-12,10,11,-24,64,-32,40,-26
18584,5,-15,38,-49,46,-8,28,1
18594,-13,10,11,-24,63,-33,40,-26
18604,5,-15,39,-49,47,-7,27,1
18614,-12,10,12,-25,64,-32,40,-26
18624,5,-15,39,-49,46,-7,28,2
18634,-13,10,11,-24,64,-32,40,-26
18644,5,-15,38,-49,47,-7,28,1
18654,-12,10,11,-24,65,-32,40,-26
