time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
4285,1,0,-1,1,-1,1,-1,1
4294,1,0,-1,1,-1,1,-1,1
4305,1,0,-1,1,-1,1,-1,1
4314,1,0,-1,1,-1,1,-1,1
4325,1,0,-1,1,-1,1,-1,1
4334,1,0,-1,1,-1,1,-1,1
4345,1,0,-1,1,-1,1,-1,1
4354,1,0,-1,1,-1,1,-1,1
4365,1,0,-1,1,-1,1,-1,1
4374,1,0,-1,1,-1,1,-1,1
4385,1,0,-1,1,-1,1,-1,1
4394,1,0,-1,1,-1,1,-1,1
4405,1,0,-1,1,-1,1,-1,1
4414,1,0,-1,1,-1,1,-1,1
4425,1,0,-1,1,-1,1,-1,1
4434,1,0,-1,1,-1,1,-1,1
4445,1,0,-1,1,-1,1,-1,1
4454,1,0,-1,1,-1,1,-1,1
4465,1,0,-1,1,-1,1,-1,1
4474,1,0,-1,1,-1,1,-1,1
4485,1,0,-1,1,-1,1,-1,1
4494,1,0,-1,1,-1,1,-1,1
4505,1,0,-1,1,-1,1,-1,1
4515,1,0,-1,1,-1,1,-1,1
4525,1,0,-1,1,-1,1,-1,1
4535,1,0,-1,1,-1,1,-1,1
4545,1,0,-1,1,-1,1,-1,1
4555,1,0,-1,1,-1,1,-1,1
4565,1,0,-1,1,-1,1,-1,1
4575,1,0,-1,1,-1,1,-1,1
4585,1,0,-1,1,-1,1,-1,1
4595,1,0,-1,1,-1,1,-1,1
4605,1,0,-1,1,-1,1,-1,1
4615,1,0,-1,1,-1,1,-1,1
4625,1,0,-1,1,-1,1,-1,1
4635,1,0,-1,1,-1,1,-1,1
4645,1,0,-1,1,-1,1,-1,1
4655,1,0,-1,1,-1,1,-1,1
4665,1,0,-1,1,-1,1,-1,1
4675,1,0,-1,1,-1,1,-1,1
4685,1,0,-1,1,-1,1,-1,1
4695,1,0,-1,1,-1,1,-1,1
4705,1,0,-1,1,-1,1,-1,1
4715,1,0,-1,1,-1,1,-1,1
4725,1,0,-1,1,-1,1,-1,1
4735,1,0,-1,1,-1,1,-1,1
4745,1,0,-1,1,-1,1,-1,1
4755,1,0,-1,1,-1,1,-1,1
4765,1,0,-1,1,-1,1,-1,1
4775,1,0,-1,1,-1,1,-1,1
4785,1,0,-1,1,-1,1,-1,1
4795,1,0,-1,1,-1,1,-1,1
4805,1,0,-1,1,-1,1,-1,1
4815,1,0,-1,1,-1,1,-1,1
4825,1,0,-1,1,0,1,-1,1
4834,1,0,-1,0,0,0,0,1
4845,1,0,0,0,0,0,0,1
4855,1,0,0,0,0,0,0,1
4865,1,0,0,0,0,0,0,1
4875,1,0,0,0,0,0,0,1
4885,1,0,0,0,0,0,0,0
4895,1,0,0,0,0,0,0,0
4905,1,0,0,0,0,0,0,0
4915,1,0,0,0,0,0,0,0
4925,1,0,0,0,0,0,0,0
4935,1,0,0,0,0,0,0,0
4945,1,0,0,0,0,0,0,0
4955,1,0,0,0,0,0,0,0
4965,1,0,0,0,0,0,0,0
4975,1,0,0,0,0,0,0,0
4985,1,0,0,0,0,0,0,0
4995,1,0,0,0,0,0,0,0
5005,1,0,0,0,0,0,0,0
5015,0,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,0,0
5034,0,0,0,0,0,0,0,0
5045,0,0,0,0,0,0,0,0
5055,0,0,0,0,0,0,0,0
5065,0,0,0,0,0,0,0,0
5074,0,0,0,0,0,0,0,0
5085,0,0,0,0,0,0,0,0
5095,0,0,0,0,0,0,0,0
5105,0,0,0,0,0,0,0,0
5114,0,0,0,0,0,0,0,0
5125,0,0,0,0,0,0,0,0
5135,0,0,0,0,0,0,0,0
5145,0,0,0,0,0,0,0,0
5154,0,0,0,0,0,0,0,0
5165,0,0,0,0,0,0,0,0
5174,0,0,0,0,0,0,0,0
5185,0,0,0,0,0,0,0,0
5194,0,0,0,0,0,0,0,0
5205,0,0,0,0,0,0,0,0
5215,0,0,0,0,0,0,0,0
5225,0,0,0,0,0,0,0,0
5235,0,0,0,0,0,0,0,0
5245,0,0,0,0,0,0,0,0
5254,0,0,0,0,0,0,0,0
5265,0,0,0,0,0,0,0,0
5274,0,0,0,0,0,0,0,0
5285,0,0,0,0,0,0,0,0
5294,0,0,0,0,0,0,0,0
5305,0,0,0,0,0,0,0,0
5314,0,0,0,0,0,0,0,0
5325,0,0,0,0,0,0,0,0
5334,0,0,0,0,0,0,0,0
5345,0,0,0,0,0,0,0,0
5354,0,0,0,0,0,0,0,0
5365,0,0,0,0,0,0,0,0
5374,0,0,0,0,0,0,0,0
5385,0,0,0,0,0,0,0,0
5394,0,0,0,0,0,0,0,0
5405,0,0,0,0,0,0,0,0
5414,0,0,0,0,0,0,0,0
5425,0,0,0,0,0,0,0,0
5434,0,0,0,0,0,0,0,0
5445,0,0,0,0,0,0,0,0
5454,0,0,0,0,0,0,0,0
5465,0,0,0,0,0,0,0,0
5474,0,0,0,0,0,0,0,0
5485,0,0,0,0,0,0,0,0
5494,0,0,0,0,0,0,0,0
5505,0,0,0,0,0,0,0,0
5514,0,0,0,0,0,0,0,0
5525,0,0,0,0,0,0,0,0
5534,0,0,0,0,0,0,0,0
5545,0,0,0,0,0,0,0,0
5554,0,0,0,0,0,0,0,0
5565,0,0,0,0,0,0,0,0
5574,0,0,0,0,0,0,0,0
5585,0,0,0,0,0,0,0,0
5594,0,0,0,0,0,0,0,0
5605,0,0,0,0,0,0,0,0
5614,0,0,0,0,0,0,0,0
5625,0,0,0,0,0,0,0,0
5634,0,0,0,0,0,0,0,0
5645,0,0,0,0,0,0,0,0
5654,0,0,0,0,0,0,0,0
5665,0,0,0,0,0,0,0,0
5674,0,0,0,0,0,0,0,0
5685,0,0,0,0,0,0,0,0
5694,0,0,0,0,0,0,0,0
5705,0,0,0,0,0,0,0,0
5714,0,0,0,0,0,0,0,0
5725,0,0,0,0,0,0,0,0
5734,0,0,0,0,0,0,0,0
5745,0,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,0
5765,0,0,0,0,0,0,0,0
5774,0,0,0,0,0,0,0,0
5785,0,0,0,0,0,0,0,0
5798,0,0,0,0,0,0,0,0
5805,0,0,0,0,0,0,0,0
5814,0,0,0,0,0,0,0,0
5825,0,0,0,0,0,0,0,0
5834,0,0,0,0,0,0,0,0
5845,0,0,0,0,0,0,0,0
5854,0,0,0,0,0,0,0,0
5865,0,0,0,0,0,0,0,0
5874,0,0,0,0,0,0,0,0
5885,0,0,0,0,0,0,0,0
5894,0,0,0,0,1,0,0,0
5905,0,0,0,0,1,0,0,0
5914,0,0,0,0,1,0,0,0
5925,0,0,0,0,1,0,0,0
5934,0,0,0,0,1,0,0,0
5945,0,0,0,0,1,0,0,0
5954,0,0,0,0,1,0,0,0
5965,0,0,0,0,1,0,0,0
5974,0,0,0,0,1,0,0,0
5985,0,0,0,0,1,0,0,0
5994,0,0,0,0,1,0,0,0
6005,0,0,0,0,1,0,0,0
6014,0,0,0,0,1,0,0,0
6025,0,0,0,0,1,0,0,0
6034,0,0,0,0,1,0,0,0
6045,0,0,0,0,1,0,0,0
6054,0,0,0,0,1,0,0,0
6065,0,0,0,0,1,0,0,0
6074,0,0,0,0,1,0,0,0
6085,0,0,0,0,1,0,0,0
6094,0,0,0,0,1,0,0,0
6105,0,0,0,0,1,0,0,0
6114,0,0,0,0,1,0,0,0
6125,0,0,0,0,1,0,0,0
6134,0,0,0,0,1,0,0,0
6145,0,0,0,0,1,0,0,0
6154,0,0,0,0,1,0,0,0
6165,0,0,0,0,1,0,0,0
6174,0,0,0,0,1,0,0,0
6185,0,0,0,0,1,0,0,0
6194,0,0,0,0,1,0,0,0
6205,0,0,0,0,1,0,0,0
6214,0,0,0,0,1,0,0,0
6225,0,0,0,0,1,0,0,0
6234,0,0,0,0,1,0,0,0
6245,0,0,0,0,1,0,0,0
6254,0,0,0,0,1,0,0,0
6265,0,0,0,0,1,0,0,0
6274,0,0,0,0,1,0,0,0
6285,0,0,0,0,1,0,0,0
6294,0,0,0,0,1,0,0,0
6305,0,0,0,0,1,0,0,0
6314,0,0,0,0,1,0,0,0
6325,0,0,0,0,1,0,0,0
6334,0,0,0,0,1,0,0,0
6345,0,0,0,0,1,0,0,0
6354,0,0,0,0,1,0,0,0
6365,0,0,0,0,1,0,0,0
6374,0,0,0,0,1,0,0,0
6385,0,0,0,0,1,0,0,0
6394,0,0,0,0,1,0,0,0
6405,0,0,0,0,1,0,0,0
6414,0,0,0,0,1,0,0,0
6425,0,0,0,0,1,0,0,0
6434,0,0,0,0,1,0,0,0
6445,0,0,0,0,1,0,0,0
6454,0,0,0,0,1,0,0,0
6465,0,0,0,0,1,0,0,0
6474,0,0,0,0,1,0,0,0
6485,0,0,0,0,1,0,0,0
6495,0,0,0,0,1,0,0,0
6505,0,0,0,0,1,0,0,0
6515,0,0,0,0,1,0,0,0
6525,0,0,0,0,1,0,0,0
6535,0,0,0,0,1,0,0,0
6545,0,0,0,0,1,0,0,0
6554,0,0,0,0,1,0,0,0
6565,0,0,0,0,1,0,0,0
6574,0,0,0,0,1,0,0,0
6585,0,0,0,0,1,0,0,0
6594,0,0,0,0,1,0,0,0
6605,0,0,0,0,1,0,0,0
6614,0,0,0,0,1,0,0,0
6625,0,0,0,0,1,0,0,0
6634,0,0,0,0,1,0,0,0
6645,0,0,0,0,1,0,0,0
6654,0,0,0,0,1,0,0,0
6665,0,0,0,0,1,0,0,0
6674,0,0,0,0,1,0,0,0
6685,0,0,0,0,1,0,0,0
6694,0,0,0,0,1,0,0,0
6705,0,0,0,0,1,0,0,0
6714,0,0,0,0,1,0,0,0
6725,0,0,0,0,1,0,0,0
6734,0,0,0,0,1,0,0,0
6745,0,0,0,0,1,0,0,0
6754,0,0,0,0,1,0,0,0
6765,0,0,0,0,1,0,0,0
6774,0,0,0,0,1,0,0,0
6785,0,0,0,0,1,0,0,0
6794,0,0,0,0,1,0,0,0
6805,0,0,0,0,1,0,0,0
6814,0,0,0,0,1,0,0,0
6825,0,0,0,0,1,0,0,0
6834,0,0,0,0,1,0,0,0
6845,0,0,0,0,1,0,0,0
6854,0,0,0,0,1,0,0,0
6865,0,0,0,0,1,0,0,0
6874,0,0,0,0,1,0,0,0
6885,0,0,0,0,1,0,0,0
6894,0,0,0,0,1,0,0,0
6905,0,0,0,0,1,0,0,0
6914,0,0,0,0,1,0,0,0
6925,0,0,0,0,1,0,0,0
6934,0,0,0,0,1,0,0,0
6945,0,0,0,0,1,0,0,0
6954,0,0,0,0,1,0,0,0
6965,0,0,0,0,1,0,0,0
6974,0,0,0,0,1,0,0,0
6985,0,0,0,0,1,0,0,0
6994,0,0,0,0,1,0,0,0
7005,0,0,0,0,1,0,0,0
7014,0,0,0,0,1,0,0,0
7025,0,0,0,0,1,0,0,0
7034,0,0,0,0,1,0,0,0
7045,0,0,0,0,1,0,0,0
7054,0,0,0,0,1,0,0,0
7065,0,0,0,0,1,0,0,0
7074,0,0,0,0,1,0,0,0
7085,0,0,0,0,1,0,0,0
7094,0,0,0,0,1,0,0,0
7105,0,0,0,0,1,0,0,0
7114,0,0,0,0,1,0,0,0
7125,0,0,0,0,1,0,0,0
7134,0,0,0,0,1,0,0,0
7145,0,0,0,0,1,0,0,0
7154,0,0,0,0,1,0,0,0
7165,0,0,0,0,1,0,0,0
7174,0,0,0,0,1,0,0,0
7185,0,0,0,0,1,0,0,0
7194,0,0,0,0,1,0,0,0
7205,0,0,0,0,1,0,0,0
7214,0,0,0,0,1,0,0,0
7225,0,0,0,0,1,0,0,0
7234,0,0,0,0,1,0,0,0
7245,0,0,0,0,1,0,0,0
7254,0,0,0,0,1,0,0,0
7265,0,0,0,0,1,0,0,0
7274,0,0,0,0,1,0,0,0
7285,0,0,0,0,1,0,0,0
7294,0,0,0,0,1,0,0,0
7305,0,0,0,0,1,0,0,0
7314,0,0,0,0,1,0,0,0
7325,0,0,0,0,1,0,0,0
7334,0,0,0,0,1,0,0,0
7345,0,0,0,0,1,0,0,0
7354,0,0,0,0,1,0,0,0
7365,0,0,0,0,1,0,0,0
7374,0,0,0,0,1,0,0,0
7385,0,0,0,0,1,0,0,0
7394,0,0,0,0,1,0,0,0
7405,0,0,0,0,1,0,0,0
7414,0,0,0,0,1,0,0,0
7425,0,0,0,0,1,0,0,0
7434,0,0,0,0,1,0,0,0
7445,0,0,0,0,1,0,0,0
7454,0,0,0,0,1,0,0,0
7465,0,0,0,0,1,0,0,0
7474,0,0,0,0,1,0,0,0
7485,0,0,0,0,1,0,0,0
7494,0,0,0,0,1,0,0,0
7505,0,0,0,0,1,0,0,0
7514,0,0,0,0,1,0,0,0
7525,0,0,0,0,1,0,0,0
7534,0,0,0,0,1,0,0,0
7545,0,0,0,0,1,0,0,0
7554,0,0,0,0,1,0,0,0
7565,0,0,0,0,1,0,0,0
7574,0,0,0,0,1,0,0,0
7585,0,0,0,0,1,0,0,0
7594,0,0,0,0,1,0,0,0
7605,0,0,0,0,1,0,0,0
7614,0,0,0,0,1,0,0,0
7625,0,0,0,0,1,0,0,0
7634,0,0,0,0,1,0,0,0
7645,0,0,0,0,1,0,0,0
7654,0,0,0,0,1,0,0,0
7665,0,0,0,0,1,0,0,0
7674,0,0,0,0,1,0,0,0
7685,0,0,0,0,1,0,0,0
7694,0,0,0,0,1,0,0,0
7705,0,0,0,0,1,0,0,0
7714,0,0,0,0,1,0,0,0
7725,0,0,0,0,1,0,0,0
7734,0,0,0,0,1,0,0,0
7745,0,0,0,0,1,0,0,0
7754,0,0,0,0,1,0,0,0
7765,0,0,0,0,1,0,0,0
7774,0,0,0,0,1,0,0,0
7785,0,0,0,0,1,0,0,0
7799,0,0,0,0,1,0,0,0
7804,0,0,0,0,1,0,0,0
7814,0,0,0,0,1,0,0,0
7824,0,0,0,0,1,0,0,0
7834,0,0,0,0,1,0,0,0
7844,0,0,0,0,1,0,0,0
7854,0,0,0,0,1,0,0,0
7864,0,0,0,0,1,0,0,0
7874,0,0,0,0,1,0,0,0
7884,0,0,0,0,1,0,0,0
7894,0,0,0,0,1,0,0,0
7904,0,0,0,0,1,0,0,0
7914,0,0,0,0,1,0,0,0
7924,0,0,0,0,1,0,0,0
7934,0,0,0,0,1,0,0,0
7944,0,0,0,0,1,0,0,0
7954,0,0,0,0,1,0,0,0
7964,0,0,0,0,1,0,0,0
7974,0,0,0,0,1,0,0,0
7984,0,0,0,0,1,0,0,0
7994,0,0,0,0,1,0,0,0
8004,0,0,0,0,1,0,0,0
8014,0,0,0,0,1,0,0,0
8024,0,0,0,0,1,0,0,0
8034,0,0,0,0,1,0,0,0
8044,0,0,0,0,1,0,0,0
8054,0,0,0,0,1,0,0,0
8064,0,0,0,0,1,0,0,0
8074,0,0,0,0,1,0,0,0
8084,0,0,0,0,1,0,0,0
8094,0,0,0,0,1,0,0,0
8104,0,0,0,0,1,0,0,0
8114,0,0,0,0,1,0,0,0
8124,0,0,0,0,1,0,0,0
8134,0,0,0,0,1,0,0,0
8144,0,0,0,0,1,0,0,0
8154,0,0,0,0,1,0,0,0
8164,0,0,0,0,1,0,0,0
8174,0,0,0,0,1,0,0,0
8184,0,0,0,0,1,0,0,0
8194,0,0,0,0,1,0,0,0
8204,0,0,0,0,1,0,0,0
8214,0,0,0,0,1,0,0,0
8224,0,0,0,0,1,0,0,0
8234,0,0,0,0,1,0,0,0
8244,0,0,0,0,0,0,0,0
8254,0,0,0,0,0,0,0,0
8264,0,0,0,0,0,0,0,0
8274,0,0,0,0,0,0,0,0
8284,0,0,0,0,0,0,0,0
8294,0,0,0,0,0,0,0,0
8304,0,0,0,0,0,0,0,0
8314,0,0,0,0,0,0,0,0
8324,0,0,0,0,0,0,0,0
8334,0,0,0,0,0,0,0,0
8344,0,0,0,0,0,0,0,0
8354,0,0,0,0,0,0,0,0
8364,0,0,0,0,0,0,0,0
8374,0,0,0,0,0,0,0,0
8384,0,0,0,0,0,0,0,0
8394,0,0,0,0,0,0,0,0
8404,0,0,0,0,0,0,0,0
8414,0,0,0,0,0,0,0,0
8424,0,0,0,0,0,-1,0,0
8434,0,0,0,0,0,-1,0,0
8444,0,0,0,0,0,-1,0,0
8454,0,0,0,0,0,-1,0,0
8464,0,0,0,0,0,-1,0,0
8474,0,0,0,0,0,-1,0,0
8484,0,0,0,0,0,-1,0,0
8494,0,0,0,0,0,-1,0,0
8504,0,0,0,0,0,-1,0,0
8514,0,0,0,0,0,-1,0,0
8524,0,0,0,0,0,-1,0,0
8534,0,0,0,0,0,-1,0,0
8544,0,0,0,0,0,-1,0,0
8554,0,0,0,0,0,-1,0,0
8564,0,0,0,0,0,-1,0,0
8574,0,0,0,0,0,-1,0,0
8584,0,0,0,0,0,-1,0,0
8594,0,0,0,0,0,-1,0,0
8604,0,0,0,0,0,-1,0,0
8614,0,0,0,0,0,-1,0,0
8624,0,0,0,0,0,-1,0,0
8634,0,0,0,0,0,-1,0,0
8644,0,0,0,0,0,-1,0,0
8654,0,0,0,0,0,-1,0,0
8664,0,0,0,0,0,-1,0,0
8674,0,0,0,0,0,-1,0,0
8684,0,0,0,0,0,-1,0,0
8694,0,0,0,0,0,-1,0,0
8704,0,0,0,0,0,-1,0,0
8714,0,0,0,0,0,-1,0,0
8724,0,0,0,0,0,-1,0,0
8734,0,0,0,0,0,-1,0,0
8744,0,0,0,0,0,-1,0,0
8754,0,0,0,0,0,-1,0,0
8764,0,0,0,0,0,-1,0,0
8774,0,0,0,0,0,-1,0,0
8784,0,0,0,0,0,-1,0,0
8794,0,0,0,0,0,-1,0,0
8804,0,0,0,0,0,-1,0,0
8814,0,0,0,0,0,-1,0,0
8824,0,0,0,0,0,-1,0,0
8834,0,0,0,0,0,-1,0,0
8844,0,0,0,0,0,-1,0,0
8854,0,0,0,0,0,-1,0,0
8864,0,0,0,0,0,-1,0,0
8874,0,0,0,0,0,-1,0,0
8884,0,0,0,0,0,-1,0,0
8894,0,0,0,0,0,-1,0,0
8904,0,0,0,0,0,-1,0,0
8914,0,0,0,0,0,-1,0,0
8924,0,0,0,0,0,-1,0,0
8934,0,0,0,0,0,-1,0,0
8944,0,0,0,0,0,-1,0,0
8954,0,0,0,0,0,-1,0,0
8964,0,0,0,0,0,-1,0,0
8974,0,0,0,0,0,-1,0,0
8984,0,0,0,0,0,-1,0,0
8994,0,0,0,0,0,-1,0,0
9004,0,0,0,0,0,-1,0,0
9014,0,0,0,0,0,-1,0,0
9024,0,0,0,0,0,-1,0,0
9034,0,0,0,0,0,-1,0,0
9044,0,0,0,0,0,-1,0,0
9054,0,0,0,0,0,-1,0,0
9064,0,0,0,0,0,-1,0,0
9074,0,0,0,0,0,-1,0,0
9084,0,0,0,0,0,-1,0,0
9094,0,0,0,0,0,-1,0,0
9104,0,0,0,0,0,-1,0,0
9114,0,0,0,0,0,-1,0,0
9124,0,0,0,0,0,-1,0,0
9134,0,0,0,0,0,-1,0,0
9144,0,0,0,0,0,-1,0,0
9154,0,0,0,0,0,-1,0,0
9164,0,0,0,0,0,-1,0,0
9174,0,0,0,0,0,-1,0,0
9184,0,0,0,0,0,-1,0,0
9194,0,0,0,0,0,-1,0,0
9204,0,0,0,0,0,-1,0,0
9214,0,0,0,0,0,-1,0,0
9224,0,0,0,0,0,-1,0,0
9234,0,0,0,0,0,-1,0,0
9244,0,0,0,0,0,-1,0,0
9254,0,0,0,0,0,-1,0,0
9264,0,0,0,0,0,-1,0,0
9274,0,0,0,0,0,-1,0,0
9284,0,0,0,0,0,-1,0,0
9294,0,0,0,0,0,-1,0,0
9304,0,0,0,0,0,-1,0,0
9314,0,0,0,0,0,-1,0,0
9324,0,0,0,0,0,-1,0,0
9334,0,0,0,0,0,-1,0,0
9344,0,0,0,0,0,-1,0,0
9354,0,0,0,0,0,-1,0,0
9364,0,0,0,0,0,-1,0,0
9374,0,0,0,0,0,-1,0,0
9384,0,0,0,0,0,-1,0,0
9394,0,0,0,0,0,-1,0,0
9404,0,0,0,0,0,-1,0,0
9414,0,0,0,0,0,-1,0,0
9424,0,0,0,0,0,-1,0,0
9434,0,0,0,0,0,-1,0,0
9444,0,0,0,0,0,-1,0,0
9454,0,0,0,0,0,-1,0,0
9464,0,0,0,0,0,-1,0,0
9474,0,0,0,0,0,-1,0,0
9484,0,0,0,0,0,-1,0,0
9494,0,0,0,0,0,-1,0,0
9504,0,0,0,0,0,-1,0,0
9514,0,0,0,0,0,-1,0,0
9524,0,0,0,0,0,-1,0,0
9534,0,0,0,0,0,-1,0,0
9544,0,0,0,0,0,-1,0,0
9554,0,0,0,0,0,-1,0,0
9564,0,0,0,0,0,-1,0,0
9574,0,0,0,0,0,-1,0,0
9584,0,0,0,0,0,-1,0,0
9594,0,0,0,0,0,-1,0,0
9604,0,0,0,0,0,-1,0,0
9614,0,0,0,0,0,-1,0,0
9624,0,0,0,0,0,-1,0,0
9634,0,0,0,0,0,-1,0,0
9644,0,0,0,0,0,-1,0,0
9654,0,0,0,0,0,-1,0,0
9664,0,0,0,0,0,-1,0,0
9674,0,0,0,0,0,-1,0,0
9684,0,0,0,0,0,-1,0,0
9694,0,0,0,0,0,-1,0,0
9704,0,0,0,0,0,-1,0,0
9714,0,0,0,0,0,-1,0,0
9724,0,0,0,0,0,-1,0,0
9734,0,0,0,0,0,-1,0,0
9744,0,0,0,0,0,-1,0,0
9754,0,0,0,0,0,-1,0,0
9764,0,0,0,0,0,-1,0,0
9774,0,0,0,0,0,-1,0,0
9784,0,0,0,0,0,-1,0,0
9794,0,0,0,0,0,-1,0,0
9804,0,0,0,0,0,-1,0,0
9814,0,0,0,0,0,-1,0,0
9824,0,0,0,0,0,-1,0,0
9834,0,0,0,0,0,-1,0,0
9844,0,0,0,0,0,-1,0,0
9854,0,0,0,0,0,-1,0,0
9864,0,0,0,0,0,-1,0,0
9874,0,0,0,0,0,-1,0,0
9884,0,0,0,0,0,-1,0,0
9894,0,0,0,0,0,-1,0,0
9904,0,0,0,0,0,-1,0,0
9914,0,0,0,0,0,-1,0,0
9924,0,0,0,0,0,-1,0,0
9934,0,0,0,0,0,-1,0,0
9944,0,0,0,0,0,-1,0,0
9954,0,0,0,0,0,-1,0,0
9964,0,0,0,0,0,-1,0,0
9974,0,0,0,0,0,-1,0,0
9984,0,0,0,0,0,-1,0,0
9994,0,0,0,0,0,-1,0,0
10004,0,0,0,0,0,-1,0,0
10015,0,0,0,0,0,-1,0,0
10024,0,0,0,0,0,-1,0,0
10034,0,0,0,0,0,-1,0,0
10044,0,0,0,0,0,-1,0,0
10054,0,0,0,0,0,-1,0,0
10064,0,0,0,0,0,-1,0,0
10074,0,0,0,0,0,-1,0,0
10084,0,0,0,0,0,-1,0,0
10094,0,0,0,0,0,-1,0,0
10104,0,0,0,0,0,-1,0,0
10114,0,0,0,0,0,-1,0,0
10124,0,0,0,0,0,-1,0,0
10134,0,0,0,0,0,-1,0,0
10144,0,0,0,0,0,-1,0,0
10154,0,0,0,0,0,-1,0,0
10164,0,0,0,0,0,-1,0,0
10174,0,0,0,0,0,-1,0,0
10184,0,0,0,0,0,-1,0,0
10194,0,0,0,0,0,-1,0,0
10204,0,0,0,0,0,-1,0,0
10214,0,0,0,0,0,-1,0,0
10224,0,0,0,0,0,-1,0,0
10234,0,0,0,0,0,-1,0,0
10244,0,0,0,0,0,-1,0,0
10254,0,0,0,0,0,-1,0,0
10264,0,0,0,0,0,-1,0,0
10274,0,0,0,0,0,-1,0,0
10284,0,0,0,0,0,-1,0,0
10294,0,0,0,0,0,-1,0,0
10304,0,0,0,0,0,-1,0,0
10314,0,0,0,0,0,-1,0,0
10324,0,0,0,0,0,-1,0,0
10334,0,0,0,0,0,-1,0,0
10344,0,0,0,0,0,-1,0,0
10354,0,0,0,0,0,-1,0,0
10364,0,0,0,0,0,-1,0,0
10374,0,0,0,0,0,-1,0,0
10384,0,0,0,0,0,-1,0,0
10394,0,0,0,0,0,-1,0,0
10404,0,0,0,0,0,-1,0,0
10414,0,0,0,0,0,-1,0,0
10424,0,0,0,0,0,-1,0,0
10434,0,0,0,0,0,-1,0,0
10444,0,0,0,0,0,-1,0,0
10454,0,0,0,0,0,-1,0,0
10464,0,0,0,0,0,-1,0,0
10474,0,0,0,0,0,-1,0,0
10484,0,0,0,0,0,-1,0,0
10494,0,0,0,0,0,-1,0,0
10504,0,0,0,0,0,-1,0,0
10514,0,0,0,0,0,-1,0,0
10524,0,0,0,0,0,-1,0,0
10534,0,0,0,0,0,-1,0,0
10544,0,0,0,0,0,-1,0,0
10554,0,0,0,0,0,-1,0,0
10564,0,0,0,0,0,-1,0,0
