time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
18643,-6,1,25,-37,54,-15,34,-8
18653,-3,-6,25,-37,53,-19,30,-3
18663,-6,1,27,-37,55,-15,33,-3
18673,-4,-6,25,-40,54,-18,29,-5
18683,-4,2,27,-37,55,-16,34,-8
18693,-3,-5,25,-38,55,-20,30,-6
18703,-5,1,25,-36,55,-17,34,-8
18713,-4,-5,25,-37,55,-18,31,-5
18723,-5,0,25,-34,54,-14,34,-9
18733,-4,-5,26,-38,56,-20,30,-5
18743,-5,0,27,-36,55,-15,32,-7
18753,-4,-5,26,-37,54,-19,31,-6
18763,-5,0,25,-36,56,-15,32,-8
18773,-4,-4,26,-38,54,-19,31,-5
18783,-5,0,27,-34,55,-15,32,-8
18793,-4,-4,25,-37,54,-20,31,-6
18803,-5,0,26,-33,55,-14,33,-8
18813,-4,-4,25,-36,54,-21,30,-6
18823,-5,0,26,-35,55,-14,34,-4
18833,-5,-4,25,-37,53,-20,31,-5
18843,-5,-1,26,-36,54,-15,32,-9
18853,-4,-5,25,-38,54,-20,31,-4
18863,-4,-1,27,-36,55,-15,32,-8
18873,-4,-4,25,-39,54,-20,31,-5
18883,-5,-1,27,-34,55,-15,34,-9
18893,-4,-4,25,-37,54,-20,31,-4
18903,-4,-2,27,-34,56,-16,33,-8
18913,-4,-4,25,-37,54,-20,30,-6
18923,-4,-2,26,-36,55,-16,34,-9
18933,-5,-4,25,-38,53,-21,30,-6
18943,-4,-2,26,-31,54,-14,33,-9
18953,-4,-4,25,-40,54,-18,30,-5
18963,-4,-1,27,-34,56,-14,33,-8
18973,-4,-3,25,-40,53,-19,30,-5
18983,-5,-1,27,-35,54,-15,33,-9
18993,-4,-4,24,-37,54,-22,32,-7
19003,-4,-2,27,-35,56,-16,34,-7
19013,-6,-3,24,-38,54,-20,30,-3
19023,-5,-1,27,-36,54,-15,33,-11
19033,-5,-4,24,-38,54,-17,30,-5
19043,-5,-2,26,-34,56,-12,33,-10
19053,-5,-3,25,-38,53,-21,30,-5
19063,-4,-2,28,-36,54,-16,32,-8
19073,-4,-2,23,-38,54,-21,31,-4
19083,-4,-1,25,-35,56,-17,33,-8
19093,-5,-2,24,-36,54,-20,30,-5
19103,-4,0,26,-35,55,-15,34,-6
19113,-5,-4,25,-37,53,-20,29,-6
19123,-4,-3,27,-34,56,-16,34,-8
19133,-5,-3,25,-36,54,-21,28,-2
19143,-4,-2,27,-37,55,-16,33,-9
19153,-6,-2,24,-38,55,-20,33,-4
19163,-4,-2,27,-34,56,-14,33,-5
19173,-4,-2,25,-36,54,-20,32,-5
19183,-4,-1,28,-34,56,-15,34,-8
19193,-4,-3,25,-36,53,-19,32,-5
19203,-4,0,28,-36,56,-16,32,-9
19213,-5,-4,24,-39,52,-19,30,-4
19223,-4,-3,27,-36,54,-17,33,-9
19233,-5,-2,24,-40,52,-18,30,-3
19243,-4,-2,26,-35,55,-15,33,-10
19253,-5,-2,25,-38,52,-19,30,-5
19263,-4,-1,28,-34,53,-14,32,-7
19273,-5,-3,24,-37,54,-18,30,-4
19283,-4,-2,27,-33,55,-15,33,-9
19293,-5,-2,24,-36,53,-20,31,-6
19303,-4,-2,27,-37,55,-17,33,-4
19313,-6,-3,24,-37,54,-20,30,-4
19323,-4,-2,26,-35,56,-17,34,-9
19333,-5,-3,25,-39,53,-20,29,-3
19343,-4,-2,26,-35,55,-16,33,-11
19353,-4,-3,24,-38,53,-18,31,-5
19363,-3,-2,27,-36,56,-14,34,-7
19373,-5,-2,24,-38,51,-20,30,-6
19383,-3,-1,28,-35,56,-19,34,-5
19393,-5,-4,23,-38,53,-17,29,-6
19403,-3,-2,26,-34,55,-18,34,-9
19413,-5,-3,24,-37,54,-18,29,-5
19423,-3,-2,26,-37,55,-13,34,-8
19433,-5,-3,24,-40,53,-19,30,-4
19443,-4,-2,29,-35,56,-15,33,-7
19453,-5,-2,23,-38,53,-18,31,-5
19463,-3,-2,27,-34,55,-16,33,-6
19473,-5,-2,24,-36,54,-19,28,-5
19483,-3,-2,27,-35,56,-15,34,-4
19493,-6,-4,24,-38,54,-21,30,-6
19503,-3,-2,27,-36,56,-15,33,-9
19513,-5,-1,24,-39,54,-20,28,-6
19523,-4,-3,26,-36,55,-16,33,-9
19533,-5,0,24,-40,54,-19,30,-4
19543,-4,0,28,-33,55,-15,35,-9
19553,-5,-4,23,-38,53,-18,30,-4
19563,-4,0,28,-33,56,-15,34,-9
19573,-5,-4,23,-36,55,-20,31,-5
19583,-3,-3,26,-36,55,-16,34,-6
19593,-5,-2,24,-40,56,-21,31,-6
19603,-4,-3,27,-38,57,-15,34,-8
19613,-5,-3,24,-40,54,-21,31,-4
19623,-3,-2,28,-34,55,-16,34,-10
19633,-5,-3,23,-40,52,-18,29,-3
19643,-3,-2,28,-33,55,-15,33,-10
19653,-5,-2,23,-37,54,-19,31,-7
19663,-3,-2,28,-34,56,-15,33,-10
19673,-6,-2,23,-38,53,-19,31,-8
19683,-3,-2,26,-34,56,-15,34,-7
19693,-6,-2,24,-37,54,-21,31,-4
19703,-4,-2,27,-36,55,-17,34,-9
19713,-5,-3,24,-38,53,-17,29,-4
19723,-3,-3,28,-36,56,-18,33,-10
19733,-5,-2,22,-38,53,-17,31,-4
19743,-3,-3,29,-34,56,-13,32,-5
19753,-5,-2,22,-38,54,-21,31,-5
19763,-3,-1,26,-33,56,-15,34,-4
19773,-5,-3,24,-36,54,-20,31,-6
19783,-3,-2,26,-35,56,-18,34,-14
19793,-6,-3,23,-39,55,-19,29,-5
19803,-4,-3,27,-37,56,-16,33,-6
19813,-5,-3,23,-40,54,-20,29,-4
19823,-3,-3,27,-33,56,-17,33,-10
19833,-5,-2,23,-39,51,-20,29,-4
19843,-3,-2,28,-32,55,-17,32,-9
19853,-5,-2,24,-37,54,-19,31,-6
19863,-2,-1,28,-34,57,-15,34,-14
19873,-6,-3,23,-40,53,-19,29,-3
19883,-4,-5,27,-36,56,-15,36,-4
19893,-5,-1,23,-40,53,-20,30,-4
19903,-4,-5,27,-36,55,-16,33,-6
19913,-6,-1,24,-41,53,-20,30,-4
19923,-3,-2,28,-30,55,-16,33,-8
19933,-5,-2,23,-35,52,-18,30,-4
19943,-3,-2,29,-30,56,-16,33,-4
19953,-6,-2,23,-39,54,-19,31,-6
19963,-3,-2,27,-36,56,-15,34,-13
19973,-5,-2,23,-40,54,-20,31,-3
19983,-4,-2,27,-34,57,-15,35,-6
19993,-6,-2,23,-38,53,-20,30,-3
20003,-4,-3,28,-34,56,-17,34,-15
20013,-5,-2,23,-39,54,-19,30,-6
20023,-3,-3,29,-42,57,-16,34,-6
20033,-2,-10,31,-40,53,-16,32,-5
20043,-3,-3,29,-34,57,-16,32,-10
20053,-5,-2,23,-39,53,-19,32,-5
20063,-2,-4,26,-34,56,-13,33,-18
20073,-6,-3,26,-40,53,-23,31,-5
20083,-2,-6,29,-36,56,-20,35,-14
20093,-6,-1,23,-39,52,-18,29,-3
20103,-3,-2,28,-35,56,-15,35,-12
20113,-6,-1,22,-40,53,-19,31,-3
20123,-2,-2,27,-33,56,-14,32,-16
20133,-5,-2,23,-37,53,-19,30,-4
20143,-3,-3,28,-33,56,-15,33,-6
20153,-6,-3,22,-38,53,-19,30,-7
20163,-3,-2,29,-35,55,-16,34,-10
20173,-6,0,23,-37,53,-19,29,-5
20183,-3,-3,28,-36,57,-16,36,-14
20193,-6,0,23,-41,52,-19,28,-4
20203,-3,-2,28,-33,56,-16,34,-7
20213,-6,-2,23,-42,51,-19,30,0
20223,-3,-3,28,-31,56,-18,32,-11
20233,-6,-2,22,-37,52,-18,30,-5
20243,-3,-2,28,-33,57,-17,32,-21
20253,-6,-1,22,-38,54,-18,30,-5
20263,-3,-3,28,-37,56,-17,34,-4
20273,-6,-2,22,-38,52,-19,30,-4
20283,-3,-3,29,-37,57,-15,35,-6
20293,-6,-2,22,-43,51,-18,30,-3
20303,-3,-3,28,-33,55,-19,34,-8
20313,-7,-2,22,-37,52,-17,30,-5
20323,-3,-4,30,-34,56,-18,33,-15
20333,-7,-2,22,-39,52,-18,30,-3
20343,-3,-3,28,-33,57,-16,33,-3
20353,-7,-2,22,-39,52,-18,30,-7
20363,-3,-3,28,-34,57,-17,33,-9
20373,-6,-2,22,-38,52,-21,30,-3
20383,-3,-3,27,-33,57,-15,35,-20
20393,-7,-1,23,-40,52,-22,29,-4
20403,-3,-4,30,-35,56,-16,35,-14
20413,-6,-1,22,-40,52,-16,29,-2
20423,-3,-4,29,-33,58,-19,36,-25
20433,-6,-2,22,-40,52,-18,31,-4
20443,-4,-2,29,-34,56,-14,33,-15
20453,-6,-2,22,-39,52,-19,30,-4
20463,-3,-3,27,-33,57,-16,35,-16
20473,-7,-2,23,-40,53,-20,31,-3
20483,-3,-4,28,-35,57,-18,36,-12
20493,-6,0,23,-40,53,-18,28,-1
20503,-3,-4,28,-33,58,-17,34,-11
20513,-6,-3,22,-41,50,-18,32,-7
20523,-3,-3,28,-33,57,-17,33,-16
20533,-7,-2,22,-39,51,-17,31,-3
20543,-3,-2,29,-32,58,-18,33,-20
20553,-7,-1,22,-39,52,-18,30,-5
20563,-2,-5,27,-35,57,-16,35,-12
20573,-7,-1,22,-39,52,-18,30,-5
20583,-2,-5,29,-34,58,-17,35,-10
20593,-7,-1,22,-40,50,-18,29,-3
20603,-3,-3,28,-35,58,-17,33,-16
20613,-6,-1,22,-40,50,-16,29,-4
20623,-3,-3,29,-31,57,-18,34,-6
20633,-8,0,22,-38,52,-18,31,-4
20643,-3,-3,29,-36,59,-16,34,-11
20653,-6,-2,22,-38,52,-18,29,-5
20663,-2,-3,27,-35,59,-15,34,-13
20673,-6,-2,22,-40,51,-18,31,-5
20683,-3,-3,28,-34,59,-16,34,-15
20693,-6,-1,22,-40,50,-17,29,-3
20703,-2,-4,30,-35,59,-17,34,-14
20713,-7,-1,21,-40,51,-18,29,-4
20723,-2,-4,30,-33,58,-18,34,-19
20733,-7,-2,21,-40,51,-16,30,-5
20743,-2,-3,29,-32,58,-16,34,-12
20753,-7,-2,22,-39,51,-20,30,-5
20763,-2,-3,27,-35,59,-17,35,-18
20773,-7,-1,22,-40,50,-18,30,-4
20783,-2,-4,32,-35,58,-17,35,-13
20793,-7,0,21,-42,51,-19,30,-10
20803,-2,-3,30,-32,59,-22,35,-21
20813,-7,-1,21,-40,50,-16,30,-3
20823,-3,-2,29,-32,59,-16,33,-20
20833,-7,-1,21,-38,51,-17,31,-9
20843,-2,-4,29,-34,58,-17,33,-16
20853,-6,-1,21,-38,51,-16,31,-5
20863,-2,-4,28,-35,58,-18,34,-19
20873,-6,1,21,-41,51,-16,27,-5
20883,-2,-5,30,-34,59,-17,34,-11
20893,-7,0,21,-40,50,-17,31,-3
20903,-2,-2,30,-32,58,-19,33,-15
20913,-6,-2,21,-40,51,-15,31,-4
20923,-2,-1,30,-32,59,-18,33,-22
20933,-7,-1,21,-39,50,-14,30,-5
20943,-2,-5,29,-34,59,-18,35,-17
20953,-7,-1,21,-39,51,-17,30,-1
20963,-3,-5,28,-35,59,-19,34,-14
20973,-6,-1,22,-42,52,-18,30,-9
20983,-2,-5,29,-29,59,-20,34,-10
20993,-8,0,20,-40,49,-15,30,-3
21003,-2,-5,30,-32,60,-21,35,-9
21013,-8,0,20,-39,50,-15,30,-4
21023,-2,-4,28,-33,60,-20,35,-11
21033,-7,-1,21,-39,51,-14,30,-5
21043,-2,-4,28,-33,59,-19,34,-11
21053,-7,-1,21,-40,51,-17,30,-4
21063,-2,-4,29,-33,59,-19,33,-21
21073,-7,0,22,-40,51,-11,29,-4
21083,-3,-3,29,-34,59,-22,34,-9
21093,-6,0,19,-41,50,-14,29,-3
21103,-2,-5,31,-32,59,-22,35,-10
21113,-6,0,20,-40,51,-13,29,-1
21123,-2,-3,28,-31,59,-18,35,-23
21133,-7,-1,22,-40,50,-16,30,-8
21143,-2,-3,28,-35,60,-22,33,-14
21153,-7,0,21,-40,51,-14,30,-4
21163,-2,-5,30,-34,59,-22,33,-9
21173,-7,0,20,-42,51,-15,29,-4
21183,-2,-4,29,-33,60,-21,34,-10
21193,-7,0,21,-41,50,-14,28,-2
21203,-2,-5,31,-31,59,-23,35,-10
21213,-7,-3,20,-40,51,-14,32,0
21223,-2,-4,29,-33,60,-22,34,-11
21233,-7,1,20,-39,51,-14,29,-5
21243,-2,-5,29,-34,59,-22,33,-11
21253,-7,1,20,-41,50,-14,29,-2
21263,-2,-5,30,-34,59,-20,33,-11
21273,-7,-1,21,-42,51,-14,29,0
21283,-2,-6,30,-29,59,-21,37,-10
21293,-8,0,20,-39,50,-13,29,-3
21303,-1,-4,30,-30,58,-22,34,-12
21313,-9,0,20,-38,51,-13,30,-3
21323,-2,-6,31,-33,58,-22,34,-12
