time,left_gate,right_gate,delta
17.81,112.6,80.99,31.61
17.81,112.51,80.9,31.61
17.81,111.51,79.98,31.53
17.81,111.57,80.05,31.519999999999996
17.82,112.58,80.97,31.61
17.82,112.71,81.06,31.64999999999999
17.82,112.67,81.01,31.659999999999997
17.82,112.49,80.83,31.659999999999997
17.82,112.47,80.8,31.67
17.82,112.61,80.93,31.679999999999993
17.82,112.69,80.99,31.700000000000003
17.82,112.59,80.89,31.700000000000003
17.82,112.56,80.86,31.700000000000003
17.82,111.63,80.01,31.61999999999999
17.83,112.6,80.91,31.689999999999998
17.83,112.63,80.93,31.69999999999999
17.83,112.72,81.01,31.709999999999994
17.83,112.6,80.9,31.69999999999999
17.83,112.5,80.81,31.689999999999998
17.83,112.54,80.86,31.680000000000007
17.83,112.64,80.95,31.689999999999998
17.83,112.62,80.92,31.700000000000003
17.83,112.53,80.84,31.689999999999998
17.83,111.62,80.0,31.620000000000005
17.84,112.58,80.89,31.689999999999998
17.84,112.62,80.91,31.710000000000008
17.84,112.72,80.98,31.739999999999995
17.84,112.6,80.85,31.75
17.84,112.52,80.77,31.75
17.84,112.59,80.83,31.760000000000005
17.84,112.65,80.91,31.74000000000001
17.84,112.65,80.9,31.75
17.84,112.56,80.82,31.74000000000001
17.84,112.58,80.84,31.739999999999995
17.85,112.58,80.84,31.739999999999995
17.85,112.58,80.84,31.739999999999995
17.85,112.57,80.84,31.72999999999999
17.85,112.59,80.84,31.75
17.85,112.59,80.82,31.77000000000001
17.85,112.59,80.82,31.77000000000001
17.85,112.6,80.82,31.78
17.85,112.6,80.82,31.78
17.85,112.6,80.81,31.789999999999992
17.85,112.6,80.8,31.799999999999997
17.86,112.6,80.8,31.799999999999997
17.86,112.59,80.79,31.799999999999997
17.86,112.59,80.79,31.799999999999997
17.86,112.58,80.78,31.799999999999997
17.86,112.58,80.79,31.789999999999992
17.86,112.59,80.79,31.799999999999997
17.86,112.56,80.77,31.790000000000006
17.86,112.52,80.72,31.799999999999997
17.86,112.53,80.73,31.799999999999997
17.86,112.55,80.74,31.810000000000002
17.861,111.57,79.84,31.72999999999999
17.87,112.54,80.75,31.790000000000006
17.87,112.58,80.78,31.799999999999997
17.87,112.67,80.86,31.810000000000002
17.87,112.54,80.75,31.790000000000006
17.87,112.46,80.69,31.769999999999996
17.87,112.51,80.74,31.77000000000001
17.87,112.59,80.82,31.77000000000001
17.87,112.57,80.8,31.769999999999996
17.87,112.48,80.72,31.760000000000005
17.87,111.57,79.89,31.679999999999993
17.88,112.54,80.79,31.75
17.88,112.57,80.81,31.75999999999999
17.88,112.65,80.9,31.75
17.88,112.51,80.79,31.72
17.88,112.43,80.72,31.710000000000008
17.88,112.47,80.77,31.700000000000003
17.88,112.55,80.84,31.709999999999994
17.88,112.53,80.83,31.700000000000003
17.88,112.44,80.75,31.689999999999998
17.88,111.51,79.9,31.61
17.881,111.49,79.9,31.58999999999999
17.89,112.49,80.83,31.659999999999997
17.89,112.61,80.93,31.679999999999993
17.89,112.58,80.9,31.679999999999993
