time,delta
9.0,32.83333333333334
9.0,32.900000000000006
9.0,32.93333333333334
9.0,32.96666666666667
9.0,32.96666666666667
9.0,32.96666666666667
9.0,32.96666666666667
9.0,32.96666666666667
9.0,32.96666666666667
9.0,32.66666666666667
9.01,32.96666666666667
9.01,33.06666666666668
9.01,33.13333333333334
9.01,33.2
9.01,33.3
9.01,33.36666666666666
9.01,33.366666666666674
9.01,33.39999999999999
9.01,33.46666666666667
9.011,33.43333333333334
9.02,33.39999999999999
9.02,33.33333333333333
9.02,33.30000000000001
9.02,33.233333333333334
9.02,33.16666666666666
9.02,33.099999999999994
9.02,33.06666666666666
9.02,33.06666666666666
9.02,33.06666666666666
9.02,33.10000000000001
9.021,32.8
9.03,33.06666666666668
9.03,33.16666666666667
9.03,33.16666666666667
9.03,33.16666666666666
9.03,33.133333333333326
9.03,33.099999999999994
9.03,33.099999999999994
9.03,33.10000000000001
9.03,33.099999999999994
9.03,32.766666666666666
9.03,32.7
9.04,32.96666666666667
9.04,33.0
9.04,32.93333333333332
9.04,32.86666666666666
9.04,32.83333333333333
9.04,32.766666666666666
9.04,32.733333333333334
9.04,32.8
9.04,32.46666666666667
9.04,32.43333333333334
9.041,32.43333333333332
9.05,32.8
9.05,32.966666666666654
9.05,33.0
9.05,33.033333333333346
9.05,32.96666666666667
9.05,32.93333333333334
9.05,32.93333333333334
9.05,32.900000000000006
9.05,32.56666666666666
9.05,32.5
9.051,32.5
9.06,32.8
9.06,32.89999999999999
9.06,32.93333333333334
9.06,32.966666666666654
9.06,32.93333333333332
9.06,32.93333333333334
9.06,32.900000000000006
9.06,32.866666666666674
9.06,32.56666666666666
9.06,32.5
9.07,32.83333333333333
9.07,32.96666666666667
9.07,33.03333333333333
9.07,33.099999999999994
9.07,33.13333333333334
9.07,33.16666666666666
9.07,33.2
9.07,33.233333333333334
9.07,33.233333333333334
9.071,32.86666666666666
9.08,33.06666666666666
9.08,33.133333333333326
9.08,33.133333333333326
9.08,33.19999999999999
9.08,33.233333333333334
9.08,33.23333333333332
9.08,33.233333333333334
9.08,33.233333333333334
9.08,33.2
9.08,33.16666666666667
9.09,33.2
9.09,33.233333333333334
9.09,33.233333333333334
9.09,33.16666666666666
9.09,33.16666666666667
9.09,33.13333333333334
9.09,33.19999999999999
9.09,33.19999999999999
9.09,33.16666666666667
9.09,33.16666666666667
9.091,32.86666666666666
9.1,33.06666666666666
9.1,33.099999999999994
9.1,33.03333333333333
9.1,32.96666666666667
9.1,32.900000000000006
9.1,32.83333333333334
9.1,32.8
9.1,32.766666666666666
9.1,32.8
9.1,32.5
9.101,32.43333333333334
9.11,32.766666666666666
9.11,32.83333333333334
9.11,32.83333333333334
9.11,32.83333333333334
9.11,32.83333333333333
9.11,32.80000000000001
9.11,32.83333333333333
9.11,32.866666666666674
9.11,32.53333333333333
9.11,32.400000000000006
9.11,32.366666666666674
9.12,32.7
9.12,32.83333333333333
9.12,32.866666666666674
9.12,32.83333333333334
9.12,32.83333333333333
9.12,32.86666666666666
9.12,32.83333333333334
9.12,32.83333333333333
9.12,32.533333333333346
9.12,32.43333333333334
9.13,32.8
9.13,32.93333333333332
9.13,33.0
9.13,33.10000000000001
9.13,33.133333333333326
9.13,33.2
9.13,33.19999999999999
9.13,33.233333333333334
9.13,33.233333333333334
9.131,32.900000000000006
9.14,33.13333333333334
9.14,33.2
9.14,33.2
9.14,33.233333333333334
9.14,33.26666666666668
9.14,33.2
9.14,33.2
9.14,33.2
9.14,33.233333333333334
9.14,33.233333333333334
9.15,33.266666666666666
9.15,33.266666666666666
9.15,33.266666666666666
9.15,33.3
9.15,33.33333333333334
9.15,33.3
9.15,33.33333333333333
9.15,33.33333333333333
9.15,33.33333333333334
9.151,33.366666666666674
9.16,33.33333333333333
9.16,33.3
9.16,33.266666666666666
9.16,33.3
9.16,33.266666666666666
9.16,33.233333333333334
9.16,33.2
9.16,33.16666666666667
9.16,33.2
9.161,33.2
9.17,33.233333333333334
9.17,33.266666666666666
9.17,33.33333333333334
9.17,33.366666666666674
9.17,33.400000000000006
9.17,33.46666666666667
9.17,33.46666666666667
9.17,33.46666666666667
9.17,33.5
9.171,33.5
9.18,33.5
9.18,33.46666666666667
9.18,33.46666666666667
9.18,33.43333333333334
9.18,33.400000000000006
9.18,33.43333333333334
9.18,33.43333333333334
9.18,33.43333333333334
9.18,33.43333333333334
9.18,33.400000000000006
9.19,33.43333333333334
9.19,33.46666666666667
9.19,33.5
9.19,33.46666666666667
9.19,33.5
9.19,33.5
9.19,33.533333333333346
9.19,33.56666666666668
9.19,33.56666666666668
9.191,33.56666666666666
9.2,33.53333333333333
9.2,33.5
9.2,33.43333333333332
9.2,33.39999999999999
9.2,33.36666666666666
9.2,33.3
9.2,33.266666666666666
9.2,33.266666666666666
9.2,33.233333333333334
9.2,33.233333333333334
9.21,33.233333333333334
9.21,33.266666666666666
9.21,33.30000000000001
9.21,33.33333333333334
9.21,33.366666666666674
9.21,33.400000000000006
9.21,33.39999999999999
9.21,33.43333333333334
9.21,33.46666666666667
9.211,33.46666666666667
9.22,33.43333333333334
9.22,33.400000000000006
9.22,33.33333333333333
9.22,33.30000000000001
9.22,33.233333333333334
9.22,33.16666666666667
9.22,33.13333333333334
9.22,33.099999999999994
9.22,33.03333333333333
9.22,33.03333333333333
9.221,32.733333333333334
9.23,33.0
9.23,33.06666666666666
9.23,33.06666666666666
9.23,33.099999999999994
9.23,33.099999999999994
9.23,33.099999999999994
9.23,33.10000000000001
9.23,33.099999999999994
9.23,33.099999999999994
9.23,32.733333333333334
9.23,32.599999999999994
9.24,32.86666666666666
9.24,32.89999999999999
9.24,32.86666666666666
9.24,32.83333333333334
9.24,32.83333333333333
9.24,32.83333333333333
9.24,32.8
9.24,32.83333333333333
9.24,32.5
9.24,32.400000000000006
9.25,32.766666666666666
9.25,32.86666666666666
9.25,32.93333333333332
9.25,33.03333333333333
9.25,33.099999999999994
9.25,33.133333333333326
9.25,33.16666666666667
9.25,33.16666666666667
9.25,33.16666666666667
9.251,32.83333333333333
9.26,33.06666666666666
9.26,33.133333333333326
9.26,33.099999999999994
9.26,33.133333333333326
9.26,33.16666666666667
9.26,33.16666666666666
9.26,33.13333333333334
9.26,33.16666666666667
9.26,33.2
9.26,33.2
9.27,33.233333333333334
9.27,33.266666666666666
9.27,33.3
9.27,33.33333333333334
9.27,33.33333333333334
9.27,33.33333333333334
9.27,33.366666666666674
9.27,33.39999999999999
9.27,33.466666666666654
9.271,33.466666666666654
9.28,33.43333333333332
9.28,33.39999999999999
9.28,33.366666666666674
9.28,33.33333333333334
9.28,33.30000000000001
9.28,33.23333333333332
9.28,33.19999999999999
9.28,33.16666666666667
9.28,33.16666666666667
9.28,33.16666666666667
9.29,33.2
9.29,33.233333333333334
9.29,33.266666666666666
9.29,33.3
9.29,33.33333333333333
9.29,33.33333333333333
9.29,33.366666666666674
9.29,33.39999999999999
9.29,33.39999999999999
9.291,33.43333333333332
9.3,33.39999999999999
9.3,33.36666666666666
9.3,33.33333333333333
9.3,33.3
9.3,33.3
9.3,33.266666666666666
9.3,33.19999999999999
9.3,33.16666666666667
9.3,33.13333333333334
9.3,33.16666666666667
9.31,33.2
9.31,33.233333333333334
9.31,33.266666666666666
9.31,33.3
9.31,33.33333333333333
9.31,33.366666666666674
9.31,33.400000000000006
9.31,33.43333333333334
9.31,33.46666666666667
9.311,33.43333333333332
9.32,33.39999999999999
9.32,33.36666666666666
9.32,33.33333333333333
9.32,33.3
9.32,33.266666666666666
9.32,33.23333333333332
9.32,33.19999999999999
9.32,33.13333333333334
9.32,33.13333333333334
9.32,33.10000000000001
9.33,33.13333333333334
9.33,33.16666666666667
9.33,33.2
9.33,33.233333333333334
9.33,33.266666666666666
9.33,33.266666666666666
9.33,33.266666666666666
9.33,33.266666666666666
9.33,33.266666666666666
9.331,33.233333333333334
9.34,33.233333333333334
9.34,33.2
9.34,33.16666666666667
9.34,33.13333333333334
9.34,33.10000000000001
9.34,33.06666666666668
9.34,33.03333333333333
9.34,33.03333333333333
9.34,33.0
9.34,33.0
9.35,33.03333333333333
9.35,33.06666666666666
9.35,33.099999999999994
9.35,33.16666666666666
9.35,33.16666666666666
9.35,33.2
9.35,33.233333333333334
9.35,33.266666666666666
9.35,33.3
9.351,33.3
9.36,33.266666666666666
9.36,33.233333333333334
9.36,33.2
9.36,33.16666666666667
9.36,33.133333333333326
9.36,33.099999999999994
9.36,33.099999999999994
9.36,33.06666666666668
9.36,33.06666666666668
9.36,33.10000000000001
9.37,33.10000000000001
9.37,33.13333333333334
9.37,33.16666666666667
9.37,33.2
9.37,33.233333333333334
9.37,33.266666666666666
9.37,33.30000000000001
9.37,33.33333333333333
9.37,33.33333333333333
9.371,33.36666666666666
9.38,33.33333333333333
9.38,33.3
9.38,33.266666666666666
9.38,33.2
9.38,33.2
9.38,33.16666666666667
9.38,33.13333333333334
9.38,33.133333333333326
9.38,33.099999999999994
9.38,33.099999999999994
9.39,33.133333333333326
9.39,33.16666666666666
9.39,33.16666666666666
9.39,33.2
9.39,33.233333333333334
9.39,33.266666666666666
9.39,33.3
9.39,33.33333333333333
9.39,33.33333333333333
9.39,33.33333333333333
9.4,33.3
9.4,33.266666666666666
9.4,33.233333333333334
9.4,33.2
9.4,33.16666666666667
9.4,33.133333333333326
9.4,33.099999999999994
9.4,33.06666666666666
9.4,33.03333333333333
9.4,33.0
9.41,33.03333333333333
9.41,33.06666666666666
9.41,33.099999999999994
9.41,33.133333333333326
9.41,33.16666666666667
9.41,33.16666666666667
9.41,33.16666666666666
9.41,33.16666666666667
9.41,33.16666666666667
9.411,33.2
9.42,33.16666666666667
9.42,33.13333333333334
9.42,33.13333333333334
9.42,33.099999999999994
9.42,33.06666666666666
9.42,33.06666666666666
9.42,33.03333333333333
9.42,33.03333333333333
9.42,33.03333333333333
9.42,32.96666666666667
9.43,32.96666666666667
9.43,33.0
9.43,33.0
9.43,33.03333333333333
9.43,33.06666666666666
9.43,33.133333333333326
9.43,33.16666666666667
9.43,33.16666666666667
9.43,33.2
9.431,33.233333333333334
9.44,33.2
9.44,33.16666666666667
9.44,33.13333333333334
9.44,33.099999999999994
9.44,33.06666666666666
9.44,33.06666666666666
9.44,33.06666666666666
9.44,33.06666666666668
9.44,33.033333333333346
9.44,33.033333333333346
9.45,33.06666666666668
9.45,33.06666666666666
9.45,33.099999999999994
9.45,33.13333333333334
9.45,33.133333333333326
9.45,33.16666666666666
9.45,33.19999999999999
9.45,33.233333333333334
9.45,33.266666666666666
9.451,33.3
9.46,33.3
9.46,33.266666666666666
9.46,33.266666666666666
9.46,33.233333333333334
9.46,33.2
9.46,33.16666666666666
9.46,33.133333333333326
9.46,33.099999999999994
9.46,33.13333333333334
9.46,33.10000000000001
9.47,33.13333333333334
9.47,33.13333333333334
9.47,33.133333333333326
9.47,33.16666666666666
9.47,33.19999999999999
9.47,33.266666666666666
9.47,33.30000000000001
9.47,33.33333333333334
9.47,33.366666666666674
9.47,33.366666666666674
9.48,33.33333333333334
9.48,33.33333333333334
9.48,33.3
9.48,33.266666666666666
9.48,33.266666666666666
9.48,33.2
9.48,33.16666666666667
9.48,33.133333333333326
9.48,33.099999999999994
9.48,33.099999999999994
9.49,33.133333333333326
9.49,33.16666666666667
9.49,33.2
9.49,33.233333333333334
9.49,33.266666666666666
9.49,33.266666666666666
9.49,33.3
9.49,33.33333333333334
9.49,33.33333333333333
9.491,33.36666666666666
9.5,33.33333333333333
9.5,33.33333333333333
9.5,33.33333333333334
9.5,33.30000000000001
9.5,33.266666666666666
9.5,33.23333333333332
9.5,33.23333333333332
9.5,33.133333333333326
9.5,33.133333333333326
9.5,33.099999999999994
9.51,33.133333333333326
9.51,33.16666666666666
9.51,33.19999999999999
9.51,33.23333333333332
9.51,33.266666666666666
9.51,33.266666666666666
9.51,33.3
9.51,33.33333333333333
9.51,33.36666666666666
9.511,33.400000000000006
9.52,33.36666666666666
9.52,33.33333333333333
9.52,33.3
9.52,33.266666666666666
9.52,33.233333333333334
9.52,33.2
9.52,33.16666666666667
9.52,33.16666666666666
9.52,33.133333333333326
9.52,33.099999999999994
9.53,33.133333333333326
9.53,33.16666666666666
9.53,33.19999999999999
9.53,33.23333333333332
9.53,33.266666666666666
9.53,33.266666666666666
9.53,33.266666666666666
9.53,33.33333333333333
9.53,33.33333333333333
9.531,33.366666666666674
9.54,33.33333333333334
9.54,33.3
9.54,33.266666666666666
9.54,33.233333333333334
9.54,33.2
9.54,33.2
9.54,33.16666666666667
9.54,33.133333333333326
9.54,33.099999999999994
9.54,33.06666666666666
9.55,33.099999999999994
9.55,33.133333333333326
9.55,33.16666666666666
9.55,33.19999999999999
9.55,33.23333333333332
9.55,33.266666666666666
9.55,33.3
9.55,33.3
9.55,33.33333333333333
9.551,33.36666666666666
9.56,33.33333333333333
9.56,33.3
9.56,33.266666666666666
9.56,33.233333333333334
9.56,33.16666666666667
9.56,33.16666666666667
9.56,33.16666666666667
9.56,33.16666666666667
9.56,33.16666666666667
9.56,33.13333333333334
9.57,33.16666666666667
9.57,33.2
9.57,33.233333333333334
9.57,33.266666666666666
9.57,33.30000000000001
9.57,33.30000000000001
9.57,33.33333333333334
9.57,33.33333333333333
9.57,33.33333333333333
9.571,33.36666666666666
9.58,33.33333333333333
9.58,33.3
9.58,33.266666666666666
9.58,33.233333333333334
9.58,33.2
9.58,33.2
9.58,33.16666666666666
9.58,33.16666666666666
9.58,33.13333333333334
9.58,33.099999999999994
9.59,33.099999999999994
9.59,33.133333333333326
9.59,33.133333333333326
9.59,33.133333333333326
9.59,33.19999999999999
9.59,33.16666666666666
9.59,33.16666666666666
9.59,33.2
9.59,33.2
9.591,33.233333333333334
9.6,33.2
9.6,33.16666666666667
9.6,33.13333333333334
9.6,33.10000000000001
9.6,33.06666666666666
9.6,33.06666666666666
9.6,33.03333333333333
9.6,33.03333333333333
9.6,33.03333333333333
9.6,33.0
9.61,33.03333333333333
9.61,33.06666666666666
9.61,33.099999999999994
9.61,33.099999999999994
9.61,33.133333333333326
9.61,33.133333333333326
9.61,33.16666666666666
9.61,33.2
9.61,33.2
9.61,33.233333333333334
9.62,33.233333333333334
9.62,33.2
9.62,33.16666666666667
9.62,33.16666666666666
9.62,33.133333333333326
9.62,33.133333333333326
9.62,33.133333333333326
9.62,33.10000000000001
9.62,33.10000000000001
9.62,33.10000000000001
9.63,33.13333333333334
9.63,33.16666666666667
9.63,33.2
9.63,33.2
9.63,33.233333333333334
9.63,33.266666666666666
9.63,33.3
9.63,33.30000000000001
9.63,33.3
9.63,33.33333333333334
9.64,33.30000000000001
9.64,33.23333333333332
9.64,33.19999999999999
9.64,33.19999999999999
9.64,33.16666666666666
9.64,33.133333333333326
9.64,33.099999999999994
9.64,33.06666666666666
9.64,33.06666666666668
9.64,33.033333333333346
9.65,33.03333333333333
9.65,33.06666666666666
9.65,33.13333333333334
9.65,33.16666666666667
9.65,33.2
9.65,33.2
9.65,33.2
9.65,33.233333333333334
9.65,33.266666666666666
9.65,33.23333333333332
9.66,33.19999999999999
9.66,33.16666666666666
9.66,33.133333333333326
9.66,33.133333333333326
9.66,33.099999999999994
9.66,33.099999999999994
9.66,33.06666666666666
9.66,33.06666666666668
9.66,33.06666666666668
9.66,33.03333333333333
9.67,33.06666666666668
9.67,33.13333333333334
9.67,33.13333333333334
9.67,33.16666666666667
9.67,33.2
9.67,33.266666666666666
9.67,33.3
9.67,33.33333333333333
9.67,33.33333333333333
9.671,33.36666666666666
9.68,33.366666666666674
9.68,33.33333333333334
9.68,33.3
9.68,33.266666666666666
9.68,33.23333333333332
9.68,33.266666666666666
9.68,33.23333333333332
9.68,33.233333333333334
9.68,33.2
9.68,33.2
9.69,33.2
9.69,33.233333333333334
9.69,33.266666666666666
9.69,33.3
9.69,33.33333333333333
9.69,33.36666666666666
9.69,33.400000000000006
9.69,33.39999999999999
9.69,33.43333333333332
9.691,33.46666666666667
9.7,33.43333333333332
9.7,33.33333333333333
9.7,33.33333333333333
9.7,33.3
9.7,33.266666666666666
9.7,33.19999999999999
9.7,33.16666666666666
9.7,33.13333333333334
9.7,33.13333333333334
9.7,33.10000000000001
9.71,33.13333333333334
9.71,33.16666666666667
9.71,33.2
9.71,33.233333333333334
9.71,33.266666666666666
9.71,33.266666666666666
9.71,33.3
9.71,33.3
9.71,33.33333333333334
9.71,33.366666666666674
9.72,33.366666666666674
9.72,33.33333333333333
9.72,33.3
9.72,33.266666666666666
9.72,33.233333333333334
9.72,33.16666666666666
9.72,33.13333333333334
9.72,33.099999999999994
9.72,33.06666666666666
9.72,33.03333333333333
9.73,33.06666666666666
9.73,33.16666666666667
9.73,33.2
9.73,33.233333333333334
9.73,33.266666666666666
9.73,33.33333333333333
9.73,33.36666666666666
9.73,33.36666666666666
9.73,33.36666666666666
9.73,33.400000000000006
9.74,33.36666666666666
9.74,33.33333333333333
9.74,33.3
9.74,33.266666666666666
9.74,33.233333333333334
9.74,33.2
9.74,33.2
9.74,33.16666666666667
9.74,33.13333333333334
9.741,33.06666666666666
9.75,33.099999999999994
9.75,33.13333333333334
9.75,33.16666666666667
9.75,33.2
9.75,33.233333333333334
9.75,33.266666666666666
9.75,33.3
9.75,33.33333333333333
9.75,33.33333333333333
9.75,33.36666666666666
9.76,33.33333333333333
9.76,33.3
9.76,33.266666666666666
9.76,33.233333333333334
9.76,33.2
9.76,33.16666666666667
9.76,33.13333333333334
9.76,33.133333333333326
9.76,33.133333333333326
9.76,33.099999999999994
9.77,33.133333333333326
9.77,33.16666666666667
9.77,33.2
9.77,33.233333333333334
9.77,33.233333333333334
9.77,33.266666666666666
9.77,33.266666666666666
9.77,33.266666666666666
9.77,33.3
9.771,33.366666666666674
9.78,33.33333333333333
9.78,33.3
9.78,33.266666666666666
9.78,33.233333333333334
9.78,33.16666666666667
9.78,33.13333333333334
9.78,33.10000000000001
9.78,33.10000000000001
9.78,33.10000000000001
9.78,33.06666666666666
9.79,33.10000000000001
9.79,33.13333333333334
9.79,33.16666666666667
9.79,33.2
9.79,33.2
9.79,33.2
9.79,33.266666666666666
9.79,33.3
9.79,33.33333333333333
9.791,33.33333333333333
9.8,33.3
9.8,33.266666666666666
9.8,33.233333333333334
9.8,33.19999999999999
9.8,33.19999999999999
9.8,33.16666666666666
9.8,33.133333333333326
9.8,33.133333333333326
9.8,33.099999999999994
9.8,33.06666666666666
9.81,33.099999999999994
9.81,33.133333333333326
9.81,33.16666666666666
9.81,33.19999999999999
9.81,33.266666666666666
9.81,33.266666666666666
9.81,33.3
9.81,33.3
9.81,33.3
9.81,33.3
9.82,33.266666666666666
9.82,33.233333333333334
9.82,33.2
9.82,33.16666666666666
9.82,33.16666666666666
9.82,33.16666666666666
9.82,33.099999999999994
9.82,33.06666666666666
9.82,33.0
9.82,33.0
9.83,33.03333333333333
9.83,33.06666666666668
9.83,33.10000000000001
9.83,33.13333333333334
9.83,33.16666666666667
9.83,33.233333333333334
9.83,33.266666666666666
9.83,33.266666666666666
9.83,33.266666666666666
9.831,33.3
9.84,33.233333333333334
9.84,33.233333333333334
9.84,33.23333333333332
9.84,33.233333333333334
9.84,33.16666666666666
9.84,33.16666666666666
9.84,33.133333333333326
9.84,33.16666666666667
9.84,33.16666666666667
9.84,33.16666666666667
9.85,33.2
9.85,33.233333333333334
9.85,33.266666666666666
9.85,33.3
9.85,33.33333333333333
9.85,33.33333333333334
9.85,33.366666666666674
9.85,33.400000000000006
9.85,33.46666666666667
9.85,33.46666666666667
9.86,33.43333333333334
9.86,33.400000000000006
9.86,33.36666666666666
9.86,33.33333333333333
9.86,33.3
9.86,33.266666666666666
9.86,33.266666666666666
9.86,33.266666666666666
9.86,33.266666666666666
9.861,33.233333333333334
9.87,33.30000000000001
9.87,33.30000000000001
9.87,33.3
9.87,33.3
9.87,33.33333333333333
9.87,33.36666666666666
9.87,33.39999999999999
9.87,33.36666666666666
9.87,33.39999999999999
9.87,33.39999999999999
9.88,33.36666666666666
9.88,33.33333333333333
9.88,33.3
9.88,33.266666666666666
9.88,33.233333333333334
9.88,33.233333333333334
9.88,33.233333333333334
9.88,33.23333333333332
9.88,33.19999999999999
9.88,33.19999999999999
9.89,33.23333333333332
9.89,33.266666666666666
9.89,33.266666666666666
9.89,33.3
9.89,33.33333333333333
9.89,33.366666666666674
9.89,33.33333333333333
9.89,33.33333333333333
9.89,33.33333333333333
9.891,33.36666666666666
9.9,33.33333333333333
9.9,33.3
9.9,33.266666666666666
9.9,33.233333333333334
9.9,33.266666666666666
9.9,33.2
9.9,33.2
9.9,33.2
9.9,33.16666666666667
9.9,33.16666666666666
9.91,33.2
9.91,33.233333333333334
9.91,33.266666666666666
9.91,33.3
9.91,33.3
9.91,33.33333333333333
9.91,33.33333333333333
9.91,33.33333333333333
9.91,33.33333333333333
9.911,33.36666666666666
9.92,33.33333333333333
9.92,33.3
9.92,33.3
9.92,33.266666666666666
9.92,33.233333333333334
9.92,33.16666666666666
9.92,33.16666666666666
9.92,33.16666666666666
9.92,33.16666666666666
9.92,33.133333333333326
9.93,33.16666666666666
9.93,33.133333333333326
9.93,33.16666666666666
9.93,33.19999999999999
9.93,33.2
9.93,33.3
9.93,33.3
9.93,33.3
9.93,33.3
9.93,33.33333333333333
9.94,33.3
9.94,33.266666666666666
9.94,33.233333333333334
9.94,33.2
9.94,33.2
9.94,33.16666666666666
9.94,33.133333333333326
9.94,33.06666666666668
9.94,33.06666666666668
9.94,33.03333333333333
9.95,33.033333333333346
9.95,33.0
9.95,33.0
9.95,33.03333333333333
9.95,33.03333333333333
9.95,33.03333333333333
9.95,33.099999999999994
9.95,33.16666666666666
9.95,33.19999999999999
9.95,33.19999999999999
9.96,33.16666666666666
9.96,33.133333333333326
9.96,33.099999999999994
9.96,33.06666666666668
9.96,33.06666666666668
9.96,33.0
9.96,32.966666666666654
9.96,32.966666666666654
9.96,32.93333333333332
9.96,32.89999999999999
9.97,32.93333333333332
9.97,32.966666666666654
9.97,33.0
9.97,33.03333333333333
9.97,33.06666666666666
9.97,33.03333333333333
9.97,33.099999999999994
9.97,33.16666666666667
9.97,33.16666666666666
9.97,33.16666666666666
9.98,33.16666666666667
9.98,33.2
9.98,33.2
9.98,33.16666666666667
9.98,33.16666666666666
9.98,33.16666666666667
9.98,33.133333333333326
9.98,33.06666666666666
9.98,33.0
9.981,33.0
9.99,33.03333333333333
9.99,33.133333333333326
9.99,33.133333333333326
9.99,33.16666666666666
9.99,33.16666666666666
9.99,33.2
9.99,33.233333333333334
9.99,33.266666666666666
9.99,33.3
9.991,33.33333333333333
10.0,33.3
10.0,33.266666666666666
10.0,33.233333333333334
10.0,33.2
10.0,33.16666666666667
10.0,33.16666666666667
10.0,33.133333333333326
10.0,33.099999999999994
10.0,33.06666666666666
10.0,33.06666666666666
10.01,33.099999999999994
10.01,33.133333333333326
10.01,33.16666666666666
10.01,33.2
10.01,33.266666666666666
10.01,33.266666666666666
10.01,33.266666666666666
10.01,33.266666666666666
10.01,33.3
10.01,33.33333333333334
10.02,33.3
10.02,33.266666666666666
10.02,33.266666666666666
10.02,33.233333333333334
10.02,33.2
10.02,33.2
10.02,33.16666666666667
10.02,33.13333333333334
10.02,33.13333333333334
10.02,33.099999999999994
10.03,33.13333333333334
10.03,33.16666666666667
10.03,33.16666666666667
10.03,33.2
10.03,33.233333333333334
10.03,33.3
10.03,33.3
10.03,33.3
10.03,33.33333333333333
10.031,33.366666666666674
10.04,33.33333333333333
10.04,33.3
10.04,33.266666666666666
10.04,33.233333333333334
10.04,33.16666666666667
10.04,33.2
10.04,33.16666666666667
10.04,33.16666666666667
10.04,33.13333333333334
10.04,33.10000000000001
10.05,33.13333333333334
10.05,33.16666666666667
10.05,33.2
10.05,33.233333333333334
10.05,33.266666666666666
10.05,33.3
10.05,33.33333333333334
10.05,33.366666666666674
10.05,33.366666666666674
10.051,33.400000000000006
10.06,33.366666666666674
10.06,33.366666666666674
10.06,33.366666666666674
10.06,33.33333333333334
10.06,33.3
10.06,33.266666666666666
10.06,33.233333333333334
10.06,33.233333333333334
10.06,33.2
10.06,33.16666666666667
10.07,33.2
10.07,33.2
10.07,33.266666666666666
10.07,33.3
10.07,33.33333333333333
10.07,33.3
10.07,33.3
10.07,33.33333333333334
10.07,33.366666666666674
10.07,33.400000000000006
10.08,33.366666666666674
10.08,33.266666666666666
10.08,33.233333333333334
10.08,33.2
10.08,33.16666666666667
10.08,33.13333333333334
10.08,33.099999999999994
10.08,33.06666666666666
10.08,33.06666666666666
10.081,33.03333333333333
10.09,33.06666666666666
10.09,33.06666666666666
10.09,33.10000000000001
10.09,33.13333333333334
10.09,33.13333333333334
10.09,33.13333333333334
10.09,33.16666666666667
10.09,33.2
10.09,33.233333333333334
10.09,33.266666666666666
10.1,33.2
10.1,33.16666666666667
10.1,33.10000000000001
10.1,33.10000000000001
10.1,33.10000000000001
10.1,33.10000000000001
10.1,33.10000000000001
10.1,33.06666666666666
10.1,33.03333333333333
10.1,33.0
10.11,33.03333333333333
10.11,33.10000000000001
10.11,33.13333333333334
10.11,33.16666666666667
10.11,33.2
10.11,33.16666666666667
10.11,33.19999999999999
10.11,33.2
10.11,33.19999999999999
10.11,33.23333333333332
10.12,33.19999999999999
10.12,33.16666666666666
10.12,33.133333333333326
10.12,33.099999999999994
10.12,33.099999999999994
10.12,33.06666666666668
10.12,33.06666666666668
10.12,33.033333333333346
10.12,33.033333333333346
10.12,33.0
10.13,33.06666666666668
10.13,33.10000000000001
10.13,33.13333333333334
10.13,33.13333333333334
10.13,33.13333333333334
10.13,33.16666666666667
10.13,33.2
10.13,33.19999999999999
10.13,33.23333333333332
10.131,33.266666666666666
10.14,33.23333333333332
10.14,33.23333333333332
10.14,33.19999999999999
10.14,33.2
10.14,33.16666666666667
10.14,33.2
10.14,33.16666666666667
10.14,33.16666666666667
10.14,33.16666666666667
10.14,33.16666666666667
10.15,33.2
10.15,33.233333333333334
10.15,33.266666666666666
10.15,33.3
10.15,33.3
10.15,33.3
10.15,33.3
10.15,33.3
10.15,33.3
10.151,33.33333333333334
10.16,33.30000000000001
10.16,33.30000000000001
10.16,33.266666666666666
10.16,33.233333333333334
10.16,33.2
10.16,33.16666666666667
10.16,33.13333333333334
10.16,33.16666666666667
10.16,33.16666666666667
10.16,33.13333333333334
10.17,33.13333333333334
10.17,33.10000000000001
10.17,33.13333333333334
10.17,33.13333333333334
10.17,33.16666666666667
10.17,33.133333333333326
10.17,33.16666666666666
10.17,33.19999999999999
10.17,33.2
10.171,33.2
10.18,33.16666666666666
10.18,33.099999999999994
10.18,33.06666666666666
10.18,33.03333333333333
10.18,33.03333333333333
10.18,33.03333333333333
10.18,33.0
10.18,33.0
10.18,33.0
10.18,32.966666666666654
10.19,33.0
10.19,33.0
10.19,33.0
10.19,33.03333333333333
10.19,33.06666666666666
10.19,33.099999999999994
10.19,33.133333333333326
10.19,33.099999999999994
10.19,33.099999999999994
10.19,33.133333333333326
10.2,33.133333333333326
10.2,33.099999999999994
10.2,33.06666666666666
10.2,33.03333333333333
10.2,33.0
10.2,33.03333333333333
10.2,33.03333333333333
10.2,33.0
10.2,33.0
10.201,32.96666666666667
10.21,33.0
10.21,33.06666666666668
10.21,33.10000000000001
10.21,33.13333333333334
10.21,33.16666666666667
10.21,33.2
10.21,33.233333333333334
10.21,33.26666666666668
10.21,33.266666666666666
10.21,33.30000000000001
10.22,33.266666666666666
10.22,33.2
10.22,33.2
10.22,33.16666666666667
10.22,33.133333333333326
10.22,33.099999999999994
10.22,33.06666666666666
10.22,33.099999999999994
10.22,33.10000000000001
10.221,33.06666666666668
10.23,33.10000000000001
10.23,33.16666666666667
10.23,33.2
10.23,33.233333333333334
10.23,33.233333333333334
10.23,33.233333333333334
