time,ch0_delta,ch1_delta,ch2_delta,ch3_delta,ch4_delta,ch5_delta,ch6_delta,ch7_delta
6.535,54.91999999999999,-17.81666666666669,23.406666666666666,0.3599999999999852,33.028333333333336,-26.948333333333352,4.153333333333336,6.536666666666662
6.545,54.92333333333332,-17.823333333333323,23.40833333333333,0.35499999999998977,33.035,-26.948333333333323,4.158333333333331,6.538333333333327
6.555,54.91666666666666,-17.82000000000002,23.406666666666666,0.35833333333332007,33.02666666666667,-26.950000000000017,4.153333333333308,6.5400000000000205
6.565,54.923333333333346,-17.826666666666654,23.40833333333333,0.3533333333333246,33.03333333333333,-26.951666666666654,4.158333333333331,6.541666666666686
6.575,54.91999999999999,-17.821666666666687,23.40833333333333,0.35833333333332007,33.02666666666667,-26.950000000000017,4.153333333333308,6.543333333333351
6.585,54.923333333333346,-17.828333333333347,23.409999999999997,0.3533333333333246,33.035,-26.948333333333323,4.156666666666666,6.545000000000016
6.595,54.920000000000016,-17.823333333333352,23.409999999999997,0.3566666666666549,33.02666666666667,-26.948333333333352,4.153333333333308,6.546666666666681
6.605,54.92666666666668,-17.830000000000013,23.41166666666666,0.3533333333333246,33.03333333333333,-26.948333333333323,4.156666666666666,6.548333333333346
6.615,54.923333333333346,-17.825000000000017,23.409999999999997,0.3566666666666549,33.025000000000006,-26.94500000000002,4.151666666666642,6.550000000000011
6.625,54.92999999999998,-17.831666666666678,23.41166666666666,0.35166666666665947,33.03333333333333,-26.943333333333328,4.155000000000001,6.5516666666666765
6.635,54.923333333333346,-17.826666666666682,23.41166666666666,0.35499999999998977,33.025000000000006,-26.94500000000002,4.149999999999977,6.553333333333313
6.645,54.92999999999998,-17.833333333333343,23.413333333333355,0.35166666666665947,33.031666666666666,-26.944999999999993,4.155000000000001,6.555000000000007
6.655,54.92333333333332,-17.830000000000013,23.413333333333327,0.35499999999998977,33.02499999999998,-26.94500000000002,4.150000000000006,6.558333333333309
6.665,54.92666666666668,-17.83833333333334,23.41500000000002,0.35166666666665947,33.03333333333333,-26.944999999999993,4.153333333333308,6.560000000000002
