time,left_gate,right_gate,delta
65.33,115.2,82.55,32.650000000000006
65.34,115.2,82.55,32.650000000000006
65.34,115.2,82.55,32.650000000000006
65.34,115.2,82.53,32.67
65.34,115.19,82.52,32.67
65.34,115.19,82.53,32.66
65.34,115.16,82.49,32.67
65.34,115.15,82.49,32.66000000000001
65.34,115.07,82.42,32.64999999999999
65.34,115.13,82.47,32.66
65.34,115.11,82.47,32.64
65.35,115.11,82.47,32.64
65.35,115.11,82.47,32.64
65.35,115.11,82.48,32.629999999999995
65.35,115.13,82.48,32.64999999999999
65.35,115.12,82.47,32.650000000000006
65.35,115.12,82.48,32.64
65.35,115.12,82.49,32.63000000000001
65.35,115.11,82.49,32.620000000000005
65.35,115.11,82.49,32.620000000000005
65.35,115.1,82.48,32.61999999999999
65.36,115.1,82.48,32.61999999999999
65.36,115.1,82.48,32.61999999999999
65.36,115.09,82.46,32.63000000000001
65.36,115.09,82.46,32.63000000000001
65.36,115.09,82.46,32.63000000000001
65.36,115.09,82.46,32.63000000000001
65.36,115.09,82.45,32.64
65.36,115.1,82.45,32.64999999999999
65.36,115.1,82.45,32.64999999999999
65.36,115.1,82.45,32.64999999999999
65.37,115.1,82.45,32.64999999999999
65.37,115.1,82.45,32.64999999999999
65.37,115.1,82.45,32.64999999999999
65.37,115.11,82.45,32.66
65.37,115.1,82.44,32.66
65.37,115.1,82.44,32.66
65.37,115.08,82.43,32.64999999999999
65.37,115.0,82.34,32.66
65.37,115.06,82.4,32.66
65.37,115.09,82.43,32.66
65.38,115.09,82.43,32.66
65.38,115.09,82.43,32.66
65.38,115.09,82.43,32.66
65.38,115.09,82.43,32.66
65.38,115.08,82.42,32.66
65.38,115.08,82.43,32.64999999999999
65.38,115.08,82.44,32.64
65.38,115.09,82.45,32.64
65.38,115.08,82.44,32.64
65.38,115.05,82.41,32.64
65.39,115.05,82.41,32.64
65.39,115.06,82.41,32.650000000000006
65.39,115.06,82.41,32.650000000000006
65.39,115.07,82.43,32.639999999999986
65.39,115.09,82.45,32.64
65.39,115.1,82.46,32.64
65.39,115.11,82.46,32.650000000000006
65.39,115.19,82.54,32.64999999999999
65.39,115.15,82.5,32.650000000000006
65.39,115.16,82.5,32.66
65.4,115.16,82.5,32.66
65.4,115.16,82.5,32.66
65.4,115.15,82.5,32.650000000000006
65.4,115.15,82.5,32.650000000000006
65.4,115.15,82.49,32.66000000000001
65.4,115.15,82.49,32.66000000000001
65.4,115.15,82.5,32.650000000000006
65.4,115.15,82.5,32.650000000000006
65.4,115.15,82.49,32.66000000000001
65.4,115.11,82.45,32.66
65.41,115.11,82.45,32.66
65.41,115.12,82.45,32.67
65.41,115.11,82.44,32.67
65.41,115.07,82.41,32.66
65.41,115.07,82.41,32.66
65.41,115.06,82.4,32.66
65.41,115.06,82.41,32.650000000000006
65.41,115.06,82.41,32.650000000000006
65.41,115.03,82.38,32.650000000000006
65.41,115.04,82.38,32.66000000000001
65.42,115.04,82.38,32.66000000000001
65.42,115.04,82.38,32.66000000000001
65.42,115.05,82.38,32.67
65.42,115.04,82.37,32.67
65.42,115.04,82.37,32.67
65.42,115.04,82.37,32.67
65.42,115.04,82.37,32.67
65.42,115.02,82.36,32.66
65.42,115.02,82.37,32.64999999999999
65.42,114.99,82.34,32.64999999999999
65.43,114.99,82.34,32.64999999999999
65.43,114.99,82.34,32.64999999999999
65.43,114.99,82.34,32.64999999999999
65.43,114.99,82.34,32.64999999999999
65.43,114.98,82.34,32.64
65.43,114.98,82.34,32.64
65.43,114.99,82.34,32.64999999999999
65.43,114.99,82.33,32.66
65.43,114.99,82.34,32.64999999999999
65.43,114.98,82.33,32.650000000000006
65.44,114.98,82.33,32.650000000000006
65.44,114.99,82.33,32.66
65.44,114.99,82.34,32.64999999999999
65.44,114.98,82.33,32.650000000000006
65.44,115.04,82.38,32.66000000000001
65.44,115.05,82.4,32.64999999999999
65.44,115.06,82.39,32.67
65.44,115.06,82.39,32.67
65.44,115.09,82.42,32.67
65.44,115.13,82.45,32.67999999999999
65.45,115.13,82.45,32.67999999999999
65.45,115.13,82.45,32.67999999999999
