time, ch0_left_gate_raw, ch0_right_gate_raw, ch1_left_gate_raw, ch1_right_gate_raw, ch2_left_gate_raw, ch2_right_gate_raw, ch3_left_gate_raw, ch3_right_gate_raw
25671,314,273,805,664,263,220,267,247
25680,301,262,1294,1033,270,222,265,247
25681,315,273,804,663,263,221,268,248
25690,301,262,1292,1023,269,222,264,247
25691,314,273,802,662,262,220,267,247
25700,301,262,1293,1034,269,222,265,248
25701,315,273,808,665,263,221,268,248
25710,301,262,1290,1027,269,222,264,247
25711,314,273,794,664,262,220,267,247
25720,301,262,1292,1033,269,222,265,248
25721,314,274,783,665,261,220,267,247
25730,301,262,1293,1027,269,221,264,247
25731,315,273,807,667,263,220,267,247
25740,301,262,1293,1033,269,222,265,248
25741,315,273,791,662,262,220,268,248
25750,301,262,1285,1026,269,221,263,247
25751,313,273,770,663,260,219,265,246
25760,301,262,1295,1032,270,222,265,248
25761,316,273,805,663,263,221,268,248
25770,301,262,1296,1028,269,221,264,247
25771,315,273,808,668,263,220,267,247
25780,301,262,1297,1034,270,222,265,248
25781,315,274,810,665,263,221,268,248
25790,301,262,1295,1025,269,221,264,247
25791,314,273,801,662,262,220,267,247
25800,301,262,1296,1034,270,222,265,248
25801,316,274,808,666,263,221,268,248
25810,302,262,1293,1028,269,221,264,247
25811,315,273,806,663,263,220,267,247
25820,301,262,1298,1033,269,222,265,248
25821,316,274,807,663,263,221,268,248
25830,301,262,1298,1028,269,221,264,247
25831,315,273,809,668,263,220,267,247
25840,301,262,1296,1034,270,222,265,248
25841,315,274,810,666,263,221,268,248
25850,301,262,1296,1025,269,221,264,247
25851,315,273,787,667,262,220,267,247
25860,301,262,1296,1032,269,222,265,248
25861,315,273,808,663,263,221,269,248
25870,302,262,1296,1028,269,221,264,247
25871,315,273,807,666,263,220,267,247
25880,302,262,1297,1033,270,222,265,248
25881,314,274,794,657,262,220,268,248
25890,302,262,1296,1026,269,221,264,247
25891,315,273,805,664,262,220,267,247
25900,301,263,1294,1031,269,222,265,248
25901,315,274,808,664,263,221,268,248
25910,302,262,1297,1030,269,221,264,247
25911,314,273,802,662,262,220,267,247
25920,302,262,1296,1034,270,222,265,248
25921,316,274,816,665,263,221,269,248
25930,302,262,1297,1028,269,221,264,247
25931,314,273,808,663,263,220,267,247
25940,302,262,1295,1032,269,222,265,248
25941,316,274,814,665,263,221,269,248
25950,302,263,1295,1025,269,221,264,247
25951,315,273,805,662,263,220,267,247
25960,301,262,1297,1043,269,222,265,248
25961,316,274,814,676,263,221,268,248
25970,301,262,1302,1069,269,221,264,247
25971,315,273,813,667,263,220,267,248
25980,301,262,1295,1033,269,222,265,247
25981,316,274,811,662,263,221,268,248
25990,302,262,1294,1027,269,221,264,247
25991,315,273,808,663,262,220,267,247
26000,301,262,1300,1034,270,222,265,248
26001,316,274,816,667,263,221,269,248
26010,301,262,1298,1026,269,221,264,247
26011,315,273,809,664,263,220,267,247
26020,301,262,1298,1034,269,222,265,248
26021,316,274,816,664,263,221,268,248
26030,301,262,1301,1029,269,221,264,247
26031,315,273,805,664,263,220,267,247
26040,302,262,1296,1035,269,222,265,248
26041,316,274,798,657,262,220,268,247
26050,302,262,1297,1026,269,221,264,247
26051,314,273,808,665,262,220,267,247
26060,302,262,1300,1036,269,222,265,248
26061,317,274,769,670,261,220,267,247
26070,302,263,1292,1027,269,221,264,247
26071,315,273,790,653,261,220,266,247
26080,302,263,1299,1033,269,222,265,248
26081,317,274,801,664,263,221,268,248
26090,303,262,1296,1030,269,221,264,247
26091,316,273,810,665,263,220,267,248
26100,302,262,1298,1035,269,222,265,248
26101,316,274,814,666,263,221,269,248
26110,302,262,1297,1025,269,221,264,247
26111,316,273,816,664,263,220,268,248
26120,302,262,1299,1028,269,222,265,248
26121,316,274,814,663,263,221,268,248
26130,302,262,1312,1024,276,227,290,275
26131,311,266,1280,1001,274,226,288,273
26140,302,262,1301,1028,269,222,265,248
26141,317,274,812,664,263,221,268,248
26150,302,262,1300,1025,269,221,264,247
26151,316,273,812,666,263,220,267,247
26160,302,262,1300,1029,270,222,265,248
26161,317,274,800,666,263,221,268,248
26170,302,262,1301,1024,269,221,264,247
26171,316,273,805,666,263,220,267,247
26180,303,262,1300,1031,270,222,265,248
26181,317,274,813,661,263,221,269,248
26190,302,262,1300,1024,269,221,264,247
26191,315,273,774,663,261,220,266,247
26200,302,262,1298,1029,270,222,265,248
26201,316,274,795,658,262,220,268,247
26210,301,262,1303,1033,269,221,264,247
26211,315,273,808,671,263,220,267,247
26220,302,263,1300,1029,269,222,265,248
26221,316,274,812,659,263,221,269,248
26230,302,263,1304,1026,269,221,264,247
26231,315,273,793,658,262,220,267,247
26240,301,262,1304,1029,270,222,265,247
26241,316,274,815,663,263,221,269,248
26250,302,263,1299,1023,269,221,264,247
26251,316,273,803,663,262,220,267,247
26260,302,262,1300,1031,269,222,265,248
26261,316,274,815,664,263,221,269,248
26270,302,262,1299,1025,269,221,264,247
26271,315,273,815,667,263,220,267,248
26280,301,262,1302,1031,269,222,265,248
26281,316,273,818,663,263,221,269,248
26290,302,262,1303,1027,269,221,264,247
26291,315,273,785,663,262,220,266,247
26300,301,262,1306,1033,269,222,265,247
26301,316,274,815,662,263,221,268,248
26314,300,262,1288,1013,275,227,289,275
26320,302,262,1304,1031,269,222,265,248
26321,315,274,808,660,263,221,268,248
26330,302,262,1302,1024,269,221,264,247
26331,315,273,776,656,261,220,266,246
26340,301,262,1305,1029,269,222,265,248
26341,316,274,812,660,263,221,268,248
26350,301,262,1304,1024,269,221,264,247
26351,314,273,786,658,261,220,266,247
26360,302,262,1306,1032,269,222,265,248
26361,316,274,810,662,263,221,268,248
26370,301,262,1306,1023,269,221,264,247
26371,315,273,805,661,262,220,267,247
26380,301,262,1305,1031,269,222,265,247
26381,315,274,789,656,262,220,267,247
26390,302,262,1304,1027,269,221,264,247
26391,315,273,797,660,262,220,267,247
26400,301,262,1309,1031,269,222,265,248
26401,316,274,808,660,263,221,268,248
26410,302,262,1306,1026,269,221,264,247
26411,315,273,788,660,262,220,267,247
26420,302,262,1301,1031,269,222,265,248
26421,316,274,806,657,263,220,268,248
26430,302,262,1294,1026,269,221,264,247
26431,314,273,779,653,261,220,266,246
26440,302,262,1308,1028,269,222,265,248
26441,316,274,812,662,263,221,268,248
26450,301,262,1309,1027,269,221,264,247
26451,316,273,805,663,262,220,267,247
26460,302,262,1306,1033,269,222,265,248
26461,315,274,767,662,260,220,267,247
26470,302,262,1303,1025,269,221,264,247
26471,315,273,798,655,262,220,267,247
26480,302,262,1304,1031,269,222,265,248
26481,315,274,795,659,262,220,268,247
26490,301,262,1304,1024,269,221,264,247
26491,315,273,798,657,262,220,267,247
26500,301,262,1309,1032,269,222,265,248
26501,316,274,806,659,263,221,268,248
26510,302,262,1303,1025,269,221,264,247
26511,315,273,790,655,262,220,266,247
26520,301,262,1305,1032,269,222,265,248
26521,315,274,791,659,262,220,268,247
26530,302,262,1305,1023,269,221,264,247
26531,314,273,794,655,262,220,266,247
26540,302,262,1306,1031,269,222,265,248
26541,316,274,787,663,262,220,268,248
26550,302,262,1307,1024,269,221,264,247
26551,315,273,788,660,262,220,266,247
26560,302,262,1304,1030,269,222,265,248
26561,316,274,806,661,263,220,268,248
26570,302,262,1301,1026,269,221,263,247
26571,314,273,782,658,261,220,266,247
26580,302,262,1306,1031,269,222,265,248
26581,316,274,810,662,263,220,269,248
26590,302,263,1305,1026,269,221,264,247
26591,315,273,790,660,262,220,266,247
26600,302,262,1310,1030,270,222,265,248
26601,315,274,785,660,262,220,267,247
26610,302,262,1289,1026,268,221,263,247
26611,313,273,766,669,260,219,265,246
26620,302,262,1304,1031,269,222,265,248
26621,316,274,794,657,262,220,268,247
26630,302,262,1308,1025,269,221,264,247
26631,315,273,803,661,262,220,267,247
26640,301,262,1307,1030,269,222,265,248
26641,315,274,805,659,263,220,268,248
26650,302,263,1309,1026,269,221,264,247
26651,316,273,802,661,262,220,267,247
26660,302,262,1311,1032,269,222,265,248
26661,315,274,786,659,262,220,267,247
26670,302,262,1308,1024,269,221,264,247
26671,315,273,799,658,262,220,267,247
26680,301,262,1306,1031,269,222,265,248
26681,316,274,802,660,263,220,268,248
26690,302,263,1306,1026,269,221,264,247
26691,314,273,760,653,260,219,266,246
26700,302,262,1309,1029,269,222,265,248
26701,315,274,807,659,263,221,268,248
26710,302,262,1305,1026,269,221,264,247
26711,315,273,791,652,262,220,266,247
26720,302,262,1313,1030,269,222,265,248
26721,316,274,803,659,262,220,268,248
26730,302,263,1309,1024,269,221,264,247
26731,316,273,805,662,263,220,267,247
26740,302,262,1306,1045,269,222,265,248
26741,316,274,810,669,263,221,268,248
26750,302,263,1306,1037,269,221,264,247
26751,315,273,803,665,262,220,267,247
26760,302,262,1309,1044,269,222,265,248
26761,317,274,809,670,263,221,268,248
26770,301,262,1311,1024,269,221,264,247
26771,315,273,806,663,263,220,267,247
26780,302,262,1310,1030,269,222,265,248
26781,316,274,793,659,262,220,268,247
26790,303,263,1310,1027,269,221,264,247
26791,315,273,772,659,261,220,266,247
26800,301,263,1310,1029,269,222,265,248
26801,315,274,808,658,263,220,268,248
26810,301,263,1311,1026,269,221,264,247
26811,314,273,790,651,261,220,267,247
26820,302,263,1309,1029,269,222,265,248
26821,317,274,808,661,263,221,268,248
26830,303,263,1307,1026,269,221,264,247
26831,315,273,807,662,263,220,267,247
26840,301,262,1313,1028,269,222,265,248
26841,316,274,784,661,262,220,268,247
26850,301,263,1312,1027,269,221,264,247
26851,315,273,804,661,262,220,267,248
26860,302,263,1309,1029,269,222,265,248
26861,316,274,808,660,263,221,268,248
26870,302,263,1312,1027,269,221,264,247
26871,315,274,800,658,262,220,267,247
26880,302,263,1311,1029,269,222,265,248
26881,316,274,802,661,263,220,268,248
26890,301,263,1305,1026,269,221,263,247
26891,314,274,781,656,261,219,266,247
26900,302,263,1311,1030,270,222,264,248
26901,316,275,808,659,263,220,268,248
26910,302,263,1310,1026,269,221,264,248
26911,315,274,801,658,262,220,267,247
26920,302,263,1309,1031,269,222,265,248
26921,316,275,805,660,263,220,268,248
26930,303,263,1312,1028,269,221,264,248
26931,316,274,783,661,262,220,266,247
26940,302,263,1313,1034,269,222,265,248
26941,316,274,795,658,262,220,268,248
26950,302,263,1308,1027,269,221,264,247
26951,315,274,800,656,262,220,267,247
26960,302,263,1315,1032,269,222,264,248
26961,316,274,804,658,263,220,268,248
26970,302,263,1316,1024,269,221,264,247
26971,315,274,798,657,262,220,267,247
26980,301,263,1315,1031,269,222,265,248
26981,316,274,769,660,261,220,267,247
26990,301,263,1308,1026,269,221,263,247
26991,315,273,778,653,261,219,266,247
27000,302,263,1313,1029,269,222,264,248
27001,315,274,807,658,263,220,268,248
27010,303,263,1311,1029,269,221,264,247
27011,315,274,786,662,262,220,267,247
27020,302,263,1312,1031,269,222,265,248
27021,316,274,811,660,263,220,268,248
27030,302,263,1312,1024,269,221,264,247
27031,315,274,806,660,262,220,267,247
27040,302,262,1310,1032,269,222,265,248
27041,316,274,800,661,262,220,268,248
27050,301,263,1311,1026,269,221,264,247
27051,315,273,787,656,261,220,266,247
27060,302,263,1314,1033,269,222,265,248
27061,316,274,809,660,263,220,268,248
27070,301,263,1310,1027,269,221,264,247
27071,315,274,797,655,262,220,266,247
27080,302,263,1315,1029,269,222,265,248
27081,316,274,797,664,262,220,268,248
27090,302,263,1313,1025,269,221,263,247
27091,314,274,794,653,262,220,266,247
27100,302,263,1318,1033,269,222,265,248
27101,316,274,796,657,262,220,268,247
27110,302,263,1309,1027,269,221,264,247
27111,315,273,799,658,262,220,267,247
27120,302,263,1313,1029,269,222,265,248
27121,315,274,805,658,263,220,268,248
27130,302,263,1316,1026,269,221,264,247
27131,315,273,800,657,262,220,267,247
27140,302,263,1315,1032,269,222,265,248
27141,315,274,802,659,263,220,268,248
27150,301,263,1315,1027,269,221,264,247
27151,314,273,802,659,262,220,267,247
27160,302,262,1319,1030,269,222,265,248
27161,316,274,813,663,263,220,268,248
27170,301,263,1313,1027,269,221,264,247
27171,314,273,796,655,262,220,267,247
27180,301,262,1317,1032,269,222,265,248
27181,316,274,809,662,263,221,268,248
27190,302,263,1314,1025,269,221,264,247
27191,315,273,769,659,261,220,266,246
27200,301,262,1314,1029,269,222,265,248
27201,316,274,810,661,263,220,268,248
27210,301,262,1313,1029,269,222,264,247
27211,315,273,797,656,262,220,267,247
27220,302,262,1316,1033,269,222,265,248
27221,316,274,810,661,263,221,268,248
27230,301,262,1313,1027,269,221,264,248
27231,315,273,788,656,262,220,266,247
27240,301,263,1317,1030,269,222,265,248
27241,315,274,804,659,263,220,268,248
27250,301,263,1314,1029,269,221,264,247
27251,315,273,785,659,261,220,266,247
27260,301,263,1319,1029,269,222,265,248
27261,315,274,781,657,261,220,267,247
27270,301,263,1315,1024,269,221,264,247
27271,315,273,790,651,262,220,266,247
27280,302,262,1319,1031,269,222,265,248
27281,316,274,813,662,263,221,268,248
27290,301,263,1317,1027,269,221,264,248
27291,315,273,803,660,262,220,267,247
27300,302,262,1320,1031,269,222,265,248
27301,316,274,810,661,263,221,268,248
27310,301,263,1313,1026,269,221,264,247
27311,315,273,772,656,261,219,266,247
27320,302,262,1318,1031,269,222,265,248
27321,315,274,809,660,263,220,268,248
27330,302,263,1315,1029,269,221,264,247
27331,315,273,799,655,262,220,267,247
27340,302,262,1317,1029,269,221,265,248
27341,316,274,811,661,263,221,268,248
27350,302,263,1307,1027,269,221,263,247
27351,315,273,783,657,261,219,266,247
27360,301,262,1318,1038,270,222,265,248
27361,317,274,812,668,263,221,268,248
27370,302,263,1317,1031,269,221,264,247
27371,316,273,808,665,263,220,267,247
27380,302,262,1320,1033,270,222,265,248
27381,316,274,812,664,263,221,268,248
27390,302,263,1314,1040,269,221,264,247
27391,315,273,776,658,261,219,266,247
27400,302,263,1320,1034,269,222,265,248
27401,316,274,811,664,263,221,268,248
27410,302,263,1311,1031,269,221,263,247
27411,314,273,786,654,261,220,266,247
27420,302,262,1321,1037,270,222,265,248
27421,316,274,798,657,262,220,268,247
27430,302,263,1316,1030,269,221,263,247
27431,315,273,772,654,261,219,266,247
27440,302,262,1320,1034,269,222,265,248
27441,316,274,778,665,262,220,267,247
27450,302,263,1317,1030,269,221,264,247
27451,315,273,787,657,261,220,266,247
27460,302,262,1325,1037,269,222,265,248
27461,316,274,806,661,263,221,268,248
27470,302,263,1318,1031,269,221,264,247
27471,316,273,800,659,262,220,267,247
27480,302,263,1325,1029,269,222,265,248
27481,317,274,812,663,263,221,268,248
27490,301,262,1319,1037,269,221,264,247
27491,315,273,805,661,262,220,267,247
27500,302,263,1323,1038,269,222,265,248
27501,316,274,811,662,263,221,268,248
27510,302,263,1319,1027,269,221,264,247
27511,315,274,801,659,262,220,267,247
27520,302,263,1321,1032,269,222,265,248
27521,316,274,795,661,263,220,268,248
27530,302,263,1316,1030,269,221,264,247
27531,315,274,801,657,262,220,267,247
27540,302,263,1321,1033,269,222,265,248
27541,316,274,780,660,262,220,267,247
27550,302,263,1316,1026,269,221,264,247
27551,314,274,769,653,261,219,266,247
27560,302,263,1320,1031,269,222,265,248
27561,315,274,809,660,263,220,268,248
27570,302,263,1313,1027,269,221,263,247
27571,314,274,783,655,261,219,266,247
27580,302,263,1320,1032,269,222,265,248
27581,315,274,790,658,262,220,267,247
27590,302,263,1312,1029,269,221,263,247
27591,314,274,773,662,260,219,266,246
27600,302,263,1323,1034,269,222,264,248
27601,316,275,809,661,263,220,268,248
27610,302,263,1318,1025,269,221,264,247
27611,314,274,794,654,262,220,267,247
27620,302,263,1323,1032,269,222,265,248
27621,316,274,803,657,263,220,268,248
27630,302,263,1314,1026,269,221,263,247
27631,314,274,786,654,261,219,266,247
27640,302,263,1324,1035,269,221,265,248
27641,316,274,815,665,263,221,268,248
27650,302,263,1315,1029,269,221,263,247
27651,314,274,780,658,261,219,266,247
27660,303,263,1325,1034,269,222,265,248
27661,316,274,812,662,263,221,268,248
27670,302,263,1313,1028,269,221,263,247
27671,314,274,759,656,260,219,265,246
27680,302,263,1321,1035,269,222,265,248
27681,316,274,810,664,263,220,268,248
27690,303,263,1314,1025,269,221,264,248
27691,315,274,799,657,262,220,267,247
27700,302,263,1324,1036,269,222,265,248
27701,316,275,814,663,263,220,268,248
27710,302,264,1306,1033,269,221,263,247
27711,313,274,760,679,259,219,264,246
27720,302,263,1326,1034,270,222,265,248
27721,317,275,773,665,261,220,267,247
27730,302,263,1313,1034,269,221,263,247
27731,314,274,773,665,260,219,265,247
27740,302,263,1321,1034,270,222,265,248
27741,316,275,799,656,262,220,268,248
27750,302,263,1316,1028,269,221,264,247
27751,315,274,790,653,261,220,266,247
27760,302,263,1324,1035,269,222,265,248
27761,317,275,816,666,263,221,269,248
27770,302,263,1319,1030,269,221,264,247
27771,315,274,786,654,261,219,266,247
27780,302,263,1324,1033,269,222,265,248
27781,316,275,811,663,263,221,268,248
27790,303,264,1315,1030,269,221,264,247
27791,315,275,770,653,261,219,266,246
27800,302,264,1322,1033,269,222,265,248
27801,316,276,793,664,262,220,268,248
27810,303,265,1316,1032,269,221,263,247
27811,315,276,789,653,261,220,266,247
27820,302,265,1323,1031,269,222,265,248
27821,317,277,814,666,263,221,269,248
27830,303,266,1315,1031,269,221,263,247
27831,315,277,781,657,261,219,266,247
27840,302,266,1330,1031,269,222,265,248
27841,317,278,789,665,262,220,268,248
27850,303,267,1316,1031,269,221,263,247
27851,315,278,778,658,261,219,266,247
27860,302,267,1329,1033,269,222,265,248
27861,317,280,775,664,262,220,267,247
27870,302,268,1314,1030,269,221,263,247
27871,315,279,778,662,260,219,266,246
27880,302,268,1328,1041,269,222,265,248
27881,316,280,807,665,263,220,268,248
27890,302,269,1317,1044,269,221,263,247
27891,315,280,774,664,260,219,266,246
27900,302,268,1324,1031,269,222,265,248
27901,316,281,797,656,262,220,268,248
27910,302,269,1317,1032,269,221,263,248
27911,315,280,789,651,261,220,266,247
27920,302,268,1327,1034,269,222,265,248
27921,317,281,815,665,263,221,269,248
27930,302,269,1309,1031,269,221,263,247
27931,313,280,759,673,259,219,265,246
27940,302,269,1329,1033,269,222,265,248
27941,316,281,807,664,263,220,268,248
27950,302,269,1318,1033,269,221,264,247
27951,314,280,787,653,261,220,266,247
27960,302,269,1331,1032,270,222,265,248
27961,316,281,814,664,263,221,269,248
27970,302,270,1319,1029,269,221,264,247
27971,315,280,797,656,262,220,267,247
27980,302,269,1329,1032,270,222,265,248
27981,316,282,808,662,263,220,268,248
27990,302,270,1318,1030,269,221,264,248
27991,314,281,783,653,261,220,266,247
28000,302,270,1329,1029,269,222,265,248
28001,316,282,812,663,263,221,268,248
28010,302,270,1318,1031,270,221,263,247
28011,315,281,783,655,261,220,266,247
28020,302,270,1330,1033,269,222,265,248
28021,315,282,809,659,263,220,268,248
28030,301,270,1320,1024,269,221,263,247
28031,313,281,774,663,260,219,266,246
28040,302,271,1330,1029,270,222,265,248
28041,316,282,811,661,263,221,268,248
28050,302,272,1317,1030,269,221,263,247
28051,313,282,773,666,260,219,265,246
28060,302,272,1330,1031,269,222,265,248
28061,316,284,797,657,262,220,268,247
28070,302,272,1318,1031,269,221,263,247
28071,314,283,773,659,260,219,266,246
28080,301,273,1330,1035,269,222,265,248
28081,315,284,806,659,263,220,268,248
28090,302,273,1316,1027,269,221,263,247
28091,314,284,762,669,259,219,265,246
28100,301,273,1327,1026,269,222,264,248
28101,315,285,794,658,262,220,268,248
28110,302,273,1317,1029,269,221,263,247
28111,313,284,775,662,260,219,266,246
28120,302,273,1322,1033,269,222,264,248
28121,316,284,796,655,262,220,268,248
28130,303,272,1318,1030,269,221,263,247
28131,315,283,772,667,260,219,265,246
28140,303,271,1332,1035,276,227,291,276
28141,313,275,1315,1015,275,227,289,274
28150,305,269,1311,1023,269,221,263,247
28151,316,280,777,662,261,219,266,247
28160,305,268,1331,1034,269,222,265,248
28161,320,279,816,667,263,221,268,248
28170,306,267,1318,1033,269,221,263,247
28171,319,277,763,655,260,219,265,246
28180,307,266,1322,1033,269,222,265,248
28181,322,277,825,670,264,221,269,249
28190,308,265,1319,1031,269,221,264,248
28191,321,275,801,659,262,220,267,247
28200,308,263,1324,1032,269,221,265,248
28201,323,275,824,670,264,221,269,248
28210,310,263,1316,1031,269,221,263,247
28211,322,274,795,655,262,220,267,247
28220,310,263,1328,1034,270,221,265,248
28221,324,274,812,663,264,221,268,248
28230,311,262,1316,1029,269,221,263,247
28231,324,273,796,659,262,220,267,247
28240,311,262,1327,1031,269,222,265,248
28241,327,274,826,677,264,221,269,249
28250,312,263,1314,1030,269,221,264,248
28251,324,273,795,658,262,220,267,247
28260,311,262,1325,1033,269,222,265,248
28261,326,274,829,674,264,221,269,249
28270,311,263,1319,1033,269,221,264,247
28271,325,273,807,664,263,220,267,247
28280,310,263,1329,1035,269,222,265,248
28281,326,274,830,677,264,221,269,249
28290,311,263,1319,1031,269,221,264,247
28291,323,273,794,660,262,220,267,247
28300,310,262,1327,1033,269,222,265,248
28301,325,274,829,674,264,221,269,249
28310,310,263,1321,1030,269,221,264,247
28311,324,273,810,664,263,220,267,248
28324,311,264,1367,1050,278,228,293,278
28330,309,263,1321,1035,269,221,264,247
28331,322,273,803,666,262,220,267,247
28340,307,262,1328,1033,269,222,265,248
28341,323,274,828,672,264,221,269,249
28350,308,262,1311,1032,269,221,263,247
28351,321,273,777,661,261,219,266,247
28360,308,262,1330,1035,269,222,265,248
28361,323,274,825,672,264,221,269,249
28370,307,262,1320,1029,269,221,263,247
28371,320,273,797,657,262,220,267,247
28380,307,262,1328,1033,269,222,265,248
28381,322,274,818,668,264,221,269,248
28390,307,263,1319,1033,269,221,263,247
28391,319,273,794,653,262,220,267,247
28400,306,262,1330,1031,269,222,265,248
28401,320,274,821,669,264,221,269,248
28410,305,262,1319,1030,269,221,263,247
28411,318,273,777,654,261,219,266,247
28420,304,262,1333,1033,270,222,265,248
28421,320,274,822,670,264,221,269,248
28430,304,262,1309,1031,269,221,263,247
28431,315,273,758,679,259,219,265,246
28440,304,262,1329,1030,269,221,264,248
28441,318,274,811,662,263,220,268,248
28450,304,263,1319,1030,269,221,263,247
28451,317,273,791,652,261,220,267,247
28460,304,262,1329,1030,269,221,264,248
28461,318,274,807,660,263,220,268,248
28470,304,262,1317,1030,269,221,263,248
28471,316,273,778,661,261,219,266,247
28480,304,262,1327,1032,269,221,264,248
28481,316,274,782,669,261,220,267,247
28490,304,262,1316,1033,269,222,263,247
28491,316,273,770,661,260,219,265,246
28500,303,262,1328,1030,269,222,264,248
28501,317,274,801,656,262,220,268,248
28510,303,263,1324,1041,269,221,264,247
28511,316,273,790,652,261,220,266,247
28520,303,262,1330,1031,269,222,264,248
28521,317,274,795,656,262,220,268,248
28530,303,262,1319,1031,269,221,263,247
28531,315,273,780,660,261,219,266,246
28540,303,262,1328,1032,269,221,264,248
28541,316,273,762,658,261,220,267,247
28550,302,262,1311,1032,269,221,263,247
28551,313,273,751,685,259,223,264,245
28560,303,262,1329,1031,269,222,264,248
28561,316,274,781,655,262,220,267,247
28570,303,262,1320,1030,269,221,263,247
28571,314,273,773,666,260,219,265,246
28580,302,262,1331,1032,269,221,264,248
28581,316,273,794,661,262,220,267,247
28590,302,262,1320,1029,269,221,263,248
28591,314,273,777,661,260,219,266,247
28600,302,262,1310,1030,269,221,263,248
28601,313,273,742,699,258,223,265,246
28610,303,262,1319,1032,269,221,263,247
28611,315,273,773,666,260,219,265,246
28620,302,262,1330,1031,269,222,264,248
28621,317,272,798,657,262,220,268,248
28630,302,262,1322,1034,269,221,263,247
28631,314,273,754,670,259,219,265,246
28640,303,262,1305,1030,269,221,263,248
28641,312,265,722,653,270,223,264,246
28650,303,262,1321,1034,269,221,263,247
28651,315,273,778,660,261,219,266,247
28660,303,262,1328,1032,269,222,264,248
28661,316,274,794,660,262,220,267,247
28670,303,262,1322,1029,269,221,263,247
28671,314,273,777,660,261,219,266,247
28680,302,262,1326,1029,269,221,264,248
28681,316,274,777,664,261,220,267,247
28690,302,262,1321,1031,269,221,263,247
28691,314,273,768,669,260,219,265,246
28700,302,262,1328,1032,269,222,264,248
28701,315,273,789,661,262,220,267,247
28710,302,262,1323,1030,269,221,264,247
28711,314,273,781,654,261,219,266,246
28720,302,262,1329,1030,269,221,264,248
28721,315,273,792,660,262,220,267,247
28730,303,262,1319,1051,269,221,263,247
28731,314,273,748,674,259,219,264,246
28740,302,262,1331,1046,269,221,264,248
28741,315,273,790,663,261,220,267,247
28750,302,262,1324,1032,269,221,263,247
28751,314,273,758,669,259,219,265,246
28760,302,262,1330,1031,269,221,264,248
28761,316,274,793,660,262,220,267,247
28770,302,262,1324,1028,269,221,263,247
28771,314,273,771,668,260,219,265,246
28780,302,262,1333,1032,269,221,264,248
28781,316,273,795,657,262,220,268,248
28790,302,262,1320,1036,269,221,263,247
28791,312,273,761,676,259,219,265,246
28800,301,262,1331,1030,269,221,264,248
28801,314,273,781,671,261,220,267,247
28810,301,262,1325,1032,269,221,263,247
28811,313,273,764,663,260,219,265,246
28820,301,262,1331,1031,269,222,264,248
28821,314,273,781,668,261,220,267,247
28830,301,262,1326,1031,269,221,263,248
28831,312,273,747,670,259,219,265,246
28840,301,262,1332,1030,269,222,264,248
28841,314,274,790,665,261,220,267,247
28850,301,262,1322,1031,269,221,263,247
28851,313,273,772,666,260,219,265,246
28860,301,263,1331,1028,269,222,264,248
28861,314,274,788,666,261,220,267,247
28870,301,262,1323,1031,269,221,263,247
28871,312,273,764,673,260,219,265,246
28880,301,262,1333,1033,269,221,264,248
28881,314,274,788,669,261,220,267,247
28890,301,262,1324,1031,269,221,263,247
28891,312,273,763,677,259,219,265,246
28900,301,262,1333,1034,269,222,264,248
28901,314,274,786,669,261,220,267,247
28910,301,263,1323,1030,269,221,263,247
28911,313,273,767,669,260,219,265,246
28920,301,262,1329,1031,269,222,264,248
28921,313,274,775,678,260,219,266,247
28930,301,262,1324,1032,269,221,263,247
28931,313,273,764,674,260,219,265,246
28940,301,263,1333,1029,269,221,264,248
28941,314,274,793,659,262,220,267,247
28950,301,263,1323,1031,269,221,263,247
28951,312,273,766,672,260,219,265,246
28960,301,262,1333,1041,269,221,264,248
28961,314,274,771,681,260,219,266,247
28970,301,262,1326,1029,269,221,263,248
28971,313,273,768,668,260,219,265,246
28980,301,262,1332,1032,269,221,264,248
28981,315,274,794,662,262,220,268,247
28990,302,263,1324,1030,269,221,263,248
28991,313,273,767,669,260,219,266,246
29000,301,262,1337,1031,269,221,264,248
29001,314,274,799,658,262,220,267,247
29010,301,263,1327,1032,269,221,263,248
29011,312,273,767,671,260,219,265,246
29020,301,263,1331,1037,269,222,264,248
29021,315,274,791,664,262,220,267,247
29030,302,263,1331,1028,269,221,263,247
29031,312,274,752,668,259,219,265,246
29040,301,263,1336,1031,269,222,264,248
29041,314,274,790,665,261,220,268,247
29050,301,263,1327,1030,269,221,263,248
29051,313,274,765,676,259,219,265,246
29060,301,262,1338,1033,269,222,264,248
29061,315,274,801,658,262,220,268,248
29070,301,263,1328,1034,269,221,264,248
29071,313,273,773,667,260,219,266,247
29080,302,262,1336,1042,269,222,264,248
29081,314,274,782,674,261,220,267,247
29090,301,263,1331,1032,269,221,264,248
29091,314,273,767,658,260,219,266,247
29100,302,262,1336,1035,269,222,264,248
29101,315,274,800,660,262,220,268,248
29110,301,263,1332,1036,269,221,264,248
29111,314,273,769,660,261,219,266,247
29120,302,262,1337,1034,269,222,265,248
29121,314,274,791,667,261,220,267,247
29130,302,262,1334,1041,269,221,264,248
29131,314,273,762,661,260,219,265,246
29140,302,262,1334,1039,269,222,264,248
29141,314,273,790,668,261,220,267,247
29150,301,263,1329,1040,269,221,264,248
