time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
4052023,29,-39,46,-42,63,-34,45,-31
4052033,28,-40,44,-41,68,-33,45,-32
4052043,28,-39,44,-42,68,-33,46,-31
4052053,28,-40,45,-41,67,-33,47,-31
4052063,28,-39,45,-41,67,-33,47,-31
4052073,28,-39,43,-43,66,-33,45,-30
4052083,28,-40,44,-41,68,-33,45,-30
4052093,28,-39,44,-41,67,-34,47,-30
4052103,28,-39,44,-42,67,-33,47,-30
4052113,28,-40,45,-42,67,-33,47,-30
4052123,28,-39,44,-42,68,-33,47,-30
4052133,28,-40,44,-44,65,-33,47,-30
4052143,28,-40,45,-42,66,-33,47,-30
4052153,28,-39,45,-43,66,-33,47,-30
4052163,28,-39,45,-42,67,-33,47,-30
4052173,26,-39,45,-41,68,-33,48,-30
4052183,26,-39,45,-41,70,-34,47,-29
4052193,26,-39,45,-41,67,-33,48,-29
4052203,26,-38,45,-41,67,-34,48,-29
4052213,25,-39,46,-41,70,-34,46,-29
4052223,25,-39,46,-41,67,-33,47,-29
4052233,25,-39,46,-41,65,-33,49,-29
4052243,25,-39,47,-42,65,-33,47,-28
4052253,24,-38,46,-41,66,-33,48,-28
4052263,25,-39,46,-41,66,-33,49,-28
4052273,24,-39,46,-41,67,-33,48,-28
4052283,24,-39,46,-41,65,-34,47,-28
4052293,25,-38,44,-42,65,-33,49,-28
4052303,24,-37,46,-40,66,-33,48,-28
4052313,25,-37,45,-42,67,-33,48,-28
4052323,25,-37,45,-42,64,-33,46,-28
4052333,26,-37,45,-41,65,-34,49,-28
4052343,26,-37,44,-41,66,-34,49,-28
4052353,26,-37,44,-41,66,-33,47,-28
4052363,26,-36,43,-41,66,-33,48,-28
4052373,26,-36,44,-41,67,-34,48,-28
4052383,26,-35,43,-41,66,-33,50,-28
4052393,26,-36,45,-41,65,-33,47,-28
4052403,26,-35,43,-41,62,-34,47,-28
4052413,26,-35,45,-41,67,-33,47,-28
4052423,25,-35,45,-41,66,-34,48,-28
4052433,25,-35,45,-40,62,-34,47,-26
4052443,25,-35,45,-41,68,-33,49,-26
4052453,25,-35,45,-41,67,-34,49,-27
4052463,25,-35,44,-40,68,-33,49,-27
4052473,25,-35,44,-41,69,-33,49,-27
4052483,23,-35,44,-40,68,-33,46,-27
4052493,24,-35,44,-41,68,-33,46,-27
4052503,25,-34,44,-41,67,-34,46,-28
4052513,26,-35,44,-40,73,-34,47,-27
4052523,26,-35,44,-41,69,-34,47,-27
4052533,25,-35,44,-41,69,-34,49,-27
4052543,25,-36,44,-40,70,-34,48,-27
4052553,25,-36,44,-41,69,-34,47,-28
4052563,25,-35,44,-40,65,-34,48,-26
4052573,25,-35,44,-39,68,-34,48,-28
4052583,26,-35,44,-40,72,-34,49,-28
4052593,26,-36,44,-41,69,-34,48,-28
4052603,25,-35,45,-41,71,-34,49,-29
4052613,26,-35,44,-39,70,-34,49,-28
4052623,26,-35,44,-40,70,-34,49,-29
4052633,26,-36,44,-39,70,-33,49,-29
4052643,27,-36,44,-40,71,-33,49,-29
4052653,26,-35,45,-40,70,-33,49,-29
4052663,25,-36,44,-40,68,-33,50,-28
4052673,26,-35,44,-41,70,-33,50,-29
4052683,26,-35,44,-41,71,-34,50,-28
4052693,26,-34,44,-41,70,-33,50,-29
4052703,26,-35,44,-41,70,-33,50,-29
4052713,25,-34,44,-41,70,-33,49,-28
4052723,26,-33,44,-41,68,-34,49,-28
4052733,26,-34,44,-42,71,-33,50,-29
4052743,26,-33,44,-41,69,-33,49,-28
4052753,26,-33,44,-41,72,-33,48,-28
4052763,26,-34,43,-42,71,-33,50,-29
4052773,26,-35,44,-41,69,-33,50,-28
4052783,23,-35,44,-41,68,-33,50,-29
4052793,26,-34,43,-42,63,-33,48,-28
4052803,26,-34,44,-42,69,-33,51,-29
4052813,26,-35,44,-42,69,-33,51,-29
4052823,26,-35,44,-42,67,-34,49,-29
4052833,26,-35,44,-41,74,-33,49,-28
4052843,26,-35,43,-41,68,-33,51,-29
4052853,26,-35,44,-41,71,-33,51,-29
4052863,26,-35,43,-42,70,-34,50,-29
4052873,26,-35,43,-41,68,-33,50,-28
4052883,26,-36,44,-41,66,-34,49,-28
4052893,26,-36,43,-42,67,-33,50,-28
4052903,27,-36,43,-43,68,-33,51,-28
4052913,26,-36,43,-42,70,-33,50,-28
4052923,27,-36,43,-43,69,-33,51,-28
4052933,26,-36,44,-42,70,-33,51,-28
4052943,26,-36,43,-43,69,-34,49,-29
4052953,27,-37,43,-43,69,-34,51,-28
4052963,27,-36,43,-43,68,-33,52,-28
4052973,26,-36,43,-43,68,-33,52,-28
4052983,27,-36,43,-42,69,-34,52,-28
4052993,26,-37,44,-42,68,-33,52,-28
4053003,26,-36,44,-42,73,-34,51,-27
4053013,27,-38,44,-43,70,-33,52,-28
4053023,26,-36,44,-43,70,-33,51,-28
4053033,26,-37,44,-43,69,-33,52,-28
4053043,26,-38,44,-43,67,-34,51,-28
4053053,26,-37,43,-42,70,-34,51,-29
4053063,26,-37,43,-43,67,-34,50,-28
4053073,26,-38,44,-43,66,-33,50,-29
4053083,26,-37,42,-43,67,-33,51,-29
4053093,26,-37,44,-43,68,-33,51,-29
4053103,26,-37,44,-43,67,-33,50,-30
4053113,26,-38,44,-43,69,-33,51,-28
4053123,26,-38,44,-42,68,-34,52,-29
4053133,26,-37,44,-42,72,-34,51,-27
4053143,26,-38,44,-42,65,-33,52,-29
4053153,27,-38,43,-43,66,-33,50,-28
4053163,26,-37,42,-43,67,-33,50,-29
4053173,25,-38,43,-43,64,-33,51,-28
4053183,26,-38,42,-42,68,-33,51,-27
4053193,26,-38,43,-42,69,-33,51,-29
4053203,27,-38,43,-43,68,-33,50,-29
4053213,26,-38,44,-43,63,-33,51,-28
4053223,27,-38,42,-44,67,-33,50,-29
4053233,26,-38,42,-44,66,-33,52,-30
4053243,25,-38,42,-43,67,-33,51,-28
4053253,26,-39,42,-44,68,-33,52,-28
4053263,25,-37,43,-43,67,-33,49,-30
4053273,26,-38,43,-43,65,-33,51,-29
4053283,26,-38,43,-43,68,-33,53,-30
4053293,26,-39,43,-44,67,-32,51,-28
4053303,25,-38,42,-44,65,-33,49,-30
4053313,26,-38,44,-44,67,-32,52,-29
4053323,25,-38,42,-43,68,-32,52,-30
4053333,26,-37,42,-43,68,-33,52,-29
4053343,26,-38,42,-44,71,-33,50,-29
4053353,26,-38,42,-44,71,-33,52,-29
4053363,26,-38,42,-43,69,-33,52,-29
4053373,26,-37,42,-44,68,-33,52,-30
4053383,26,-37,42,-43,68,-33,52,-29
4053393,26,-37,42,-43,68,-33,52,-29
4053403,26,-37,43,-43,68,-34,52,-30
4053413,27,-37,42,-43,68,-33,52,-30
4053423,26,-37,42,-44,68,-32,52,-29
4053433,26,-37,42,-44,68,-32,52,-29
4053443,26,-37,42,-44,68,-32,51,-30
4053453,26,-37,42,-43,67,-33,51,-30
4053463,26,-37,41,-42,69,-33,52,-30
4053473,25,-37,42,-43,68,-32,52,-30
4053483,26,-37,42,-43,68,-33,52,-30
4053493,26,-37,42,-43,69,-33,50,-30
4053503,26,-38,42,-43,68,-34,52,-30
4053513,26,-38,42,-43,68,-34,52,-30
4053523,26,-38,42,-43,68,-34,51,-30
4053533,26,-39,42,-43,67,-34,52,-30
4053543,25,-39,42,-43,68,-34,52,-30
4053553,26,-39,43,-43,67,-33,52,-30
4053563,26,-39,42,-43,67,-34,51,-30
4053573,26,-39,42,-43,67,-34,52,-30
4053583,26,-39,41,-44,68,-33,52,-31
4053593,26,-39,41,-43,68,-32,53,-30
4053603,26,-39,42,-43,67,-30,53,-31
4053613,26,-39,41,-43,64,-31,51,-30
4053623,26,-38,42,-43,67,-32,51,-31
4053633,26,-37,42,-43,66,-30,51,-29
4053643,25,-39,43,-43,67,-31,51,-29
4053653,26,-40,43,-43,67,-30,52,-30
4053663,26,-39,43,-43,67,-31,52,-30
4053673,26,-40,43,-43,66,-31,50,-30
4053683,24,-40,43,-43,67,-31,52,-30
4053693,26,-40,43,-43,64,-31,52,-28
4053703,26,-40,43,-43,67,-31,52,-29
4053713,26,-40,42,-43,70,-31,51,-29
4053723,26,-41,42,-43,67,-32,52,-29
4053733,26,-40,39,-43,70,-33,51,-30
4053743,26,-39,43,-43,68,-32,50,-30
4053753,26,-40,42,-43,68,-34,51,-30
4053763,26,-40,42,-42,67,-34,49,-30
4053773,27,-40,42,-42,70,-34,50,-31
4053783,26,-40,42,-42,65,-35,50,-30
4053793,26,-39,42,-43,68,-35,50,-30
4053803,26,-40,42,-43,68,-36,50,-30
4053813,26,-39,42,-43,68,-36,50,-30
4053823,26,-39,42,-42,70,-37,49,-29
4053833,26,-39,42,-43,68,-37,50,-30
4053843,26,-39,42,-43,73,-37,50,-30
4053853,26,-40,42,-43,69,-37,50,-30
4053863,26,-40,42,-43,68,-36,50,-29
4053873,26,-40,42,-43,69,-37,50,-30
4053883,26,-40,42,-43,68,-36,49,-30
4053893,26,-40,41,-43,68,-36,50,-30
4053903,26,-40,42,-43,68,-34,50,-31
4053913,26,-40,41,-43,68,-35,49,-30
4053923,26,-41,41,-43,68,-36,48,-30
4053933,25,-41,41,-43,68,-36,48,-29
4053943,26,-40,41,-43,63,-36,47,-31
4053953,26,-42,41,-43,72,-36,48,-30
4053963,26,-41,42,-44,67,-37,48,-31
4053973,26,-41,41,-43,68,-36,48,-29
4053983,26,-41,41,-43,68,-35,47,-30
4053993,26,-41,42,-42,68,-37,48,-31
4054005,26,-41,42,-43,68,-36,47,-37
4054013,26,-41,42,-43,68,-36,47,-30
4054023,26,-41,41,-42,68,-36,48,-29
4054033,26,-40,41,-43,68,-35,48,-30
4054043,25,-39,41,-43,68,-34,47,-30
4054053,26,-36,41,-43,66,-34,46,-30
4054063,25,-40,40,-42,69,-35,48,-30
4054073,26,-39,41,-43,66,-34,47,-31
4054083,26,-39,40,-42,70,-34,47,-30
4054093,25,-38,41,-42,68,-33,48,-29
4054103,26,-39,41,-42,68,-36,49,-30
4054113,26,-38,41,-42,68,-35,45,-30
4054123,27,-38,42,-42,67,-34,48,-30
4054133,26,-38,41,-43,67,-34,48,-30
4054143,26,-37,43,-43,67,-34,49,-30
4054153,26,-37,40,-43,68,-34,48,-30
4054163,26,-37,41,-42,69,-35,47,-30
4054173,26,-37,41,-43,68,-35,49,-31
4054183,26,-36,42,-43,68,-34,49,-30
4054193,26,-36,41,-43,68,-35,48,-30
4054203,27,-35,42,-43,68,-34,47,-30
4054213,26,-36,41,-43,67,-34,47,-30
4054223,26,-36,42,-42,68,-35,50,-31
4054233,26,-36,44,-42,68,-34,46,-31
4054243,25,-36,43,-42,68,-35,49,-30
4054253,27,-36,43,-42,67,-34,47,-31
4054263,26,-35,44,-41,67,-35,48,-30
4054273,26,-36,43,-41,67,-35,48,-31
4054283,26,-36,43,-42,70,-35,48,-30
4054293,26,-36,43,-42,68,-34,49,-30
4054303,26,-36,44,-42,69,-35,49,-30
4054313,26,-34,44,-41,69,-35,47,-31
4054323,26,-35,44,-42,68,-35,49,-30
4054333,27,-35,44,-42,68,-36,47,-29
4054343,25,-34,46,-42,69,-34,46,-30
4054353,27,-33,46,-42,69,-34,48,-31
4054363,26,-33,46,-43,69,-33,48,-31
4054373,26,-33,46,-42,68,-34,48,-30
4054383,27,-32,45,-42,66,-34,47,-30
4054393,26,-32,46,-43,70,-34,47,-31
4054403,27,-32,46,-42,68,-33,48,-28
4054413,26,-32,46,-43,67,-33,48,-30
4054423,26,-32,46,-41,68,-34,48,-30
4054433,26,-32,46,-42,69,-34,48,-30
4054443,27,-31,46,-41,67,-33,48,-30
4054453,26,-32,46,-42,68,-34,48,-30
4054463,25,-32,46,-41,68,-35,49,-31
4054473,26,-32,47,-40,67,-33,48,-30
4054483,26,-32,46,-40,68,-33,49,-30
4054493,26,-31,45,-40,67,-34,47,-30
4054503,26,-32,47,-42,63,-33,46,-31
4054513,26,-32,45,-42,68,-33,48,-29
4054523,27,-32,46,-42,67,-34,47,-31
4054533,26,-32,46,-41,67,-32,48,-30
4054543,27,-32,45,-42,68,-33,46,-31
4054553,26,-32,45,-42,69,-31,48,-30
4054563,27,-32,45,-42,68,-32,47,-30
4054573,26,-32,45,-42,67,-33,48,-31
4054583,26,-32,45,-41,70,-33,46,-30
4054593,27,-32,44,-42,70,-34,45,-31
4054603,26,-32,45,-41,69,-33,46,-30
4054613,27,-33,45,-42,69,-33,47,-31
4054623,27,-33,46,-41,69,-35,47,-30
4054633,26,-33,45,-41,68,-33,45,-30
4054643,26,-33,45,-42,66,-33,46,-30
4054653,27,-33,45,-41,69,-34,47,-29
4054663,27,-34,45,-42,71,-34,45,-30
4054673,25,-33,45,-42,67,-33,48,-30
4054683,26,-33,46,-40,68,-33,46,-30
4054693,26,-33,46,-40,67,-34,45,-30
4054703,26,-33,46,-42,70,-34,48,-30
4054713,27,-33,46,-41,67,-34,47,-30
4054723,26,-33,46,-41,69,-33,47,-30
4054733,26,-32,47,-41,68,-35,47,-30
4054743,25,-32,43,-42,67,-34,46,-30
4054753,26,-33,46,-40,66,-33,47,-30
4054763,27,-34,46,-41,66,-33,47,-30
4054773,26,-33,46,-42,67,-34,47,-30
4054783,27,-33,46,-41,67,-33,47,-30
4054793,26,-33,48,-41,68,-33,47,-30
4054803,26,-35,47,-41,68,-33,47,-29
4054813,26,-34,48,-41,66,-33,47,-30
4054823,26,-35,47,-40,68,-33,46,-30
4054833,26,-35,47,-40,70,-33,47,-29
4054843,26,-35,47,-40,67,-33,49,-30
4054853,27,-36,47,-41,68,-32,48,-29
4054863,26,-35,46,-41,68,-32,49,-30
4054873,27,-36,46,-41,66,-34,48,-29
4054883,26,-36,47,-41,68,-33,48,-29
4054893,26,-36,44,-41,67,-33,46,-29
4054903,27,-36,45,-41,67,-34,48,-30
4054913,26,-36,46,-42,68,-33,47,-30
4054923,27,-36,46,-41,66,-33,48,-30
4054933,26,-36,46,-40,66,-34,48,-29
4054943,26,-36,46,-41,67,-33,48,-29
4054953,26,-36,46,-41,69,-33,47,-30
4054963,27,-36,46,-40,61,-33,46,-29
4054973,26,-37,46,-39,67,-32,46,-30
4054983,26,-37,46,-40,64,-33,47,-30
4054993,25,-35,45,-41,67,-33,44,-30
4055003,26,-36,46,-41,64,-34,45,-29
4055013,27,-36,46,-40,66,-33,47,-30
4055023,27,-35,46,-41,65,-34,46,-29
4055033,26,-37,46,-40,67,-33,45,-28
4055043,26,-36,47,-41,66,-34,47,-30
4055053,26,-37,45,-41,66,-33,47,-30
4055063,25,-37,46,-41,65,-35,45,-28
4055073,26,-37,47,-42,68,-34,47,-30
4055083,25,-37,47,-40,69,-34,47,-30
4055093,26,-37,46,-41,65,-33,46,-29
4055103,25,-37,46,-41,66,-33,47,-30
4055113,27,-38,45,-41,65,-34,47,-30
4055123,26,-37,45,-41,66,-34,45,-30
4055133,26,-37,45,-40,66,-34,46,-30
4055143,26,-37,45,-40,68,-33,43,-30
4055153,27,-37,46,-41,65,-33,45,-29
4055163,27,-38,44,-41,71,-33,45,-30
4055173,27,-36,46,-41,66,-34,47,-30
4055183,27,-38,44,-42,64,-33,47,-28
4055193,27,-37,45,-40,66,-34,47,-30
4055203,25,-36,45,-40,65,-34,45,-29
4055213,28,-37,44,-40,66,-34,46,-30
4055223,27,-37,44,-40,66,-34,47,-30
4055233,26,-37,44,-37,66,-33,46,-30
4055243,28,-37,45,-41,65,-35,47,-30
4055253,27,-37,44,-40,65,-33,47,-31
4055263,27,-37,44,-41,65,-33,47,-31
4055273,27,-37,44,-41,66,-34,47,-30
4055283,26,-37,44,-41,65,-34,47,-30
4055293,26,-37,45,-41,60,-33,46,-30
4055303,26,-38,44,-41,66,-35,47,-30
4055313,26,-37,44,-40,66,-33,47,-30
4055323,27,-38,44,-41,63,-34,47,-31
4055333,27,-38,44,-41,66,-34,46,-30
4055343,27,-38,43,-40,66,-35,47,-30
4055353,27,-37,43,-40,65,-34,45,-30
4055363,27,-37,45,-41,65,-33,45,-30
4055373,27,-38,43,-40,64,-34,45,-30
4055383,27,-36,45,-41,65,-32,45,-29
4055393,27,-38,43,-41,65,-32,46,-29
4055403,27,-37,43,-40,70,-33,47,-30
4055413,27,-37,43,-40,65,-34,46,-30
4055423,27,-36,44,-41,64,-34,47,-30
4055433,27,-38,43,-41,66,-34,47,-30
4055443,27,-37,43,-40,68,-34,45,-30
4055453,27,-37,43,-40,68,-34,45,-30
4055463,27,-37,43,-40,65,-34,47,-29
4055473,28,-37,43,-41,64,-34,48,-30
4055483,28,-37,42,-41,64,-34,46,-30
4055493,28,-37,42,-41,70,-34,47,-30
4055503,28,-38,42,-41,65,-34,47,-30
4055513,27,-37,42,-41,66,-34,47,-30
4055523,28,-37,43,-42,64,-35,47,-30
4055533,27,-37,42,-41,64,-34,47,-30
4055543,28,-37,43,-41,63,-35,45,-29
4055553,28,-37,43,-41,64,-34,47,-30
4055563,28,-37,43,-40,65,-35,47,-30
4055573,27,-37,42,-41,64,-33,47,-30
4055583,28,-36,43,-41,65,-34,47,-30
4055593,28,-37,43,-41,68,-35,46,-29
4055603,28,-37,43,-40,64,-33,47,-30
4055613,28,-37,43,-40,65,-34,47,-30
4055623,28,-37,44,-40,66,-35,45,-30
4055633,28,-37,44,-40,65,-35,47,-30
4055643,28,-37,43,-40,65,-33,46,-30
4055653,28,-37,43,-41,66,-35,46,-29
4055663,29,-37,43,-40,63,-33,46,-29
4055673,28,-37,43,-41,66,-35,47,-29
4055683,27,-37,43,-42,64,-35,46,-29
4055693,29,-37,44,-41,65,-33,46,-29
4055703,29,-37,43,-41,65,-35,46,-29
4055713,29,-38,43,-40,64,-35,44,-28
4055723,27,-37,41,-39,64,-34,45,-29
4055733,29,-38,43,-40,65,-35,46,-29
4055743,29,-38,43,-40,66,-35,47,-28
4055753,29,-38,42,-40,64,-34,47,-28
4055763,29,-38,43,-41,64,-34,45,-28
4055773,29,-38,43,-41,66,-34,47,-28
4055783,28,-37,44,-41,64,-32,48,-28
4055793,28,-38,44,-40,63,-34,48,-28
4055803,28,-38,43,-40,65,-34,49,-25
4055813,28,-38,42,-41,64,-34,48,-28
4055823,28,-38,43,-40,65,-34,50,-28
4055833,28,-38,43,-41,64,-34,50,-27
4055843,28,-38,42,-40,65,-35,51,-27
4055853,28,-38,43,-40,60,-34,49,-27
4055863,27,-38,42,-39,64,-34,49,-26
4055873,28,-38,42,-41,64,-34,50,-26
4055883,27,-38,42,-41,64,-34,48,-26
4055893,28,-38,42,-41,65,-34,49,-26
4055903,26,-37,42,-40,63,-34,50,-26
4055913,27,-38,43,-41,64,-34,50,-24
4055923,27,-38,43,-40,64,-36,49,-26
4055933,27,-39,41,-40,62,-34,49,-26
4055943,27,-38,41,-40,65,-34,49,-26
4055953,26,-39,42,-41,65,-34,48,-25
4055963,28,-39,41,-40,64,-34,48,-26
4055973,26,-39,41,-42,66,-34,47,-25
4055983,27,-39,41,-41,64,-35,49,-26
4055993,27,-39,40,-41,65,-35,49,-26
4056006,26,-39,37,-41,64,-33,35,-39
4056013,27,-38,43,-41,66,-34,49,-26
4056023,27,-38,44,-41,65,-34,49,-24
4056033,27,-38,43,-40,64,-34,49,-26
4056043,28,-38,42,-40,67,-34,50,-26
4056053,27,-38,43,-40,64,-33,51,-27
4056063,27,-38,44,-40,66,-34,52,-26
4056073,27,-38,45,-39,64,-35,51,-23
4056083,27,-38,45,-41,63,-35,49,-26
4056093,27,-38,46,-41,62,-35,51,-26
4056103,27,-38,46,-40,65,-35,51,-27
4056113,27,-38,45,-41,65,-35,49,-27
4056123,28,-38,46,-40,64,-35,51,-27
4056133,28,-38,44,-40,63,-35,49,-27
