time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
4124613,22,-35,42,-42,67,-35,50,-31
4124623,21,-36,43,-42,65,-35,50,-30
4124633,20,-36,43,-41,68,-36,50,-32
4124643,18,-36,42,-42,67,-36,50,-30
4124653,21,-36,41,-42,68,-35,50,-31
4124663,21,-35,42,-42,73,-35,49,-31
4124673,18,-36,41,-42,67,-35,50,-31
4124683,22,-35,41,-41,68,-36,51,-31
4124693,21,-36,41,-42,67,-35,50,-30
4124703,25,-35,42,-40,70,-35,46,-30
4124713,22,-36,42,-41,68,-35,48,-31
4124723,25,-35,43,-41,69,-36,48,-31
4124733,24,-36,43,-41,69,-37,50,-30
4124743,25,-36,43,-42,71,-34,50,-31
4124753,27,-36,43,-42,68,-34,48,-31
4124763,28,-37,44,-41,68,-36,51,-31
4124773,27,-37,44,-42,70,-36,50,-31
4124783,27,-36,44,-42,68,-36,50,-31
4124793,27,-37,45,-41,68,-36,50,-31
4124803,27,-37,45,-41,68,-35,50,-31
4124813,26,-37,44,-43,67,-37,50,-31
4124823,27,-37,45,-42,68,-35,51,-31
4124833,28,-37,45,-42,68,-37,50,-31
4124843,22,-37,46,-42,68,-36,50,-31
4124853,28,-37,47,-41,68,-36,51,-31
4124863,24,-37,46,-41,69,-37,51,-31
4124873,25,-37,48,-43,67,-35,47,-30
4124883,24,-37,48,-41,72,-35,50,-31
4124893,25,-37,47,-43,69,-37,51,-31
4124903,27,-38,44,-41,71,-35,49,-31
4124913,28,-36,48,-42,64,-35,51,-30
4124923,28,-37,47,-41,70,-36,50,-31
4124933,27,-37,47,-41,68,-36,51,-31
4124943,27,-37,46,-41,68,-36,51,-31
4124953,27,-37,47,-42,68,-36,50,-31
4124963,27,-37,46,-41,68,-36,51,-31
4124973,28,-37,46,-41,70,-36,51,-30
4124983,26,-37,46,-42,66,-37,51,-31
4124993,27,-36,47,-41,67,-38,51,-31
4125003,28,-38,47,-41,69,-36,51,-31
4125013,29,-37,48,-40,69,-36,51,-31
4125023,28,-37,47,-41,68,-36,51,-31
4125033,28,-37,47,-42,66,-36,51,-30
4125043,27,-37,46,-42,68,-36,52,-31
4125053,28,-38,47,-41,68,-36,51,-31
4125063,27,-38,47,-40,68,-36,51,-32
4125073,28,-37,47,-40,69,-37,50,-31
4125083,27,-36,48,-42,64,-36,51,-30
4125093,28,-38,48,-41,69,-37,51,-31
4125103,28,-38,46,-40,69,-35,49,-30
4125113,26,-36,48,-40,66,-37,49,-31
4125123,28,-37,48,-40,67,-38,51,-31
4125133,26,-38,47,-41,69,-35,51,-30
4125143,27,-37,47,-41,68,-37,51,-31
4125153,26,-37,47,-41,70,-35,50,-31
4125163,26,-37,48,-42,68,-36,52,-31
4125173,26,-38,46,-41,68,-36,51,-31
4125183,25,-37,48,-41,67,-35,51,-31
4125193,25,-37,47,-43,69,-37,51,-31
4125203,24,-37,48,-41,68,-37,49,-31
4125213,26,-37,47,-42,69,-36,51,-31
4125223,24,-38,47,-43,69,-36,49,-31
4125233,25,-37,47,-41,67,-36,51,-31
4125243,24,-36,47,-42,69,-36,51,-31
4125253,24,-38,48,-41,69,-37,51,-31
4125263,24,-38,47,-41,66,-38,52,-31
4125273,26,-38,47,-41,69,-37,51,-31
4125283,24,-36,48,-42,68,-37,51,-31
4125293,25,-38,46,-35,67,-38,51,-31
4125303,25,-36,46,-41,67,-37,51,-31
4125313,25,-37,46,-42,69,-37,51,-31
4125323,25,-37,47,-42,69,-36,51,-31
4125333,24,-36,45,-41,66,-37,51,-31
4125343,25,-36,45,-41,68,-37,51,-31
4125353,25,-36,45,-41,72,-34,49,-31
4125363,24,-36,46,-41,69,-37,51,-31
4125373,25,-36,47,-40,68,-36,49,-31
4125383,25,-36,46,-42,68,-37,51,-31
4125393,27,-36,45,-42,69,-37,51,-31
4125403,28,-35,45,-41,67,-36,51,-32
4125413,29,-36,47,-42,67,-37,51,-31
4125423,28,-35,46,-42,68,-35,50,-30
4125433,28,-36,45,-42,69,-37,50,-30
4125443,26,-35,46,-41,68,-37,49,-31
4125453,29,-36,45,-41,68,-35,49,-30
4125463,29,-36,45,-41,68,-37,51,-31
4125473,28,-36,46,-41,70,-36,49,-31
4125483,28,-36,45,-42,73,-36,51,-31
4125493,29,-36,46,-41,68,-37,52,-31
4125503,28,-36,45,-41,67,-37,50,-32
4125513,29,-37,45,-42,69,-35,49,-31
4125523,29,-37,45,-41,69,-35,50,-31
4125533,29,-37,46,-41,66,-34,51,-31
4125543,30,-35,45,-41,68,-37,51,-31
4125553,30,-38,46,-42,69,-36,50,-32
4125563,30,-37,47,-43,69,-36,49,-31
4125573,30,-38,47,-41,67,-36,50,-31
4125583,30,-37,46,-41,69,-37,51,-30
4125593,29,-37,45,-41,69,-36,49,-31
4125603,29,-37,46,-42,66,-36,50,-33
4125613,30,-37,46,-41,70,-37,51,-32
4125623,30,-37,46,-42,68,-37,51,-31
4125633,29,-36,46,-42,68,-37,51,-32
4125643,30,-36,45,-41,66,-37,50,-31
4125653,30,-37,46,-42,69,-37,51,-32
4125663,29,-38,45,-42,68,-36,49,-31
4125673,29,-38,44,-43,67,-37,51,-32
4125683,29,-38,45,-42,69,-37,49,-32
4125693,30,-38,46,-41,69,-38,48,-32
4125703,30,-39,46,-42,69,-37,50,-32
4125713,29,-39,47,-42,68,-35,50,-31
4125723,29,-40,46,-42,67,-37,52,-32
4125733,28,-39,45,-41,68,-36,51,-32
4125743,28,-40,45,-40,67,-37,51,-32
4125753,28,-40,46,-41,68,-37,51,-32
4125763,29,-41,46,-41,69,-36,51,-32
4125773,30,-42,47,-42,68,-37,51,-32
4125783,29,-39,45,-41,68,-35,51,-32
4125793,26,-41,46,-42,69,-36,51,-32
4125803,28,-41,46,-42,68,-34,51,-32
4125813,29,-42,46,-42,68,-38,51,-32
4125823,29,-42,47,-41,68,-35,51,-32
4125833,30,-42,47,-42,68,-36,51,-32
4125843,29,-41,47,-42,69,-35,51,-32
4125853,29,-42,47,-41,67,-36,51,-31
4125863,30,-42,47,-42,68,-36,51,-32
4125873,29,-41,45,-42,67,-35,51,-32
4125883,30,-41,46,-42,68,-35,49,-32
4125893,30,-43,45,-42,68,-36,51,-32
4125903,30,-42,45,-41,66,-35,51,-32
4125913,30,-42,46,-41,70,-34,49,-32
4125923,29,-42,46,-42,66,-36,51,-32
4125933,28,-42,45,-40,71,-34,48,-32
4125943,28,-41,44,-39,67,-35,50,-33
4125953,29,-41,45,-42,67,-36,51,-33
4125963,29,-42,46,-40,69,-37,51,-32
4125973,29,-41,46,-42,65,-35,49,-33
4125983,29,-42,44,-41,70,-35,51,-33
4125993,29,-40,45,-39,70,-35,49,-32
4126003,32,-41,44,-41,70,-36,51,-32
4126013,31,-42,45,-41,69,-36,51,-34
4126023,31,-40,45,-42,70,-36,49,-32
4126033,31,-42,45,-41,68,-35,49,-32
4126045,30,-44,44,-41,70,-38,31,-33
4126053,30,-43,45,-42,70,-35,51,-32
4126063,30,-43,45,-43,67,-35,51,-32
4126073,29,-43,44,-41,70,-36,51,-32
4126083,29,-40,45,-42,68,-33,51,-33
4126093,30,-42,43,-42,70,-36,51,-33
4126103,30,-42,44,-41,69,-36,49,-33
4126113,31,-42,44,-41,69,-35,51,-33
4126123,30,-42,45,-41,69,-34,50,-33
4126133,31,-42,45,-41,68,-36,52,-33
4126143,30,-42,45,-41,70,-35,49,-32
4126153,30,-42,44,-41,69,-36,51,-33
4126163,29,-42,45,-41,70,-35,51,-32
4126173,31,-42,43,-41,68,-35,51,-33
4126183,29,-42,45,-42,69,-35,51,-33
4126193,30,-41,45,-42,69,-37,51,-32
4126203,30,-41,44,-40,68,-35,50,-32
4126213,29,-41,45,-42,69,-36,50,-32
4126223,30,-41,45,-42,70,-35,49,-33
4126233,30,-42,45,-41,70,-38,51,-33
4126243,31,-41,44,-41,70,-35,51,-33
4126253,31,-41,44,-42,69,-36,52,-33
4126263,31,-42,45,-42,68,-34,51,-33
4126273,32,-43,45,-42,68,-36,51,-33
4126283,32,-43,45,-41,70,-35,51,-33
4126293,32,-41,42,-42,68,-36,51,-33
4126303,31,-41,44,-41,69,-34,49,-33
4126313,33,-42,44,-41,67,-36,52,-33
4126323,32,-42,44,-41,68,-35,51,-32
4126333,33,-43,44,-40,69,-35,51,-33
4126343,33,-43,44,-41,66,-36,50,-33
4126353,33,-42,44,-42,64,-35,51,-33
4126363,34,-41,45,-42,69,-36,51,-33
4126373,33,-41,44,-42,68,-35,51,-33
4126383,33,-42,44,-41,72,-33,51,-31
4126393,33,-41,43,-41,69,-35,51,-34
4126403,32,-40,43,-41,69,-34,49,-34
4126413,30,-40,44,-41,68,-35,51,-33
4126423,33,-41,44,-41,68,-37,51,-33
4126433,32,-41,44,-42,69,-36,48,-32
4126443,32,-40,44,-42,67,-36,50,-33
4126453,34,-41,44,-42,72,-36,50,-33
4126463,33,-40,44,-41,68,-35,51,-33
4126473,34,-41,43,-41,66,-34,49,-31
4126483,33,-40,44,-42,68,-36,50,-32
4126493,33,-41,44,-42,68,-35,50,-33
4126503,33,-40,44,-42,71,-34,49,-33
4126513,34,-41,44,-42,73,-36,51,-33
4126523,35,-41,44,-41,69,-36,51,-32
4126533,35,-41,45,-42,68,-35,51,-32
4126543,35,-42,43,-41,68,-35,50,-33
4126553,36,-42,44,-42,69,-36,51,-32
4126563,35,-43,44,-41,69,-34,50,-33
4126573,35,-43,45,-42,71,-35,50,-32
4126583,34,-43,43,-41,71,-35,49,-33
4126593,35,-42,45,-42,69,-35,51,-32
4126603,34,-42,43,-42,68,-35,50,-33
4126613,36,-42,44,-41,69,-36,51,-32
4126623,36,-42,43,-42,68,-35,51,-32
4126633,36,-41,44,-41,68,-36,51,-32
4126643,35,-39,44,-42,68,-35,51,-32
4126653,35,-39,44,-42,69,-35,49,-31
4126663,36,-38,44,-42,68,-36,51,-33
4126673,35,-39,43,-41,68,-35,50,-29
4126683,34,-38,44,-42,68,-37,51,-32
4126693,37,-38,43,-41,68,-35,51,-31
4126703,34,-38,43,-42,68,-36,50,-33
4126713,37,-37,44,-41,68,-35,51,-33
4126723,34,-37,45,-42,69,-36,50,-33
4126733,36,-36,44,-42,69,-35,51,-33
4126743,34,-36,41,-42,69,-36,50,-33
4126753,35,-35,43,-42,69,-36,50,-33
4126763,31,-35,44,-41,68,-33,49,-34
4126773,33,-35,44,-41,69,-34,51,-32
4126783,40,-35,44,-42,69,-36,49,-32
4126793,29,-35,43,-42,68,-35,49,-32
4126803,34,-35,44,-42,66,-35,48,-33
4126813,32,-35,43,-42,67,-34,50,-34
4126823,39,-35,43,-42,68,-34,49,-32
4126833,43,-35,42,-42,70,-33,50,-33
4126843,31,-34,44,-42,66,-35,49,-33
4126853,34,-34,43,-42,67,-33,49,-34
4126863,32,-34,43,-41,67,-35,50,-33
4126873,35,-34,45,-41,68,-35,48,-32
4126883,36,-34,44,-42,68,-33,50,-33
4126893,32,-34,44,-42,68,-33,49,-32
4126903,34,-35,44,-43,69,-36,50,-32
4126913,31,-35,44,-43,72,-33,52,-32
4126923,33,-35,44,-43,65,-32,50,-34
4126933,30,-35,44,-42,70,-33,50,-32
4126943,33,-35,45,-41,69,-33,51,-32
4126953,32,-35,44,-42,73,-33,50,-33
4126963,29,-35,44,-42,68,-33,51,-32
4126973,30,-35,44,-42,69,-33,51,-33
4126983,32,-35,44,-42,69,-34,51,-32
4126993,33,-35,43,-41,67,-34,51,-32
4127003,32,-35,44,-43,69,-32,51,-33
4127013,29,-35,44,-43,69,-34,51,-34
4127023,27,-35,44,-41,68,-35,51,-32
4127033,31,-35,44,-42,68,-35,51,-32
4127043,27,-34,43,-43,68,-35,51,-34
4127053,27,-34,43,-43,69,-33,51,-32
4127063,32,-34,43,-43,68,-32,49,-33
4127073,28,-33,44,-43,69,-33,51,-32
4127083,30,-33,43,-43,68,-34,51,-33
4127093,29,-33,44,-43,69,-31,51,-32
4127103,32,-33,44,-43,68,-33,51,-32
4127113,27,-34,43,-42,68,-32,51,-32
4127123,32,-33,45,-42,68,-33,51,-32
4127133,26,-34,43,-43,69,-32,51,-32
4127143,31,-33,44,-43,69,-32,51,-33
4127153,29,-34,44,-43,69,-33,51,-33
4127163,30,-34,45,-42,68,-33,51,-32
4127173,23,-35,43,-42,67,-33,51,-32
4127183,25,-34,43,-43,64,-33,49,-33
4127193,34,-34,43,-42,68,-34,51,-32
4127203,26,-35,44,-41,70,-35,51,-33
4127213,34,-35,45,-42,67,-36,51,-32
4127223,20,-35,44,-42,70,-37,49,-33
4127233,29,-37,43,-43,69,-37,51,-33
4127243,31,-35,44,-43,68,-38,51,-32
4127253,27,-36,45,-42,69,-39,51,-33
4127263,30,-36,43,-42,69,-37,50,-34
4127273,28,-36,42,-43,68,-37,51,-34
4127283,29,-36,46,-41,68,-38,51,-34
4127293,28,-35,40,-43,67,-37,51,-34
4127303,29,-36,45,-40,68,-36,51,-33
4127313,30,-35,42,-44,67,-36,50,-32
4127323,29,-35,44,-41,65,-38,51,-33
4127333,27,-35,42,-41,69,-37,51,-31
4127343,28,-35,42,-43,69,-38,51,-32
4127353,28,-36,46,-40,70,-37,50,-32
4127363,27,-36,44,-40,68,-37,51,-32
4127373,29,-36,43,-43,69,-36,51,-32
4127383,28,-37,44,-44,69,-37,50,-31
4127393,29,-36,44,-42,68,-37,48,-32
4127403,28,-36,44,-42,68,-37,50,-32
4127413,28,-36,43,-41,72,-37,50,-32
4127423,27,-36,44,-41,67,-38,51,-31
4127433,29,-36,43,-42,69,-36,50,-32
4127443,28,-36,43,-42,67,-37,49,-33
4127453,28,-35,43,-42,68,-37,50,-32
4127463,29,-36,45,-42,66,-36,51,-32
4127473,27,-36,44,-42,69,-39,50,-31
4127483,26,-35,45,-42,68,-37,51,-31
4127493,28,-36,45,-43,68,-36,51,-32
4127503,29,-36,43,-42,67,-39,51,-32
4127513,28,-35,43,-43,67,-36,50,-32
4127523,26,-36,44,-43,68,-36,51,-31
4127533,28,-36,45,-42,69,-37,51,-31
4127543,26,-35,43,-42,69,-36,51,-30
4127553,26,-36,44,-42,70,-37,51,-30
4127563,27,-36,44,-42,68,-37,49,-31
4127573,27,-33,46,-42,61,-35,50,-30
4127583,29,-38,45,-41,67,-37,51,-30
4127593,29,-35,44,-42,69,-38,52,-30
4127603,29,-33,43,-44,64,-37,49,-30
4127613,27,-39,44,-42,69,-37,50,-30
4127623,27,-37,43,-42,71,-38,51,-29
4127633,29,-34,43,-43,65,-38,47,-30
4127643,28,-38,43,-41,67,-39,51,-30
4127653,28,-35,43,-43,66,-40,50,-29
4127663,28,-34,43,-43,68,-39,51,-29
4127673,28,-36,44,-42,69,-37,51,-29
4127683,28,-37,44,-41,67,-39,51,-29
4127693,28,-35,45,-41,66,-38,50,-28
4127703,28,-36,44,-42,68,-40,51,-29
4127713,28,-36,44,-41,67,-34,50,-29
4127723,28,-36,44,-42,67,-34,48,-28
4127733,28,-36,43,-41,67,-36,49,-27
4127743,28,-36,44,-42,68,-38,51,-27
4127753,28,-34,44,-41,68,-37,48,-28
4127763,28,-36,44,-41,69,-37,51,-27
4127773,28,-35,44,-43,68,-36,51,-28
4127783,28,-36,44,-42,69,-36,51,-26
4127793,28,-36,44,-43,72,-37,51,-28
4127803,27,-36,45,-42,65,-36,49,-27
4127813,28,-36,44,-42,67,-37,49,-27
4127823,28,-36,44,-41,67,-37,50,-28
4127833,27,-36,44,-42,69,-38,50,-27
4127843,28,-36,43,-42,64,-37,51,-27
4127853,28,-36,44,-42,69,-36,50,-27
4127863,27,-35,45,-43,66,-37,51,-28
4127873,27,-36,43,-43,70,-37,51,-28
4127883,26,-37,44,-43,68,-37,51,-27
4127893,27,-35,44,-43,68,-36,51,-28
4127903,28,-39,45,-43,68,-37,51,-28
4127913,28,-36,44,-43,68,-36,49,-29
4127923,27,-39,45,-43,68,-37,51,-28
4127933,27,-37,44,-43,68,-37,51,-28
4127943,24,-38,43,-44,68,-38,51,-28
4127953,27,-35,44,-43,69,-38,49,-28
4127963,28,-37,44,-43,67,-39,51,-28
4127973,28,-38,44,-44,68,-38,51,-27
4127983,27,-35,43,-43,67,-40,51,-27
4127993,28,-36,43,-43,70,-40,50,-28
4128003,28,-36,45,-42,67,-40,51,-28
4128013,28,-38,44,-45,68,-36,50,-28
4128023,28,-37,44,-43,68,-38,50,-28
4128033,27,-37,44,-44,67,-39,51,-27
4128046,28,-36,44,-44,72,-38,9,-27
4128053,27,-36,44,-45,68,-39,51,-27
4128063,27,-37,43,-45,66,-40,51,-26
4128073,28,-37,44,-44,71,-38,50,-27
4128083,26,-37,44,-44,68,-38,51,-27
4128093,27,-36,42,-43,68,-39,51,-28
4128103,27,-36,44,-44,67,-38,50,-27
4128113,27,-37,44,-44,67,-37,51,-27
4128123,26,-37,44,-43,67,-36,51,-27
4128133,27,-36,44,-45,66,-39,51,-28
4128143,28,-37,44,-44,70,-36,50,-27
4128153,28,-37,46,-43,69,-37,52,-28
4128163,26,-36,44,-43,65,-37,51,-26
4128173,26,-36,45,-44,69,-36,50,-27
4128183,27,-37,44,-43,67,-37,48,-28
4128193,27,-37,44,-44,70,-37,49,-27
4128203,26,-37,44,-43,69,-37,48,-27
4128213,26,-37,44,-44,68,-36,50,-28
4128223,26,-36,45,-44,66,-36,51,-28
4128233,27,-36,45,-43,68,-37,49,-28
4128243,27,-36,45,-43,68,-37,51,-28
4128253,27,-36,43,-43,69,-35,50,-27
4128263,27,-36,44,-43,65,-37,50,-30
4128273,27,-37,43,-42,68,-36,52,-28
4128283,26,-37,44,-42,68,-37,52,-29
4128293,27,-36,45,-42,70,-36,50,-27
4128303,27,-36,46,-42,69,-35,51,-29
4128313,27,-35,44,-43,67,-36,51,-28
4128323,27,-35,45,-41,68,-36,51,-29
4128333,27,-36,45,-42,70,-36,49,-29
4128343,27,-37,45,-43,68,-36,51,-29
4128353,27,-36,44,-42,70,-37,51,-29
4128363,26,-35,44,-43,68,-37,51,-29
4128373,26,-35,44,-42,68,-36,51,-29
4128383,26,-36,44,-42,69,-35,50,-29
4128393,26,-32,44,-43,67,-36,51,-29
4128403,27,-36,44,-43,72,-36,51,-29
4128413,27,-36,44,-43,68,-37,50,-29
4128423,27,-35,45,-44,68,-36,50,-30
4128433,27,-35,44,-42,63,-34,52,-29
4128443,27,-35,44,-43,69,-36,50,-29
4128453,27,-36,45,-42,69,-35,51,-28
4128463,28,-35,44,-42,69,-36,51,-29
4128473,27,-35,45,-42,67,-35,51,-27
4128483,27,-37,44,-42,67,-36,51,-29
4128493,27,-35,44,-42,68,-37,52,-29
4128503,27,-35,43,-43,67,-35,51,-29
4128513,26,-36,44,-42,67,-36,52,-28
4128523,27,-35,44,-41,68,-36,51,-29
4128533,27,-35,45,-41,68,-35,52,-29
4128543,27,-35,43,-42,68,-36,52,-29
4128553,27,-35,45,-43,66,-37,51,-28
4128563,27,-36,45,-43,67,-35,51,-29
4128573,27,-35,46,-42,68,-36,51,-29
4128583,27,-36,46,-42,67,-35,50,-29
4128593,27,-36,45,-42,69,-37,50,-29
4128603,24,-35,45,-42,68,-36,51,-29
4128613,27,-36,45,-42,69,-35,51,-29
4128623,26,-36,45,-42,69,-35,50,-28
4128633,28,-35,45,-42,67,-35,50,-29
4128643,27,-36,47,-41,65,-34,47,-29
4128653,27,-35,46,-41,64,-35,50,-29
4128663,27,-37,47,-42,67,-37,51,-29
4128673,27,-35,47,-40,71,-36,50,-28
4128683,27,-37,46,-42,66,-37,50,-29
4128693,27,-36,46,-40,67,-36,51,-29
4128703,27,-35,48,-40,70,-35,51,-29
4128713,27,-36,47,-42,68,-37,52,-29
4128723,26,-37,45,-42,73,-35,50,-29
4128733,27,-36,47,-41,68,-34,51,-28
4128743,27,-37,48,-40,68,-37,52,-28
4128753,26,-37,47,-42,67,-36,50,-29
4128763,26,-37,48,-42,67,-35,52,-28
4128773,26,-37,47,-41,67,-35,51,-28
4128783,26,-37,46,-40,68,-35,51,-28
4128793,27,-37,47,-41,67,-37,51,-28
4128803,26,-36,46,-40,70,-35,49,-28
4128813,26,-36,47,-42,68,-35,52,-28
4128823,26,-36,46,-40,68,-35,51,-27
4128833,26,-36,46,-41,67,-35,51,-28
4128843,26,-36,47,-40,71,-35,50,-28
4128853,26,-35,45,-40,68,-35,49,-28
4128863,26,-35,46,-41,68,-35,51,-28
4128873,27,-36,46,-42,68,-35,51,-29
4128883,26,-35,45,-41,67,-35,52,-29
4128893,26,-36,46,-42,68,-34,49,-29
4128903,27,-36,47,-41,68,-35,52,-29
4128913,26,-36,46,-41,68,-36,51,-29
4128923,27,-35,45,-42,69,-37,52,-29
4128933,27,-36,46,-42,70,-35,52,-29
4128943,27,-35,45,-41,68,-35,51,-29
4128953,27,-36,46,-41,67,-36,51,-29
4128963,26,-36,47,-40,66,-36,51,-30
4128973,26,-35,46,-42,67,-35,51,-30
4128983,27,-36,46,-41,67,-35,49,-29
4128993,27,-36,46,-41,65,-34,50,-30
4129003,28,-36,46,-41,68,-34,50,-30
4129013,27,-36,46,-41,66,-37,51,-30
4129023,27,-37,47,-41,67,-35,50,-30
4129033,27,-37,46,-41,61,-34,51,-29
4129043,27,-37,47,-41,68,-32,50,-30
4129053,28,-36,46,-41,67,-36,51,-31
4129063,27,-36,46,-38,67,-35,52,-30
4129073,27,-36,45,-41,71,-35,51,-30
4129083,28,-37,45,-41,67,-35,50,-29
4129093,28,-36,48,-41,70,-34,51,-30
4129103,28,-36,47,-41,65,-35,51,-31
4129113,27,-36,47,-41,73,-35,51,-30
4129123,27,-37,48,-41,68,-35,49,-31
4129133,27,-38,47,-41,66,-36,49,-31
4129143,28,-37,48,-41,68,-35,49,-31
4129153,27,-37,48,-41,71,-35,49,-31
4129163,28,-37,47,-41,67,-35,51,-31
4129173,27,-37,48,-43,64,-36,50,-31
4129183,28,-37,47,-41,69,-34,50,-31
4129193,28,-37,47,-41,67,-35,51,-31
4129203,29,-37,47,-41,67,-35,52,-31
4129213,29,-37,47,-41,68,-34,50,-30
4129223,25,-37,46,-42,67,-35,51,-31
4129233,29,-36,45,-41,67,-35,51,-31
4129243,30,-36,45,-41,68,-35,52,-31
4129253,29,-36,44,-41,68,-35,51,-28
4129263,27,-36,46,-42,68,-35,49,-31
4129273,29,-37,44,-41,66,-35,49,-31
4129283,31,-37,44,-41,68,-36,52,-31
4129293,29,-36,43,-42,72,-36,51,-31
4129303,29,-35,43,-41,67,-35,51,-31
4129313,29,-38,43,-41,68,-35,51,-31
4129323,30,-37,44,-42,67,-36,51,-31
4129333,29,-37,43,-41,67,-36,50,-31
4129343,29,-38,44,-41,60,-37,51,-30
4129353,30,-37,42,-41,68,-36,51,-30
4129363,29,-36,42,-41,68,-35,51,-31
4129373,30,-37,43,-42,68,-36,51,-31
4129383,30,-37,43,-41,67,-36,51,-31
4129393,30,-37,43,-42,67,-35,48,-31
4129403,30,-37,40,-41,68,-36,51,-31
4129413,30,-37,42,-41,68,-36,52,-31
4129423,30,-37,45,-41,66,-37,51,-27
4129433,30,-37,44,-41,67,-36,51,-31
4129443,30,-37,44,-42,60,-36,50,-30
4129453,29,-36,43,-41,68,-36,51,-31
4129463,29,-36,43,-41,67,-38,49,-31
4129473,29,-36,43,-40,68,-37,50,-30
4129483,29,-36,43,-41,67,-38,50,-32
4129493,29,-36,43,-41,67,-38,50,-30
4129503,29,-36,44,-41,67,-37,51,-31
4129513,29,-37,43,-42,63,-36,51,-30
4129523,29,-37,42,-42,68,-37,50,-31
4129533,28,-36,43,-42,70,-38,51,-30
4129543,28,-36,43,-42,66,-36,49,-31
4129553,29,-36,43,-42,67,-35,49,-31
4129563,29,-36,45,-41,65,-37,51,-30
4129573,29,-38,46,-42,67,-35,51,-30
4129583,29,-37,47,-42,69,-36,49,-30
4129593,29,-37,42,-42,63,-37,51,-30
4129603,30,-36,43,-42,68,-36,49,-31
4129613,30,-37,43,-42,70,-36,49,-30
4129623,30,-36,43,-42,68,-36,49,-31
4129633,30,-36,41,-42,67,-36,52,-31
4129643,30,-36,40,-42,67,-37,49,-31
4129653,30,-36,41,-42,68,-35,49,-31
4129663,30,-36,37,-42,69,-35,51,-31
4129673,30,-36,39,-41,68,-36,52,-31
4129683,29,-35,39,-41,68,-37,52,-31
4129693,29,-37,40,-42,67,-36,52,-31
4129703,29,-36,39,-41,68,-35,52,-31
4129713,29,-36,42,-42,68,-35,50,-30
4129723,28,-36,37,-41,67,-37,52,-31
4129733,29,-36,42,-42,68,-37,49,-31
4129743,28,-35,42,-41,69,-37,51,-31
4129753,29,-36,42,-42,67,-37,52,-31
4129763,29,-35,42,-41,67,-36,51,-31
4129773,29,-36,42,-42,67,-37,51,-31
4129783,29,-36,43,-42,66,-34,50,-31
4129793,28,-37,42,-42,69,-35,51,-31
4129803,27,-36,40,-40,66,-37,50,-31
4129813,27,-36,42,-40,69,-37,51,-31
4129823,27,-37,42,-42,70,-37,50,-30
4129833,27,-37,41,-42,68,-37,51,-31
4129843,26,-37,42,-42,67,-37,51,-31
4129853,27,-37,42,-43,68,-36,50,-31
4129863,25,-37,42,-41,67,-37,51,-30
4129873,25,-36,40,-42,67,-37,51,-31
4129883,25,-36,41,-42,67,-37,51,-32
4129893,24,-36,43,-41,67,-38,49,-33
4129903,25,-36,41,-41,66,-37,50,-31
4129913,24,-35,41,-41,65,-37,52,-32
4129923,26,-36,42,-41,67,-37,49,-31
4129933,24,-35,41,-40,67,-37,50,-31
4129943,24,-35,42,-40,68,-37,52,-31
4129953,26,-36,40,-40,72,-38,50,-30
4129963,25,-35,42,-42,67,-38,51,-31
4129973,26,-35,42,-40,68,-38,51,-32
4129983,26,-35,43,-41,66,-38,51,-31
4129993,27,-35,42,-42,67,-38,51,-31
4130003,27,-35,41,-41,69,-38,50,-32
4130013,27,-35,42,-41,67,-38,50,-31
4130023,26,-34,44,-41,66,-37,49,-31
4130033,26,-35,44,-40,67,-38,51,-32
4130043,26,-35,41,-41,67,-37,49,-31
4130053,26,-35,43,-41,68,-35,51,-32
4130063,26,-34,41,-41,67,-38,49,-31
4130073,25,-34,41,-41,67,-35,51,-31
4130083,26,-34,43,-41,68,-39,51,-31
4130093,25,-34,42,-41,69,-38,51,-31
4130103,26,-34,43,-42,68,-37,50,-32
4130113,26,-34,42,-41,68,-36,51,-32
4130123,26,-34,43,-41,68,-37,51,-31
4130133,26,-34,43,-41,68,-38,51,-32
4130143,26,-34,43,-41,68,-38,49,-32
4130153,20,-34,43,-41,68,-36,51,-32
4130163,25,-33,43,-41,68,-36,51,-31
4130173,25,-34,41,-40,67,-37,50,-32
4130183,25,-33,43,-41,67,-37,51,-32
4130193,25,-33,41,-40,68,-38,51,-32
4130203,25,-33,43,-40,67,-37,51,-32
4130213,26,-33,43,-40,68,-37,52,-31
4130223,25,-33,43,-41,67,-37,51,-32
4130233,26,-34,43,-41,67,-37,51,-32
4130243,25,-34,44,-40,67,-36,50,-29
4130253,27,-33,44,-42,67,-37,51,-32
4130263,25,-33,44,-43,67,-36,50,-32
4130273,26,-33,41,-40,67,-37,51,-32
4130283,27,-33,43,-40,68,-37,51,-32
4130293,28,-34,44,-39,68,-35,51,-32
4130303,27,-34,43,-39,72,-37,51,-33
4130313,27,-33,42,-40,68,-37,50,-32
4130323,28,-34,42,-40,68,-37,49,-31
4130333,28,-33,45,-39,67,-35,51,-33
4130343,27,-34,43,-37,66,-37,51,-33
4130353,28,-33,44,-40,67,-35,51,-33
4130363,27,-33,43,-39,67,-36,51,-33
4130373,28,-33,43,-40,68,-37,50,-33
4130383,28,-33,44,-40,66,-36,51,-32
4130393,27,-33,42,-38,67,-36,50,-33
4130403,28,-32,43,-40,62,-36,49,-32
4130413,27,-33,43,-40,67,-37,51,-34
