time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
367463,13,-21,39,-44,61,-38,27,-21
367473,18,-22,40,-45,63,-36,15,-22
367483,17,-22,40,-44,66,-34,27,-21
367493,18,-23,39,-43,66,-32,27,-22
367503,19,-18,34,-44,63,-34,23,-22
367513,19,-21,39,-43,63,-34,27,-23
367523,18,-22,40,-43,63,-34,26,-23
367533,18,-22,40,-44,65,-36,26,-22
367543,18,-22,40,-44,67,-36,28,-22
367553,19,-23,39,-43,65,-36,27,-24
367563,18,-22,40,-42,65,-37,37,-24
367573,19,-23,40,-44,64,-37,28,-23
367583,19,-22,40,-43,65,-37,22,-25
367593,16,-22,40,-43,69,-38,20,-24
367603,18,-22,40,-43,65,-38,28,-24
367613,19,-22,40,-42,67,-38,28,-26
367623,19,-22,40,-42,66,-39,28,-26
367633,19,-22,40,-44,67,-40,13,-25
367643,20,-22,40,-43,67,-38,27,-27
367653,19,-23,40,-43,64,-38,43,-28
367663,20,-23,40,-44,66,-36,25,-28
367673,19,-23,40,-42,66,-39,28,-27
367683,20,-33,40,-43,64,-37,15,-27
367693,19,-33,41,-44,65,-37,26,-25
367703,20,-23,40,-42,64,-36,36,-25
367713,20,-23,40,-42,64,-36,30,-25
367723,20,-23,40,-43,65,-36,30,-25
367733,21,-23,41,-43,66,-32,18,-25
367743,21,-23,40,-43,66,-35,28,-25
367753,21,-22,40,-42,61,-35,30,-23
367763,21,-23,40,-41,66,-38,32,-25
367773,20,-23,40,-42,69,-36,19,-25
367783,19,-23,40,-42,66,-36,27,-24
367793,19,-23,40,-43,67,-38,42,-25
367803,18,-36,41,-43,66,-39,31,-25
367813,18,-23,40,-40,67,-39,27,-27
367823,19,-23,40,-42,65,-39,26,-27
367833,18,-23,40,-43,67,-39,33,-27
367843,19,-23,40,-43,65,-38,32,-27
367853,20,-23,40,-43,65,-37,31,-26
367863,18,-36,40,-43,67,-37,29,-27
367873,19,-36,40,-42,67,-36,28,-27
367883,20,-35,40,-42,67,-36,49,-26
367893,18,-36,40,-42,66,-37,32,-26
367903,20,-36,40,-42,63,-35,29,-26
367913,18,-37,40,-42,66,-36,25,-27
367923,19,-37,40,-42,66,-35,31,-26
367933,22,-37,40,-42,66,-34,32,-27
367943,21,-38,40,-43,66,-35,25,-26
367953,20,-39,40,-42,66,-36,20,-28
367963,24,-38,40,-42,63,-36,28,-27
367973,22,-38,40,-43,65,-34,43,-27
367983,22,-37,40,-42,67,-35,25,-27
367993,22,-36,41,-42,65,-33,32,-26
368003,23,-36,40,-42,66,-34,33,-29
368013,22,-36,40,-42,65,-33,31,-28
368023,22,-36,40,-43,66,-35,48,-28
368033,22,-36,40,-43,66,-34,19,-28
368043,20,-35,40,-42,69,-35,33,-29
368053,21,-36,40,-42,67,-35,27,-29
368063,22,-36,40,-42,67,-35,27,-28
368073,22,-35,39,-43,66,-35,31,-30
368083,22,-36,41,-42,67,-37,28,-30
368093,23,-36,39,-42,70,-36,16,-30
368103,22,-36,39,-42,67,-37,28,-30
368113,23,-23,38,-43,66,-38,51,-28
368123,23,-22,40,-44,67,-35,17,-30
368133,24,-36,39,-42,71,-36,18,-31
368143,24,-36,39,-44,67,-38,17,-30
368153,25,-36,39,-44,68,-37,27,-30
368163,24,-36,39,-44,67,-36,26,-30
368173,24,-36,39,-43,66,-37,23,-30
368183,24,-36,40,-44,67,-36,15,-30
368193,25,-21,36,-44,66,-37,29,-30
368203,26,-36,39,-45,67,-37,43,-30
368213,26,-36,39,-44,66,-36,26,-29
368223,26,-36,38,-45,67,-37,26,-30
368233,26,-36,38,-45,66,-38,25,-30
368243,26,-36,38,-46,66,-38,18,-27
368253,25,-36,39,-46,66,-38,18,-29
368263,25,-36,39,-46,62,-38,30,-29
368273,24,-36,38,-46,64,-40,18,-30
368283,24,-36,38,-46,68,-38,28,-30
368293,24,-37,39,-45,65,-37,46,-31
368303,23,-37,39,-47,68,-38,20,-31
368313,23,-36,39,-46,62,-36,31,-30
368323,22,-37,39,-45,65,-37,19,-31
368333,22,-38,38,-47,62,-36,27,-30
368343,23,-37,38,-45,64,-37,41,-30
368353,22,-37,39,-44,65,-38,28,-30
368363,24,-37,39,-44,65,-36,29,-30
368373,25,-38,39,-45,66,-36,18,-30
368383,27,-38,39,-45,66,-35,29,-31
368393,28,-39,39,-45,66,-37,16,-31
368403,28,-39,39,-43,68,-35,28,-31
368413,26,-38,39,-44,67,-37,15,-30
368423,25,-38,40,-44,66,-37,28,-30
368433,25,-38,37,-43,66,-39,47,-30
368443,25,-37,36,-43,65,-35,24,-30
368453,26,-37,37,-44,68,-36,26,-30
368463,27,-38,37,-43,65,-37,23,-29
368473,27,-38,37,-43,65,-37,29,-29
368483,26,-38,36,-44,65,-35,28,-29
368493,27,-38,36,-43,66,-36,30,-30
368503,27,-38,36,-44,64,-34,18,-30
368513,26,-38,37,-43,65,-35,24,-29
368523,27,-38,38,-43,66,-37,41,-30
368533,27,-38,39,-43,65,-35,25,-29
368543,27,-39,41,-36,64,-34,29,-29
368553,26,-38,39,-43,66,-35,14,-27
368563,26,-39,41,-43,64,-34,28,-26
368573,25,-39,41,-43,66,-35,18,-26
368583,24,-38,42,-43,66,-33,16,-25
368593,25,-37,40,-42,65,-35,18,-25
368603,25,-38,41,-43,66,-35,16,-25
368613,24,-39,44,-42,66,-35,51,-26
368623,23,-39,43,-42,65,-35,16,-24
368633,23,-40,45,-42,65,-37,17,-24
368643,24,-38,41,-43,65,-35,20,-24
368653,24,-39,43,-43,66,-36,18,-24
368663,24,-39,43,-42,65,-37,41,-25
368673,24,-39,43,-43,65,-34,31,-25
368683,23,-39,44,-43,64,-35,30,-25
368693,24,-39,43,-42,63,-35,20,-24
368703,23,-39,42,-43,63,-35,30,-25
368713,24,-39,42,-42,63,-35,28,-24
368723,25,-39,43,-43,64,-34,17,-25
368733,24,-39,42,-43,65,-37,19,-25
368743,22,-39,41,-43,64,-36,19,-25
368753,22,-39,40,-43,65,-38,47,-24
368763,22,-38,41,-43,64,-38,23,-24
368773,22,-38,41,-43,63,-35,16,-24
368783,22,-38,41,-44,64,-36,16,-23
368793,22,-37,41,-43,65,-34,22,-22
368803,22,-37,41,-43,63,-34,24,-22
368813,22,-37,41,-42,63,-35,20,-22
368823,22,-37,41,-43,63,-34,15,-22
368833,23,-37,41,-45,63,-33,19,-21
368843,22,-37,42,-43,63,-34,55,-22
368853,24,-38,41,-43,65,-33,18,-23
368863,23,-38,42,-44,64,-34,30,-23
368873,23,-37,42,-44,64,-35,16,-24
368883,24,-37,43,-44,60,-34,17,-24
368893,24,-38,43,-44,65,-36,17,-24
368903,25,-37,44,-44,63,-34,17,-26
368913,24,-38,41,-44,64,-34,17,-26
368923,24,-38,42,-43,67,-33,19,-24
368933,24,-38,43,-44,63,-32,51,-22
368943,24,-39,43,-44,63,-32,26,-22
368953,24,-37,43,-44,62,-34,26,-23
368963,24,-37,43,-44,62,-32,18,-23
368973,24,-37,42,-44,63,-31,27,-22
368983,23,-37,43,-43,63,-31,53,-23
368993,24,-37,43,-42,64,-31,26,-23
369003,24,-38,43,-43,63,-32,19,-24
369013,22,-38,42,-43,65,-33,23,-24
369023,20,-38,43,-43,65,-33,20,-24
369033,21,-38,44,-43,64,-34,22,-23
369043,22,-38,43,-43,66,-34,20,-24
369053,22,-38,43,-42,61,-34,21,-24
369063,21,-38,43,-42,65,-31,21,-24
369073,22,-37,42,-42,69,-33,56,-26
369083,25,-36,41,-42,66,-33,21,-26
369093,17,-35,40,-42,66,-33,19,-26
369103,22,-35,41,-43,65,-33,20,-26
369113,20,-35,42,-42,66,-34,20,-25
369123,22,-35,42,-42,65,-35,19,-25
369133,19,-34,42,-41,66,-35,19,-26
369143,21,-35,42,-42,65,-34,20,-25
369153,21,-35,42,-41,65,-33,19,-26
369163,22,-35,43,-40,65,-31,55,-26
369173,22,-35,43,-41,65,-31,17,-25
369183,22,-36,45,-40,67,-33,18,-27
369193,24,-36,44,-42,68,-33,39,-28
369203,22,-36,44,-42,66,-30,25,-27
369213,23,-36,45,-40,68,-31,18,-28
369223,23,-32,43,-40,70,-31,21,-28
369233,22,-36,44,-41,69,-30,19,-28
369243,24,-36,44,-41,72,-31,20,-28
369253,24,-38,46,-42,67,-31,54,-27
369263,25,-38,45,-41,67,-32,15,-28
369273,23,-39,48,-41,65,-30,16,-28
369283,24,-37,44,-40,66,-32,21,-28
369293,25,-38,46,-41,69,-31,13,-29
369303,25,-37,44,-39,67,-29,48,-27
369313,24,-38,44,-41,65,-29,15,-28
369323,25,-38,46,-37,66,-28,25,-25
369333,25,-37,44,-40,66,-28,14,-24
369343,24,-40,45,-43,65,-31,22,-28
369353,24,-38,44,-41,66,-27,23,-27
369363,23,-37,45,-41,69,-28,11,-28
369373,24,-37,43,-41,65,-28,17,-27
369383,23,-37,42,-42,66,-27,21,-25
369393,23,-36,42,-42,66,-27,51,-26
369403,23,-37,44,-42,66,-28,21,-25
369413,22,-38,47,-43,68,-28,15,-24
369423,23,-38,45,-42,66,-28,15,-26
369433,22,-37,45,-43,70,-29,39,-25
369443,22,-37,45,-42,66,-27,17,-26
369453,21,-37,45,-43,64,-28,28,-27
369463,21,-38,44,-42,61,-29,20,-29
369473,21,-36,42,-42,65,-28,18,-28
369483,22,-37,42,-42,66,-28,50,-28
369493,23,-35,42,-41,66,-29,13,-29
369503,22,-36,42,-41,65,-29,15,-29
369513,23,-37,42,-41,63,-29,14,-30
369523,23,-37,44,-42,65,-29,18,-30
369533,22,-37,43,-41,65,-29,19,-29
369543,22,-36,42,-41,64,-29,19,-30
369553,21,-36,42,-41,66,-30,22,-31
369563,20,-37,42,-40,65,-30,14,-30
369573,22,-35,40,-42,64,-29,51,-30
369583,19,-35,43,-40,65,-30,15,-30
369593,21,-34,41,-39,64,-31,20,-29
369603,21,-34,41,-40,65,-30,37,-29
369613,21,-33,41,-39,65,-29,23,-29
369623,20,-33,42,-41,68,-30,52,-28
369633,22,-34,41,-40,67,-30,18,-28
369643,21,-33,41,-39,66,-31,18,-29
369653,20,-34,41,-39,66,-30,20,-29
369663,21,-35,41,-41,67,-31,18,-28
369673,21,-34,41,-39,65,-31,20,-29
369683,21,-33,41,-41,66,-33,19,-28
369693,21,-33,42,-38,65,-33,37,-28
369703,22,-33,41,-40,59,-32,17,-27
369713,22,-34,42,-40,65,-35,53,-27
369723,22,-33,41,-41,66,-35,19,-27
369733,22,-34,42,-40,65,-35,36,-27
369743,22,-31,41,-41,66,-33,16,-28
369753,23,-33,42,-40,65,-32,18,-27
369763,22,-33,41,-39,70,-30,17,-26
369773,23,-33,41,-40,64,-29,18,-26
369783,21,-34,41,-40,64,-28,47,-26
369793,22,-34,41,-39,65,-31,43,-26
369803,21,-34,41,-40,65,-31,54,-25
369813,22,-35,40,-40,69,-31,19,-26
369823,23,-35,40,-39,66,-30,20,-27
369833,22,-37,41,-40,66,-31,40,-26
369843,23,-37,41,-41,65,-32,38,-26
369853,20,-37,41,-41,64,-30,18,-27
369863,22,-36,40,-41,56,-28,29,-28
369873,20,-35,40,-41,65,-29,23,-26
369883,21,-37,40,-41,59,-29,18,-26
369893,17,-36,41,-40,66,-32,55,-40
369903,20,-37,40,-41,65,-31,44,-26
369913,19,-37,41,-41,65,-33,19,-27
369923,20,-35,41,-41,65,-33,48,-26
369933,20,-35,41,-41,61,-33,17,-27
369943,20,-35,40,-41,65,-34,53,-26
369953,21,-36,40,-42,65,-31,18,-27
369963,23,-35,40,-42,64,-31,23,-28
369973,23,-36,40,-42,65,-32,18,-28
369983,22,-35,41,-41,66,-31,17,-26
369993,24,-35,39,-42,64,-32,15,-27
370003,23,-39,40,-41,66,-32,16,-27
370013,24,-36,40,-42,62,-32,20,-27
370023,24,-35,40,-42,65,-32,21,-26
370033,24,-34,40,-42,65,-33,52,-28
370043,24,-33,39,-43,65,-30,23,-27
370053,24,-34,40,-42,64,-33,16,-27
370063,24,-33,41,-44,64,-33,44,-27
370073,24,-34,40,-45,65,-32,40,-26
370083,24,-33,40,-46,68,-34,20,-25
370093,24,-32,41,-44,66,-33,23,-25
370103,24,-36,41,-43,58,-33,51,-26
370113,24,-34,40,-42,64,-32,42,-26
370123,25,-34,40,-42,64,-32,57,-40
370133,24,-23,39,-42,64,-31,36,-25
370143,25,-35,40,-41,69,-31,38,-23
370153,23,-37,40,-41,64,-31,56,-24
370163,22,-37,41,-41,63,-31,20,-24
370173,23,-36,40,-42,67,-31,21,-24
370183,24,-36,40,-42,64,-33,22,-22
370193,24,-35,40,-43,69,-32,57,-23
370203,21,-36,39,-42,64,-31,21,-25
370213,23,-35,40,-43,65,-31,55,-25
370223,23,-37,41,-42,64,-34,45,-26
370233,23,-36,41,-42,66,-33,42,-26
370243,23,-23,36,-43,65,-33,39,-25
370253,23,-37,40,-42,66,-33,23,-26
370263,23,-36,40,-42,65,-35,57,-25
370273,24,-34,40,-43,65,-34,35,-25
370283,24,-36,40,-42,65,-34,21,-25
370293,25,-36,40,-42,66,-35,42,-24
370303,25,-35,40,-42,66,-33,38,-25
370313,24,-36,39,-42,66,-33,21,-24
370323,24,-37,40,-43,65,-32,20,-25
370333,24,-37,40,-41,65,-33,44,-26
370343,24,-37,40,-42,65,-32,37,-26
370353,24,-39,41,-42,66,-34,57,-42
370363,24,-39,41,-40,64,-33,23,-27
370373,25,-32,40,-41,65,-34,44,-26
370383,25,-36,40,-41,61,-35,45,-26
370393,27,-34,40,-41,65,-34,40,-26
370403,27,-34,40,-42,66,-34,20,-26
370413,27,-34,41,-42,65,-34,20,-26
370423,26,-33,41,-40,65,-31,49,-26
370433,26,-33,40,-41,64,-33,42,-26
370443,27,-32,40,-41,66,-32,57,-41
370453,26,-23,39,-40,64,-33,22,-27
370463,26,-23,40,-39,66,-30,55,-28
370473,24,-23,40,-40,66,-29,53,-28
370483,24,-23,40,-39,60,-30,38,-26
370493,27,-23,39,-39,63,-30,39,-25
370503,26,-23,40,-40,65,-30,23,-28
370513,27,-22,40,-39,65,-30,49,-28
370523,24,-33,40,-39,66,-31,44,-28
370533,25,-22,40,-39,64,-33,57,-43
370543,26,-23,40,-40,66,-33,37,-27
370553,26,-23,40,-40,64,-34,21,-26
370563,25,-34,40,-40,65,-32,44,-25
370573,26,-23,40,-40,64,-32,36,-24
370583,26,-34,41,-40,65,-31,57,-24
370593,25,-34,41,-41,64,-32,40,-23
370603,26,-35,41,-40,63,-33,46,-24
370613,26,-22,39,-40,66,-31,56,-23
370623,25,-23,40,-40,67,-31,44,-23
370633,25,-23,39,-40,66,-31,19,-23
370643,24,-23,39,-42,65,-32,38,-23
370653,25,-23,39,-41,68,-31,47,-22
370663,25,-32,41,-41,66,-32,40,-23
370673,25,-33,42,-42,67,-33,53,-37
370683,24,-33,41,-43,65,-31,18,-22
370693,25,-33,41,-42,63,-32,42,-21
370703,25,-32,41,-40,65,-32,53,-21
370713,24,-23,40,-41,65,-34,53,-22
370723,24,-32,41,-39,66,-33,52,-22
370733,24,-32,41,-40,59,-33,22,-23
370743,24,-23,40,-40,63,-34,49,-23
370753,24,-22,39,-40,61,-33,19,-22
370763,24,-21,37,-40,64,-32,53,-38
370773,23,-34,39,-40,61,-32,19,-24
370783,24,-23,39,-40,64,-31,54,-23
370793,23,-23,38,-40,62,-31,50,-24
370803,22,-23,40,-40,64,-30,54,-24
370813,22,-23,40,-41,64,-31,18,-25
370823,23,-23,39,-41,64,-31,52,-26
370833,23,-35,40,-40,64,-31,54,-26
370843,20,-35,41,-41,64,-30,55,-26
370853,23,-36,40,-40,62,-30,53,-41
370863,22,-36,40,-42,64,-30,53,-25
370873,22,-35,40,-40,63,-30,48,-25
370883,23,-36,39,-40,64,-30,42,-25
370893,22,-37,40,-40,63,-30,21,-25
370903,23,-36,39,-41,64,-30,54,-41
370913,22,-36,39,-42,62,-30,50,-25
370923,22,-35,39,-42,62,-29,19,-25
370933,23,-37,39,-41,63,-28,52,-27
370943,22,-37,38,-41,62,-28,42,-26
370953,23,-36,39,-42,64,-28,42,-27
370963,23,-37,39,-42,62,-28,53,-27
370973,23,-37,39,-42,62,-29,47,-28
370983,22,-36,38,-41,63,-29,43,-27
370993,22,-37,39,-41,62,-29,54,-41
371003,21,-39,39,-41,63,-30,51,-26
371013,21,-39,38,-41,64,-32,52,-25
371023,22,-39,38,-40,65,-30,53,-41
371033,21,-40,39,-39,60,-30,43,-25
371043,21,-40,39,-39,63,-30,17,-26
371053,21,-39,39,-40,65,-31,47,-25
371063,20,-40,39,-41,64,-31,54,-25
371073,21,-40,40,-41,63,-29,37,-26
371083,21,-40,39,-41,63,-32,44,-29
371093,21,-39,38,-40,65,-30,53,-26
371103,21,-40,39,-39,64,-27,51,-25
371113,20,-39,39,-39,64,-27,51,-26
371123,21,-40,38,-39,64,-27,49,-26
371133,22,-41,39,-41,64,-28,50,-26
371143,21,-42,39,-40,63,-29,39,-25
371153,22,-42,39,-40,66,-29,53,-25
371163,21,-42,40,-40,63,-28,44,-25
371173,20,-41,39,-40,66,-28,41,-31
371183,20,-38,36,-40,63,-27,40,-25
371193,20,-42,40,-39,64,-28,48,-25
371203,22,-42,40,-40,64,-30,50,-24
371213,22,-38,36,-42,63,-29,42,-23
371223,20,-41,40,-41,62,-27,52,-23
371233,19,-41,39,-41,60,-27,43,-24
371243,20,-38,38,-40,63,-27,52,-23
371253,20,-37,39,-41,64,-28,49,-23
371263,21,-38,37,-41,64,-27,52,-23
371273,21,-40,38,-41,63,-27,53,-22
371283,21,-42,39,-42,63,-29,45,-22
371293,21,-42,39,-42,63,-30,51,-23
371303,21,-41,38,-41,61,-29,46,-23
371313,20,-39,39,-41,64,-29,52,-36
371323,21,-38,39,-41,62,-30,54,-22
371333,21,-38,38,-40,61,-30,48,-22
371343,21,-41,39,-40,62,-29,52,-22
371353,21,-42,38,-40,61,-30,46,-22
371363,21,-42,38,-41,62,-30,42,-22
371373,21,-41,37,-41,61,-29,45,-22
371383,21,-42,37,-40,62,-29,48,-22
371393,21,-41,37,-44,61,-29,20,-22
371403,21,-41,38,-44,61,-29,47,-36
371413,21,-41,37,-44,62,-28,48,-20
371423,20,-41,37,-44,63,-29,52,-21
371433,19,-42,38,-44,63,-29,50,-21
371443,20,-42,36,-43,61,-31,48,-21
371453,22,-43,39,-44,62,-29,51,-21
371463,21,-43,37,-42,63,-29,50,-22
371473,21,-43,38,-41,63,-30,49,-22
371483,21,-43,38,-41,63,-30,45,-22
371493,21,-43,39,-41,63,-29,51,-21
371503,21,-42,38,-41,63,-30,46,-22
371513,21,-42,37,-42,62,-30,53,-23
371523,21,-40,38,-42,67,-29,55,-21
371533,21,-37,38,-41,62,-31,56,-23
371543,20,-37,38,-42,61,-31,55,-36
371553,20,-36,37,-40,64,-32,56,-24
371563,21,-36,37,-42,64,-31,55,-23
371573,20,-38,40,-40,67,-29,55,-37
371583,20,-38,40,-40,62,-29,55,-22
371593,21,-39,40,-40,62,-30,47,-23
371603,20,-35,40,-39,63,-29,56,-24
371613,21,-39,39,-38,63,-31,56,-24
371623,20,-38,39,-39,62,-27,56,-22
371633,21,-38,39,-39,64,-26,50,-30
371643,21,-38,40,-38,63,-27,42,-24
371653,21,-37,40,-39,65,-26,55,-24
371663,21,-37,41,-39,60,-26,56,-24
371673,21,-35,39,-39,61,-27,52,-25
371683,21,-34,40,-38,63,-27,43,-26
371693,21,-34,42,-39,63,-27,55,-26
371703,19,-33,41,-39,62,-26,55,-24
371713,20,-33,41,-39,64,-26,47,-25
371723,20,-33,41,-40,65,-27,39,-24
371733,19,-33,41,-40,63,-28,53,-24
371743,21,-33,40,-40,63,-27,56,-23
371753,21,-33,39,-40,62,-27,52,-25
371763,21,-33,39,-41,62,-26,54,-24
371773,20,-33,40,-40,63,-27,50,-25
371783,21,-33,40,-39,62,-29,43,-25
371793,20,-34,39,-39,63,-27,54,-24
371803,21,-35,38,-41,63,-28,52,-24
371813,20,-35,40,-41,66,-29,40,-24
371823,21,-35,40,-41,64,-27,51,-22
371833,21,-34,40,-41,63,-26,53,-22
371843,21,-35,39,-40,64,-26,54,-20
371853,21,-37,39,-40,66,-27,53,-23
371863,21,-36,40,-42,64,-28,52,-36
371873,21,-36,40,-39,67,-26,55,-23
371883,20,-36,39,-39,61,-28,52,-23
371893,20,-36,39,-41,64,-27,53,-37
371903,20,-36,39,-39,64,-27,54,-23
371913,21,-36,39,-40,63,-25,45,-24
371923,21,-35,40,-39,66,-27,54,-23
371933,21,-35,38,-40,64,-28,54,-23
371943,20,-35,39,-39,63,-26,53,-22
371953,21,-35,39,-40,63,-26,31,-23
371963,19,-34,38,-39,62,-27,54,-24
371973,20,-34,38,-40,64,-25,52,-23
371983,21,-34,37,-40,64,-27,55,-24
371993,21,-34,36,-40,64,-27,54,-22
