time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
1772923,28,-36,43,-42,73,-26,33,-28
1772933,28,-35,41,-41,68,-32,32,-27
1772943,28,-35,42,-41,67,-31,33,-27
1772953,28,-36,42,-42,55,-32,33,-27
1772963,28,-37,41,-44,68,-32,33,-27
1772973,29,-36,42,-41,68,-32,33,-27
1772983,28,-37,43,-43,70,-28,34,-28
1772993,30,-36,42,-43,56,-32,34,-27
1773003,29,-36,43,-42,68,-33,32,-28
1773013,29,-35,43,-43,52,-32,33,-27
1773023,30,-36,44,-42,54,-33,33,-26
1773033,31,-36,44,-42,68,-32,35,-28
1773043,29,-36,43,-42,52,-32,33,-27
1773053,28,-36,43,-43,61,-33,31,-27
1773063,28,-36,43,-42,53,-33,33,-28
1773073,28,-37,43,-43,74,-31,33,-28
1773083,28,-36,43,-41,66,-32,33,-28
1773093,29,-37,42,-41,67,-30,32,-28
1773103,28,-37,42,-42,68,-32,33,-28
1773113,28,-37,42,-41,77,-22,34,-28
1773123,28,-36,43,-41,48,-32,32,-28
1773133,28,-36,43,-43,56,-32,31,-28
1773143,28,-36,43,-43,64,-32,33,-28
1773153,29,-35,43,-43,64,-32,33,-28
1773163,28,-36,43,-44,60,-32,33,-28
1773173,28,-36,42,-43,53,-32,31,-28
1773183,28,-34,42,-42,55,-34,33,-28
1773193,28,-36,42,-43,66,-33,32,-28
1773203,28,-36,43,-43,64,-32,33,-27
1773213,28,-37,42,-42,60,-32,33,-27
1773223,28,-36,43,-41,70,-29,34,-28
1773233,28,-36,43,-42,64,-33,33,-27
1773243,28,-36,43,-43,59,-33,33,-28
1773253,28,-36,43,-43,54,-32,33,-28
1773263,27,-36,43,-42,58,-32,32,-28
1773273,27,-36,43,-43,58,-33,31,-27
1773283,27,-36,42,-43,54,-32,34,-27
1773293,27,-36,42,-43,80,-21,34,-28
1773303,27,-36,42,-42,80,-21,32,-28
1773313,28,-36,43,-38,64,-32,32,-27
1773323,29,-36,43,-43,57,-32,33,-28
1773333,29,-36,43,-43,83,-21,34,-28
1773343,28,-36,42,-42,56,-33,31,-27
1773353,28,-36,44,-43,58,-33,32,-28
1773363,28,-36,42,-42,66,-33,33,-28
1773373,27,-36,43,-43,55,-32,34,-23
1773383,27,-36,43,-42,72,-26,31,-28
1773393,26,-36,43,-42,70,-28,34,-28
1773403,27,-36,44,-43,61,-29,32,-28
1773413,26,-36,44,-42,54,-31,33,-25
1773423,27,-36,42,-42,61,-31,32,-28
1773433,26,-36,43,-41,69,-33,32,-28
1773443,27,-36,44,-43,58,-33,33,-27
1773453,26,-36,43,-42,67,-31,33,-27
1773463,27,-36,43,-43,70,-27,34,-28
1773473,27,-36,43,-41,55,-34,33,-27
1773483,26,-36,43,-43,54,-33,32,-28
1773493,26,-34,44,-42,67,-31,33,-28
1773503,26,-36,43,-43,69,-29,33,-27
1773513,27,-36,43,-42,60,-33,33,-27
1773523,26,-36,42,-43,54,-35,33,-28
1773533,26,-36,41,-43,51,-33,32,-27
1773543,26,-36,42,-43,56,-34,32,-27
1773553,26,-35,40,-43,48,-35,32,-27
1773563,26,-36,40,-43,59,-32,32,-27
1773573,26,-36,40,-43,53,-34,32,-27
1773583,26,-35,39,-42,65,-35,33,-27
1773593,26,-34,38,-43,58,-33,32,-27
1773603,25,-34,38,-43,53,-32,32,-27
1773613,26,-35,38,-42,68,-30,32,-27
1773623,26,-35,38,-42,72,-26,31,-28
1773633,25,-35,38,-43,57,-33,32,-27
1773643,27,-35,38,-43,81,-22,33,-28
1773653,26,-35,38,-41,53,-33,32,-27
1773663,26,-34,38,-42,57,-30,33,-28
1773673,26,-35,38,-42,67,-33,32,-27
1773683,26,-35,38,-42,48,-33,32,-27
1773693,26,-35,38,-42,67,-33,32,-28
1773703,26,-35,37,-43,82,-21,30,-27
1773713,26,-36,38,-42,51,-32,31,-27
1773723,26,-35,38,-42,67,-28,32,-27
1773733,25,-36,39,-43,83,-21,32,-27
1773743,26,-37,38,-42,53,-32,32,-27
1773753,26,-35,38,-42,64,-31,32,-27
1773763,25,-35,38,-41,61,-32,33,-26
1773773,26,-35,38,-42,76,-21,33,-27
1773783,26,-34,38,-41,67,-21,31,-28
1773793,25,-35,38,-43,63,-33,33,-27
1773803,26,-35,39,-42,60,-31,33,-27
1773813,26,-36,40,-42,84,-21,34,-28
1773823,24,-35,38,-42,54,-32,33,-28
1773833,25,-35,39,-42,84,-22,35,-27
1773843,26,-35,37,-42,59,-32,34,-26
1773853,25,-35,38,-41,58,-32,32,-27
1773863,25,-35,38,-42,72,-25,32,-27
1773873,26,-35,38,-43,72,-25,34,-26
1773883,25,-35,38,-43,66,-32,33,-27
1773893,26,-35,38,-42,64,-33,34,-27
1773903,25,-35,38,-42,63,-34,34,-27
1773913,25,-35,38,-41,58,-33,32,-27
1773923,26,-35,39,-42,68,-27,34,-27
1773933,26,-35,38,-42,65,-33,32,-25
1773943,25,-35,39,-42,69,-30,34,-26
1773953,25,-35,38,-43,60,-32,34,-26
1773963,26,-35,38,-42,70,-29,33,-26
1773973,25,-35,39,-42,71,-25,33,-26
1773983,25,-35,38,-41,60,-34,33,-26
1773993,26,-35,39,-42,51,-32,33,-26
1774003,26,-35,39,-42,61,-33,33,-26
1774013,26,-35,38,-42,57,-33,33,-26
1774023,25,-35,37,-42,67,-32,33,-25
1774033,24,-35,39,-43,77,-21,31,-26
1774043,24,-35,39,-42,63,-28,32,-25
1774053,25,-36,39,-42,52,-31,32,-25
1774063,26,-35,40,-42,63,-21,32,-26
1774073,25,-36,39,-42,72,-26,32,-26
1774083,25,-35,39,-43,77,-21,32,-26
1774093,24,-35,39,-41,81,-21,30,-26
1774103,25,-36,39,-41,82,-20,30,-24
1774113,25,-35,39,-41,68,-33,31,-26
1774123,24,-35,41,-43,76,-21,29,-25
1774133,25,-35,40,-41,81,-22,31,-25
1774143,25,-35,40,-41,70,-22,31,-25
1774153,25,-35,40,-42,77,-22,29,-25
1774163,25,-35,40,-41,82,-22,29,-25
1774173,25,-35,39,-42,82,-22,31,-25
1774183,25,-35,39,-41,68,-30,30,-24
1774193,24,-35,41,-41,58,-32,29,-26
1774203,25,-35,40,-42,83,-22,30,-25
1774213,25,-35,40,-42,68,-29,28,-25
1774223,26,-35,40,-42,82,-23,31,-25
1774233,25,-35,40,-42,68,-27,28,-24
1774243,25,-35,41,-42,79,-23,30,-25
1774253,25,-35,41,-42,57,-33,30,-24
1774263,25,-34,40,-42,69,-30,30,-24
1774273,25,-35,41,-42,83,-22,30,-25
1774283,25,-35,41,-42,54,-33,29,-26
1774293,25,-35,41,-42,68,-31,29,-26
1774303,25,-35,42,-42,68,-26,29,-26
1774313,25,-35,41,-43,78,-24,30,-25
1774323,25,-35,41,-42,63,-24,29,-26
1774333,25,-35,41,-43,59,-33,29,-26
1774343,25,-35,42,-42,58,-22,29,-26
1774353,25,-35,40,-43,72,-27,30,-26
1774363,25,-35,41,-43,72,-21,28,-28
1774373,26,-36,41,-43,67,-27,31,-28
1774383,25,-34,41,-43,60,-32,29,-28
1774393,25,-35,41,-42,81,-23,30,-29
1774403,25,-35,41,-42,70,-26,29,-29
1774413,25,-34,41,-43,72,-25,28,-29
1774423,25,-35,42,-42,81,-22,30,-29
1774433,25,-35,40,-42,66,-26,28,-30
1774443,25,-34,41,-43,63,-25,30,-30
1774453,25,-35,41,-43,64,-35,28,-29
1774463,25,-35,41,-42,71,-26,28,-29
1774473,25,-35,41,-43,65,-23,29,-30
1774483,25,-36,41,-43,59,-30,29,-29
1774493,25,-35,41,-42,59,-22,30,-29
1774503,25,-35,41,-42,81,-23,28,-29
1774513,24,-36,41,-42,67,-26,29,-30
1774523,25,-35,41,-43,63,-22,30,-30
1774533,24,-35,41,-43,69,-26,29,-29
1774543,25,-36,41,-43,80,-22,30,-29
1774553,25,-35,42,-42,82,-22,31,-29
1774563,24,-34,42,-42,80,-21,32,-30
1774573,24,-35,41,-42,63,-23,29,-29
1774583,24,-34,41,-44,80,-21,29,-29
1774593,24,-36,41,-41,66,-23,30,-29
1774603,24,-36,42,-44,78,-22,30,-29
1774613,24,-34,42,-42,62,-23,31,-30
1774623,24,-35,42,-42,60,-23,30,-29
1774633,24,-35,37,-43,57,-22,31,-29
1774643,24,-35,41,-43,63,-24,31,-30
1774653,25,-36,42,-43,57,-24,31,-30
1774663,24,-35,42,-44,67,-24,30,-28
1774673,24,-35,40,-43,79,-24,31,-29
1774683,24,-35,40,-42,61,-23,31,-29
1774693,25,-35,41,-43,70,-29,30,-28
1774703,23,-35,41,-44,69,-23,31,-29
1774713,23,-35,41,-44,62,-23,31,-29
1774723,23,-35,41,-42,72,-26,31,-28
1774733,24,-35,40,-42,59,-23,30,-28
1774743,24,-35,41,-39,62,-22,30,-27
1774753,24,-35,41,-44,65,-34,31,-28
1774763,23,-35,42,-44,67,-22,29,-28
1774773,23,-35,40,-44,66,-22,31,-28
1774783,22,-35,42,-44,68,-23,31,-27
1774793,22,-35,41,-44,79,-23,31,-28
1774803,22,-35,42,-45,57,-23,32,-27
1774813,20,-35,41,-44,56,-22,31,-27
1774823,22,-35,40,-43,79,-24,31,-28
1774833,23,-35,41,-45,66,-23,31,-27
1774843,23,-35,41,-44,62,-22,30,-28
1774853,23,-35,41,-43,78,-22,31,-28
1774863,22,-35,40,-45,82,-22,32,-28
1774873,23,-35,40,-45,83,-23,31,-28
1774883,24,-35,42,-45,58,-22,31,-28
1774893,23,-35,40,-44,70,-27,31,-28
1774903,23,-35,40,-44,68,-23,32,-28
1774913,23,-35,40,-44,81,-22,29,-28
1774923,23,-35,40,-45,70,-39,32,-28
1774933,22,-35,40,-46,64,-22,32,-27
1774943,23,-36,40,-43,52,-23,30,-28
1774953,23,-35,41,-43,66,-23,32,-29
1774963,23,-34,41,-45,66,-23,31,-28
1774973,23,-35,40,-44,60,-10,31,-28
1774983,23,-35,40,-44,67,-24,32,-28
1774993,23,-35,40,-44,81,-23,31,-28
1775003,24,-35,41,-45,64,-22,32,-28
1775013,23,-35,40,-44,60,-23,32,-28
1775023,24,-35,41,-44,60,-22,32,-28
1775033,23,-35,40,-45,56,-24,32,-28
1775043,24,-35,41,-44,83,-23,32,-28
1775053,23,-35,41,-45,67,-29,32,-27
1775063,24,-35,40,-44,55,-23,32,-28
1775073,24,-35,42,-44,64,-23,32,-28
1775083,24,-35,42,-44,57,-22,30,-27
1775093,24,-35,41,-44,76,-22,33,-28
1775103,23,-35,40,-45,69,-43,33,-28
1775113,24,-35,40,-45,75,-22,31,-28
1775123,24,-35,40,-45,55,-23,32,-28
1775133,24,-35,41,-44,61,-23,32,-28
1775143,24,-35,41,-44,59,-23,31,-29
1775153,23,-35,40,-43,68,-28,31,-28
1775163,23,-35,41,-44,54,-23,32,-28
1775173,24,-35,40,-43,64,-22,31,-29
1775183,23,-35,40,-44,54,-40,33,-27
1775193,24,-35,40,-44,4,-34,30,-27
1775203,24,-34,41,-44,63,-21,32,-28
1775213,23,-35,41,-44,66,-21,31,-28
1775223,23,-36,40,-45,53,-23,32,-28
1775233,22,-35,40,-44,57,-22,32,-28
1775243,24,-35,40,-45,56,-24,32,-27
1775253,24,-35,40,-45,67,-23,30,-28
1775263,23,-35,40,-45,51,-22,31,-27
1775273,24,-35,40,-45,68,-23,32,-29
1775283,24,-35,40,-44,56,-36,33,-28
1775293,24,-35,41,-45,69,-23,32,-28
1775303,24,-34,40,-45,63,-22,30,-28
1775313,24,-35,40,-45,65,-23,32,-28
1775323,24,-36,40,-45,53,-23,32,-28
1775333,24,-35,40,-43,57,-23,30,-28
1775343,24,-35,41,-44,56,-21,31,-28
1775353,24,-35,41,-45,68,-43,33,-27
1775363,24,-35,41,-46,61,-22,32,-28
1775373,24,-34,40,-44,59,-22,30,-28
1775383,24,-35,40,-45,59,-22,32,-28
1775393,23,-35,40,-45,59,-23,32,-28
1775403,24,-36,41,-45,58,-23,32,-28
1775413,24,-35,40,-45,69,-26,31,-28
1775423,24,-35,41,-44,54,-23,33,-28
1775433,24,-35,42,-44,67,-21,31,-28
1775443,24,-35,41,-44,56,-37,33,-28
1775453,24,-33,41,-44,52,-23,31,-28
1775463,23,-34,41,-43,69,-23,32,-28
1775473,24,-34,40,-44,54,-23,32,-28
1775483,24,-33,41,-43,63,-22,33,-28
1775493,25,-34,40,-42,62,-45,30,-27
1775503,24,-34,40,-41,61,-23,32,-28
1775513,24,-34,40,-43,72,-23,32,-28
1775523,23,-34,41,-41,54,-24,32,-28
1775533,25,-33,40,-41,65,-24,32,-28
1775543,24,-34,40,-41,62,-22,30,-28
1775553,24,-34,42,-42,53,-22,30,-29
1775563,24,-34,40,-41,56,-39,32,-28
1775573,23,-34,40,-41,80,-20,32,-28
1775583,24,-34,40,-41,53,-23,33,-28
1775593,23,-34,42,-40,53,-34,32,-28
1775603,24,-34,40,-40,56,-22,33,-28
1775613,24,-33,40,-40,73,-23,32,-28
1775623,24,-33,40,-40,52,-36,33,-28
1775633,23,-33,40,-39,55,-24,32,-28
1775643,24,-34,41,-41,63,-39,33,-28
1775653,24,-33,40,-40,54,-23,31,-28
1775663,22,-34,40,-41,53,-23,33,-29
1775673,24,-34,40,-40,76,-23,31,-28
1775683,23,-34,40,-41,56,-37,33,-28
1775693,24,-33,41,-41,53,-23,30,-28
1775703,22,-34,40,-40,55,-38,33,-28
1775713,23,-33,40,-41,54,-22,32,-28
1775723,23,-34,40,-41,53,-35,33,-26
1775733,22,-33,41,-40,55,-23,33,-28
1775743,23,-33,41,-40,77,-23,31,-27
1775753,23,-33,40,-41,54,-22,33,-28
1775763,23,-33,41,-41,52,-23,31,-28
1775773,23,-33,40,-41,54,-22,32,-27
1775783,23,-34,40,-41,56,-35,32,-26
1775793,23,-33,41,-42,54,-23,32,-28
1775803,22,-33,40,-42,56,-23,31,-28
1775813,23,-33,40,-41,72,-45,33,-28
1775823,23,-33,40,-37,55,-24,31,-28
1775833,23,-33,40,-41,54,-23,32,-28
1775843,23,-33,40,-41,64,-22,32,-28
1775853,24,-33,42,-41,55,-37,31,-27
1775863,23,-33,40,-41,54,-23,31,-28
1775873,23,-33,40,-42,54,-23,30,-28
1775883,23,-33,40,-42,53,-23,32,-28
1775893,23,-33,40,-42,54,-36,31,-28
1775903,24,-33,42,-40,69,-42,31,-27
1775913,24,-33,40,-40,54,-38,31,-28
1775923,25,-32,40,-41,53,-23,32,-28
1775933,24,-33,42,-41,54,-23,30,-28
1775943,25,-33,40,-40,53,-23,32,-28
1775953,25,-32,40,-39,54,-35,33,-25
1775963,24,-32,40,-40,52,-38,32,-28
1775973,25,-33,40,-41,55,-21,32,-27
1775983,25,-33,40,-40,71,-41,33,-28
1775993,27,-33,41,-40,55,-40,32,-28
1776003,26,-34,40,-41,54,-23,32,-27
1776013,28,-33,40,-42,57,-22,30,-28
1776023,27,-33,40,-40,53,-22,32,-28
1776033,29,-33,41,-41,55,-21,33,-26
1776043,28,-33,40,-41,54,-35,31,-28
1776053,28,-33,41,-42,65,-45,33,-28
1776063,28,-33,40,-41,57,-40,31,-28
1776073,28,-34,40,-41,66,-44,31,-28
1776083,28,-33,41,-41,59,-42,32,-28
1776093,28,-34,40,-41,68,-41,32,-28
1776103,29,-33,40,-42,55,-39,33,-27
1776113,28,-34,40,-43,68,-45,33,-28
1776123,27,-33,40,-41,55,-45,32,-28
1776133,28,-33,40,-42,55,-38,29,-28
1776143,27,-33,40,-43,49,-42,31,-28
1776153,27,-33,41,-42,58,-23,31,-27
1776163,27,-33,40,-42,55,-43,33,-28
1776173,27,-33,40,-43,64,-22,31,-27
1776183,27,-33,40,-42,54,-24,31,-27
1776193,27,-33,40,-42,55,-23,32,-27
1776203,27,-34,40,-42,72,-39,33,-28
1776213,27,-34,41,-42,55,-43,33,-28
1776223,27,-33,41,-43,85,-21,31,-28
1776233,27,-34,40,-42,55,-23,30,-26
1776243,28,-33,40,-43,53,-22,32,-27
1776253,27,-33,40,-43,70,-32,33,-27
1776263,27,-34,40,-38,72,-44,33,-28
1776273,27,-34,41,-35,55,-45,33,-27
1776283,26,-34,40,-43,57,-38,31,-27
1776293,24,-34,40,-42,59,-42,32,-28
1776303,27,-34,40,-42,55,-37,32,-28
1776313,26,-34,42,-43,69,-42,32,-26
1776323,27,-34,39,-42,54,-44,33,-27
1776333,26,-34,40,-43,55,-37,33,-26
1776343,26,-33,40,-43,68,-42,32,-26
1776353,27,-34,39,-42,54,-40,31,-27
1776363,26,-33,40,-43,55,-42,32,-27
1776373,25,-34,40,-43,58,-41,33,-28
1776383,27,-35,40,-42,56,-22,32,-27
1776393,27,-33,41,-44,52,-23,32,-27
1776403,26,-32,40,-42,55,-38,31,-27
1776413,27,-33,40,-43,56,-42,31,-27
1776423,25,-33,40,-43,56,-39,31,-27
1776433,27,-33,40,-42,69,-41,32,-27
1776443,27,-33,41,-42,60,-43,33,-28
1776453,27,-33,39,-42,55,-38,30,-27
1776463,27,-33,40,-43,83,-23,32,-27
1776473,26,-33,41,-42,54,-45,32,-28
1776483,27,-32,40,-43,67,-20,31,-27
1776493,27,-32,41,-43,56,-42,32,-27
1776503,27,-34,39,-43,83,-33,33,-27
1776513,27,-33,40,-41,54,-45,33,-27
1776523,28,-33,41,-43,71,-21,32,-27
1776533,27,-33,39,-43,55,-38,32,-27
1776543,28,-33,39,-43,53,-22,31,-27
1776553,27,-35,40,-43,54,-46,31,-28
1776563,27,-35,40,-43,50,-22,32,-26
1776573,27,-35,40,-43,56,-40,33,-27
1776583,27,-35,40,-43,69,-21,32,-27
1776593,27,-35,40,-43,55,-45,31,-26
1776603,27,-35,40,-44,55,-42,33,-27
1776613,28,-35,40,-43,68,-41,33,-26
1776623,27,-36,40,-42,84,-21,32,-27
1776633,28,-36,40,-42,55,-43,33,-27
1776643,29,-36,39,-43,69,-21,32,-27
1776653,29,-35,40,-43,64,-44,31,-26
1776663,31,-36,40,-42,54,-23,32,-27
1776673,29,-36,40,-43,61,-44,32,-26
1776683,29,-35,40,-42,69,-24,33,-27
1776693,29,-36,40,-43,53,-41,32,-27
1776703,29,-36,40,-42,53,-43,31,-27
1776713,24,-37,40,-43,54,-23,32,-27
1776723,28,-36,40,-42,67,-42,32,-27
1776733,29,-36,40,-42,80,-21,33,-27
1776743,28,-36,40,-42,84,-20,32,-27
