time,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
1931583,25,-35,46,-43,82,-23,25,-17
1931593,25,-36,46,-44,84,-24,28,-21
1931603,26,-36,47,-43,75,-23,27,-13
1931613,26,-36,47,-41,82,-24,28,-23
1931623,26,-36,47,-42,87,-26,29,-27
1931633,26,-35,44,-43,82,-23,28,-18
1931643,26,-36,46,-40,84,-24,29,-27
1931653,26,-36,47,-41,79,-24,27,-16
1931663,26,-36,46,-42,84,-24,28,-27
1931673,26,-36,45,-41,68,-26,28,-12
1931683,26,-36,44,-43,79,-22,27,-15
1931693,26,-36,46,-42,84,-23,29,-22
1931703,26,-36,44,-42,77,-24,28,-26
1931713,26,-37,46,-42,76,-23,28,-14
1931723,26,-36,46,-42,82,-22,27,-17
1931733,26,-35,44,-44,81,-22,29,-23
1931743,26,-36,44,-42,76,-23,27,-12
1931753,26,-36,44,-43,79,-23,29,-27
1931763,26,-36,43,-42,82,-23,28,-20
1931773,26,-36,44,-43,80,-24,28,-26
1931783,26,-36,44,-40,74,-23,29,-27
1931793,26,-36,43,-42,81,-23,28,-16
1931803,26,-36,43,-42,82,-23,29,-23
1931813,26,-37,43,-42,80,-23,29,-26
1931823,26,-36,43,-44,83,-23,29,-19
1931833,26,-36,43,-42,81,-23,29,-21
1931843,26,-36,43,-44,74,-21,29,-26
1931856,26,-36,43,-43,71,-35,52,-27
1931863,26,-36,42,-42,71,-31,37,-14
1931873,26,-36,43,-42,83,-23,29,-25
1931883,26,-36,43,-43,75,-36,29,-26
1931893,26,-36,43,-43,80,-23,28,-26
1931903,26,-35,43,-42,80,-24,29,-26
1931913,26,-36,43,-43,77,-24,30,-14
1931923,26,-37,42,-43,81,-26,30,-22
1931933,26,-36,42,-42,78,-26,29,-20
1931943,26,-36,43,-42,82,-23,30,-23
1931953,26,-36,42,-42,81,-24,28,-27
1931963,26,-36,42,-43,71,-37,26,-27
1931973,27,-35,39,-43,82,-24,30,-26
1931983,26,-36,42,-43,74,-38,31,-27
1931993,27,-36,42,-43,81,-23,30,-18
1932003,26,-36,42,-42,79,-24,26,-26
1932013,26,-36,41,-41,82,-24,29,-22
1932023,28,-35,42,-42,77,-25,30,-17
1932033,26,-36,42,-44,82,-23,30,-20
1932043,26,-36,42,-42,79,-23,28,-14
1932053,26,-36,43,-43,82,-22,25,-25
1932063,26,-36,41,-42,82,-23,31,-20
1932073,27,-35,42,-42,79,-24,29,-26
1932083,25,-36,42,-41,79,-24,28,-14
1932093,27,-37,41,-43,82,-25,28,-24
1932103,27,-36,41,-42,75,-24,30,-12
1932113,27,-36,42,-41,71,-44,29,-27
1932123,26,-36,42,-43,82,-38,30,-26
1932133,27,-35,42,-42,77,-3,33,-11
1932143,27,-36,42,-43,82,-24,28,-18
1932153,26,-36,42,-42,77,-24,30,-28
1932163,27,-36,41,-42,79,-23,28,-27
1932173,26,-36,42,-43,67,-44,30,-26
1932183,27,-36,42,-43,78,-23,30,-26
1932193,26,-36,42,-41,69,-42,30,-26
1932203,27,-36,42,-43,84,-24,29,-22
1932213,26,-36,42,-41,77,-24,30,-27
1932223,26,-36,42,-43,81,-24,30,-22
1932233,26,-36,42,-42,78,-35,30,-26
1932243,26,-36,41,-44,76,-36,30,-26
1932253,26,-37,42,-43,69,-41,31,-26
1932263,26,-36,42,-43,70,-41,31,-27
1932273,27,-37,42,-42,86,-24,30,-25
1932283,28,-36,42,-43,78,-24,30,-27
1932293,27,-35,42,-43,82,-25,30,-23
1932303,26,-37,42,-43,76,-25,29,-27
1932313,27,-36,42,-43,69,-39,29,-26
1932323,27,-37,42,-43,64,-36,31,-27
1932333,27,-36,42,-42,73,-37,30,-26
1932343,26,-35,42,-43,71,-38,31,-27
1932353,27,-36,42,-42,68,-42,30,-26
1932363,24,-36,42,-41,68,-41,29,-27
1932373,27,-36,41,-41,71,-46,30,-26
1932383,26,-36,42,-41,80,-27,25,-26
1932393,26,-36,41,-42,82,-27,30,-27
1932403,27,-36,42,-43,76,-43,29,-26
1932413,27,-36,42,-41,81,-26,29,-24
1932423,27,-37,43,-42,76,-37,30,-26
1932433,26,-36,42,-41,82,-26,30,-25
1932443,26,-36,42,-41,76,-43,30,-26
1932453,28,-37,42,-41,71,-40,30,-26
1932463,26,-36,42,-41,66,-46,30,-27
1932473,26,-36,42,-41,81,-27,30,-26
1932483,26,-36,42,-41,68,-46,29,-26
1932493,26,-36,42,-41,82,-26,29,-27
1932503,26,-36,41,-41,72,-43,31,-26
1932513,27,-36,41,-40,82,-25,27,-24
1932523,26,-36,42,-41,69,-50,29,-24
1932533,26,-36,42,-42,70,-43,31,-26
1932543,26,-36,42,-42,67,-49,31,-26
1932553,26,-36,42,-41,75,-36,30,-26
1932563,26,-36,42,-41,67,-50,26,-26
1932573,26,-36,41,-42,68,-50,30,-28
1932583,25,-35,42,-42,78,-39,31,-26
1932593,26,-35,41,-42,69,-44,31,-27
1932603,26,-36,42,-43,81,-27,25,-26
1932613,25,-35,40,-42,71,-48,31,-27
1932623,26,-36,42,-42,74,-37,31,-26
1932633,25,-35,43,-43,65,-50,28,-27
1932643,25,-36,41,-44,68,-46,30,-27
1932653,26,-36,44,-41,66,-48,31,-27
1932663,26,-36,42,-42,75,-38,25,-27
1932673,26,-37,41,-43,71,-40,31,-27
1932683,25,-36,43,-42,68,-42,29,-27
1932693,26,-36,43,-41,82,-26,30,-27
1932703,25,-36,43,-42,68,-46,26,-27
1932713,25,-36,41,-41,77,-41,26,-27
1932723,25,-36,41,-40,69,-44,27,-27
1932733,26,-35,42,-41,64,-49,29,-27
1932743,25,-35,42,-39,77,-39,24,-25
1932753,26,-36,41,-41,66,-47,30,-27
1932763,26,-35,42,-39,66,-50,29,-26
1932773,26,-36,42,-39,71,-45,25,-26
1932783,25,-36,41,-39,82,-40,24,-28
1932793,25,-35,42,-39,71,-51,29,-27
1932803,26,-35,42,-39,71,-47,29,-26
1932813,26,-35,42,-39,80,-27,26,-26
1932823,26,-36,42,-40,67,-50,29,-26
1932833,26,-35,41,-39,74,-39,31,-26
1932843,26,-34,42,-40,76,-48,27,-26
1932853,26,-36,41,-39,68,-49,31,-26
1932863,26,-35,42,-39,67,-47,29,-27
1932873,26,-35,42,-39,67,-49,30,-26
1932883,26,-35,42,-40,68,-49,25,-26
1932893,26,-35,41,-40,66,-48,30,-26
1932903,26,-36,42,-39,66,-50,27,-26
1932913,26,-36,41,-39,71,-40,31,-27
1932923,26,-35,43,-39,67,-44,25,-27
1932933,26,-35,42,-39,65,-48,31,-27
1932943,26,-35,42,-39,68,-44,30,-26
1932953,26,-35,43,-38,71,-48,29,-26
1932963,26,-36,43,-40,67,-45,27,-27
1932973,26,-35,42,-40,65,-48,27,-26
1932983,26,-36,41,-39,66,-41,27,-26
1932993,27,-34,41,-40,66,-47,31,-27
1933003,26,-35,42,-40,61,-46,27,-26
1933013,27,-36,41,-40,75,-38,26,-26
1933023,27,-35,41,-39,67,-42,27,-25
1933033,25,-35,41,-39,65,-47,27,-27
1933043,26,-36,41,-39,74,-37,25,-26
1933053,26,-35,41,-40,65,-42,26,-26
1933063,26,-36,41,-40,65,-47,27,-26
1933073,26,-36,41,-39,67,-48,27,-27
1933083,27,-36,42,-39,67,-47,26,-26
1933093,26,-36,41,-39,66,-45,25,-26
1933103,26,-36,41,-36,69,-41,27,-26
1933113,26,-36,41,-40,67,-46,27,-27
1933123,26,-36,41,-39,66,-45,26,-26
1933133,26,-36,41,-39,66,-44,30,-26
1933143,26,-35,41,-40,67,-47,24,-25
1933153,26,-35,41,-39,65,-47,27,-26
1933163,25,-36,41,-39,67,-41,27,-26
1933173,25,-36,40,-40,66,-46,27,-26
1933183,25,-36,41,-40,66,-46,31,-26
1933193,26,-33,42,-40,66,-36,27,-26
1933203,26,-36,38,-38,66,-47,25,-26
1933213,26,-36,40,-38,64,-44,27,-26
1933223,28,-36,41,-40,65,-39,26,-25
1933233,26,-36,41,-40,67,-44,26,-25
1933243,26,-35,41,-39,67,-31,27,-27
1933253,26,-36,41,-39,70,-40,26,-26
1933263,27,-36,41,-40,67,-43,27,-26
1933273,26,-35,41,-40,66,-31,31,-27
1933283,26,-36,42,-40,67,-43,26,-25
1933293,26,-36,41,-40,67,-36,27,-26
1933303,26,-36,41,-38,66,-42,27,-26
1933313,26,-36,41,-40,67,-42,28,-26
1933323,26,-36,40,-39,66,-40,27,-26
1933333,25,-36,41,-39,67,-34,28,-26
1933343,25,-36,41,-40,67,-41,27,-26
1933353,25,-37,42,-39,69,-37,30,-26
1933363,25,-35,41,-40,67,-38,27,-26
1933373,27,-36,42,-40,68,-40,26,-26
1933383,26,-35,41,-39,67,-28,27,-25
1933393,26,-37,41,-38,64,-41,27,-26
1933403,26,-36,41,-40,69,-30,27,-26
1933413,26,-35,41,-39,67,-32,28,-25
1933423,26,-36,41,-40,66,-40,27,-26
1933433,26,-36,41,-41,62,-39,26,-26
1933443,26,-36,41,-41,61,-40,27,-26
1933453,26,-36,41,-40,64,-27,28,-25
1933463,27,-36,42,-39,62,-40,26,-26
1933473,27,-37,41,-40,65,-38,27,-26
1933483,26,-36,41,-41,67,-37,25,-26
1933493,26,-36,40,-40,66,-33,27,-25
1933503,26,-36,41,-38,67,-29,30,-26
1933513,26,-36,42,-38,67,-30,28,-26
1933523,24,-36,41,-39,64,-43,30,-26
1933533,26,-36,42,-39,66,-29,31,-26
1933543,25,-36,42,-38,66,-40,27,-26
1933553,25,-36,41,-39,71,-40,29,-26
1933563,25,-35,42,-38,67,-37,25,-26
1933573,26,-36,42,-39,66,-31,28,-26
1933583,26,-35,41,-37,69,-27,28,-25
1933593,27,-34,41,-38,69,-38,27,-26
1933603,27,-35,41,-38,65,-39,24,-23
1933613,27,-35,40,-38,66,-38,27,-26
1933623,26,-37,41,-38,67,-31,26,-26
1933633,23,-36,42,-38,65,-40,27,-25
1933643,25,-36,42,-37,66,-28,27,-25
1933653,26,-36,41,-37,66,-41,31,-25
1933663,25,-35,42,-38,67,-27,28,-27
1933673,25,-36,41,-38,66,-29,31,-26
1933683,25,-36,42,-38,68,-31,26,-26
1933693,26,-36,42,-37,67,-27,32,-25
1933703,25,-35,42,-37,66,-39,27,-26
1933713,26,-36,41,-37,66,-31,31,-26
1933723,28,-36,42,-38,66,-27,28,-25
1933733,26,-36,41,-39,65,-41,31,-25
1933743,28,-36,42,-38,67,-30,26,-25
1933753,26,-36,41,-37,66,-40,27,-26
1933763,26,-37,41,-38,66,-29,27,-26
1933773,27,-36,41,-38,67,-35,28,-26
1933783,26,-36,41,-38,67,-29,31,-26
1933793,26,-35,42,-37,66,-33,27,-26
1933803,26,-35,41,-38,66,-43,31,-26
1933813,26,-35,42,-38,67,-31,23,-27
1933823,26,-35,40,-37,67,-42,27,-26
1933833,26,-37,41,-36,67,-32,32,-26
1933843,26,-36,42,-38,66,-32,32,-26
1933853,24,-36,42,-37,66,-45,28,-26
1933863,26,-36,41,-37,66,-32,31,-26
1933873,26,-36,42,-38,68,-45,29,-26
1933883,26,-36,42,-38,67,-32,32,-26
1933893,26,-36,42,-39,66,-42,30,-26
1933903,26,-35,43,-39,66,-32,21,-25
1933913,26,-36,42,-39,66,-44,30,-25
1933923,25,-36,43,-39,65,-45,31,-26
1933933,25,-36,42,-39,66,-40,25,-26
1933943,26,-36,41,-39,67,-35,31,-26
1933953,26,-36,42,-39,67,-34,28,-26
1933963,27,-36,41,-39,66,-34,31,-26
1933973,27,-36,42,-38,66,-46,30,-26
1933983,26,-36,42,-39,66,-40,26,-26
1933993,26,-36,41,-39,66,-35,31,-26
1934003,25,-36,42,-38,67,-34,27,-26
1934013,26,-36,41,-38,65,-45,26,-25
1934023,25,-36,41,-38,65,-41,31,-26
1934033,24,-36,42,-39,65,-37,28,-26
1934043,25,-36,41,-40,66,-38,28,-26
1934053,25,-34,41,-39,64,-34,27,-26
1934063,25,-35,41,-39,66,-36,27,-25
1934073,27,-35,41,-39,66,-46,31,-27
1934083,27,-36,42,-37,65,-35,24,-27
1934093,26,-36,41,-38,66,-45,28,-26
1934103,27,-36,41,-38,66,-35,26,-27
1934113,25,-36,41,-38,68,-35,26,-26
1934123,27,-36,41,-37,67,-35,31,-26
1934133,27,-35,41,-37,66,-37,29,-26
1934143,26,-35,42,-38,66,-39,26,-25
1934153,26,-36,41,-36,66,-35,28,-26
1934163,27,-36,41,-37,66,-34,29,-25
1934173,26,-36,42,-37,68,-43,28,-26
1934183,26,-35,41,-36,65,-35,31,-26
1934193,27,-35,42,-38,66,-36,32,-27
1934203,26,-35,42,-36,65,-40,31,-27
1934213,25,-36,42,-36,63,-35,31,-26
1934223,26,-36,42,-37,68,-36,25,-26
1934233,25,-35,42,-36,66,-49,30,-27
1934243,26,-35,42,-36,67,-34,28,-26
1934253,27,-35,41,-36,65,-42,28,-26
1934263,26,-35,40,-36,65,-49,30,-26
1934273,26,-35,42,-36,68,-35,31,-26
1934283,25,-36,42,-36,66,-38,31,-26
1934293,25,-35,42,-36,66,-34,28,-26
1934303,26,-35,40,-36,67,-35,28,-26
1934313,26,-36,41,-37,65,-34,28,-26
1934323,26,-36,41,-35,67,-35,28,-26
1934333,26,-36,41,-34,63,-34,28,-26
1934343,25,-36,41,-35,67,-35,26,-26
1934353,25,-36,41,-36,66,-36,28,-26
1934363,24,-36,41,-36,68,-32,33,-26
1934373,25,-36,42,-36,67,-34,31,-26
1934383,25,-36,42,-36,65,-34,28,-26
1934393,25,-36,41,-36,66,-35,28,-26
1934403,25,-36,41,-37,67,-33,28,-26
1934413,25,-36,39,-37,67,-34,28,-26
1934423,26,-36,41,-37,66,-38,26,-26
1934433,26,-36,41,-37,66,-34,25,-26
1934443,26,-36,41,-34,71,-34,31,-26
1934453,25,-35,41,-36,64,-34,17,-26
1934463,26,-35,41,-37,66,-33,31,-26
1934473,26,-37,42,-38,69,-34,31,-27
1934483,25,-36,42,-36,66,-37,28,-26
1934493,26,-35,42,-38,67,-35,28,-25
1934503,26,-36,41,-36,68,-35,32,-26
1934513,26,-36,42,-37,68,-36,30,-26
1934523,26,-36,42,-37,66,-35,28,-26
1934533,25,-33,41,-37,69,-35,22,-25
1934543,25,-36,42,-37,67,-35,25,-24
1934553,24,-36,43,-36,67,-36,31,-26
1934563,26,-35,42,-36,67,-35,20,-25
1934573,26,-36,42,-36,68,-34,32,-26
1934583,26,-35,43,-35,73,-34,21,-22
1934593,26,-35,41,-36,67,-39,28,-26
1934603,26,-35,41,-37,65,-35,28,-25
1934613,26,-35,42,-38,67,-34,28,-26
1934623,24,-36,41,-38,60,-48,30,-25
1934633,25,-35,42,-38,66,-37,28,-26
1934643,26,-36,42,-38,67,-36,28,-25
1934653,25,-35,42,-38,68,-35,31,-26
1934663,26,-35,42,-39,67,-34,28,-25
1934673,26,-34,42,-39,64,-36,28,-26
1934683,25,-35,42,-40,67,-35,31,-26
1934693,26,-35,42,-41,68,-35,28,-26
1934703,26,-35,41,-40,67,-34,28,-26
1934713,24,-35,41,-40,67,-34,27,-25
1934723,24,-35,41,-41,66,-34,25,-25
1934733,26,-35,42,-40,67,-37,27,-26
1934743,26,-35,42,-42,66,-35,23,-25
1934753,25,-36,42,-41,68,-34,27,-26
1934763,26,-35,41,-41,68,-33,20,-25
1934773,25,-35,41,-42,66,-34,28,-25
1934783,25,-37,42,-41,67,-34,33,-26
1934793,25,-35,42,-41,66,-35,26,-26
1934803,26,-35,42,-40,67,-33,28,-25
1934813,26,-35,41,-40,66,-34,25,-25
1934823,26,-37,42,-41,65,-34,26,-25
1934833,26,-35,41,-40,68,-34,31,-26
1934843,26,-36,42,-40,69,-34,24,-23
1934853,25,-35,43,-40,62,-34,30,-25
1934863,26,-35,42,-41,69,-34,20,-25
1934873,25,-36,42,-40,66,-33,30,-26
1934883,26,-36,42,-41,69,-33,32,-25
1934893,26,-36,41,-41,66,-34,29,-26
1934903,25,-36,41,-40,67,-34,30,-26
1934913,26,-36,42,-42,66,-34,25,-26
1934923,26,-35,42,-40,67,-33,30,-25
1934933,25,-36,42,-42,68,-33,31,-25
1934943,26,-36,41,-43,68,-34,29,-25
1934953,26,-36,41,-45,70,-33,15,-26
1934963,26,-36,41,-41,72,-34,30,-25
1934973,25,-35,42,-44,69,-35,30,-25
1934983,26,-35,42,-43,68,-33,27,-25
1934993,24,-36,42,-43,67,-33,20,-26
1935003,26,-36,41,-41,67,-32,28,-26
1935013,26,-36,41,-41,67,-34,31,-26
1935023,25,-36,42,-41,62,-32,29,-26
1935033,26,-36,41,-41,67,-33,31,-26
1935043,25,-36,43,-42,66,-35,30,-26
1935053,25,-36,42,-40,67,-34,27,-26
1935063,25,-35,41,-41,67,-33,31,-26
1935073,25,-36,42,-42,69,-33,16,-27
1935083,25,-36,41,-41,68,-34,25,-26
1935093,26,-35,41,-42,67,-33,19,-26
1935103,25,-37,42,-42,68,-32,28,-26
1935113,25,-36,41,-42,67,-32,31,-26
1935123,26,-36,42,-41,67,-32,28,-26
1935133,25,-36,41,-41,67,-32,22,-26
1935143,25,-36,41,-42,66,-33,28,-25
1935153,25,-35,42,-42,67,-33,28,-26
1935163,25,-34,41,-42,67,-31,21,-27
1935173,24,-35,40,-43,67,-33,27,-26
1935183,25,-35,41,-42,65,-34,20,-25
1935193,25,-36,43,-42,65,-32,31,-25
1935203,25,-36,42,-42,66,-33,18,-26
1935213,26,-36,43,-43,68,-33,29,-26
1935223,26,-36,43,-42,68,-33,20,-26
1935233,26,-35,42,-42,69,-32,31,-26
1935243,25,-36,43,-44,66,-31,32,-26
1935253,26,-36,42,-43,68,-33,30,-26
1935263,26,-36,43,-44,67,-33,30,-26
1935273,26,-36,42,-43,66,-33,23,-26
1935283,25,-36,42,-45,69,-33,16,-26
1935293,26,-37,41,-44,66,-33,26,-26
1935303,25,-36,44,-43,67,-32,29,-26
1935313,25,-36,41,-44,67,-33,24,-26
1935323,25,-35,42,-42,68,-33,30,-25
1935333,25,-36,43,-42,68,-33,26,-26
1935343,26,-35,41,-44,67,-33,24,-26
1935353,25,-35,41,-44,68,-34,23,-26
1935363,25,-35,41,-44,67,-33,22,-27
1935373,26,-35,42,-45,66,-33,30,-25
1935383,26,-35,42,-45,68,-32,28,-26
1935393,26,-34,41,-44,66,-33,29,-26
1935403,25,-35,42,-44,67,-34,26,-27
1935413,25,-35,41,-44,67,-33,17,-26
1935423,24,-36,41,-40,70,-33,20,-26
1935433,24,-36,42,-43,63,-32,27,-26
1935443,25,-35,41,-45,67,-33,28,-26
1935453,25,-35,42,-44,68,-33,28,-26
1935463,26,-37,42,-43,66,-32,28,-25
1935473,26,-35,41,-44,67,-34,19,-25
1935483,25,-36,42,-43,68,-33,20,-26
1935493,26,-35,40,-43,67,-33,22,-26
1935503,25,-35,41,-44,67,-33,20,-25
1935513,25,-35,41,-42,66,-32,28,-26
1935523,26,-35,40,-44,67,-33,15,-26
1935533,26,-35,42,-44,63,-33,31,-26
1935543,26,-35,41,-44,67,-31,18,-25
1935553,26,-35,43,-44,64,-33,26,-26
1935563,25,-35,41,-44,68,-33,31,-26
1935573,26,-37,41,-44,69,-33,24,-26
1935583,25,-35,41,-44,65,-33,29,-26
1935593,26,-35,42,-44,67,-33,20,-25
1935603,25,-36,41,-44,65,-33,24,-26
1935613,25,-36,43,-43,68,-33,27,-26
1935623,25,-36,42,-44,69,-33,23,-26
1935633,26,-36,41,-44,67,-33,23,-27
1935643,27,-36,41,-44,71,-34,25,-27
1935653,26,-36,42,-44,69,-33,26,-26
1935663,25,-36,42,-44,67,-32,20,-27
1935673,26,-36,42,-43,66,-33,20,-27
1935683,26,-36,42,-43,66,-33,25,-26
1935693,26,-36,42,-44,68,-33,17,-27
1935703,25,-35,41,-43,66,-33,16,-27
1935713,27,-35,41,-42,66,-33,22,-27
1935723,25,-35,42,-44,67,-33,20,-27
1935733,25,-36,41,-44,68,-33,21,-26
1935743,26,-35,40,-43,68,-33,23,-27
1935753,26,-36,42,-42,67,-34,17,-27
1935763,27,-34,41,-44,70,-34,16,-27
1935773,25,-36,40,-43,68,-33,14,-27
1935783,25,-36,41,-43,68,-34,20,-28
1935793,25,-36,42,-43,67,-33,19,-27
1935803,25,-36,42,-43,68,-33,25,-27
1935813,27,-36,42,-42,67,-33,20,-28
1935823,26,-36,41,-44,71,-34,40,-27
1935833,26,-36,41,-42,68,-33,18,-27
1935843,25,-37,41,-42,67,-33,20,-28
1935853,26,-36,43,-44,71,-33,20,-27
1935863,25,-36,42,-42,69,-33,20,-27
1935873,25,-36,42,-42,68,-34,20,-28
1935883,26,-35,42,-43,67,-33,19,-28
1935893,25,-36,41,-42,67,-35,20,-28
1935903,25,-35,42,-42,67,-35,20,-28
1935913,26,-36,42,-42,68,-35,20,-27
1935923,25,-35,42,-43,67,-33,16,-28
1935933,25,-36,43,-42,66,-34,17,-28
1935943,26,-36,41,-43,67,-33,19,-28
1935953,26,-35,42,-44,68,-33,19,-28
1935963,25,-35,42,-43,68,-34,21,-28
1935973,25,-35,42,-42,67,-34,20,-28
1935983,25,-35,42,-43,67,-33,19,-28
1935993,26,-35,42,-44,67,-34,39,-27
1936003,25,-36,42,-42,68,-34,15,-27
1936013,26,-35,41,-43,64,-33,17,-28
1936023,26,-35,41,-42,67,-33,21,-28
1936033,26,-35,42,-42,70,-33,17,-27
1936043,26,-35,41,-43,70,-33,16,-28
1936053,25,-35,41,-43,67,-33,41,-27
1936063,26,-35,41,-42,65,-33,15,-28
1936073,26,-35,41,-42,69,-33,17,-28
1936083,25,-35,41,-43,66,-33,20,-27
1936093,26,-37,42,-43,67,-33,17,-28
1936103,25,-35,41,-42,68,-33,17,-27
1936113,26,-35,41,-42,67,-34,20,-28
1936123,26,-35,42,-43,70,-33,20,-28
1936133,25,-35,42,-44,69,-33,21,-28
1936143,25,-34,42,-43,67,-33,21,-28
1936153,25,-35,41,-43,67,-34,21,-28
1936163,26,-35,42,-42,69,-34,20,-28
1936173,25,-35,43,-43,67,-34,20,-28
1936183,25,-36,43,-42,67,-34,20,-28
1936193,25,-36,41,-43,67,-34,21,-27
1936203,25,-36,44,-43,68,-33,20,-26
1936213,25,-36,42,-42,71,-34,20,-26
1936223,25,-35,42,-43,70,-34,40,-27
1936233,25,-35,42,-43,68,-33,22,-25
1936243,25,-35,42,-43,68,-34,20,-25
1936253,25,-35,41,-42,67,-35,22,-25
1936263,25,-35,42,-44,69,-33,22,-24
1936273,25,-36,42,-42,68,-34,21,-24
1936283,25,-35,42,-43,67,-34,20,-24
1936293,22,-35,42,-43,68,-33,39,-24
1936303,25,-36,42,-43,68,-32,17,-24
1936313,26,-35,41,-42,68,-33,20,-24
1936323,25,-34,42,-44,66,-33,20,-24
1936333,25,-35,42,-43,64,-33,20,-24
1936343,25,-36,42,-43,66,-33,17,-23
1936353,25,-35,41,-43,68,-34,17,-23
1936363,25,-35,41,-43,67,-33,38,-22
1936373,26,-35,42,-43,67,-35,43,-23
1936383,26,-36,41,-43,67,-33,22,-23
1936393,28,-36,42,-42,66,-34,20,-22
1936403,26,-34,41,-42,68,-33,39,-22
1936413,25,-34,42,-42,67,-35,19,-22
1936423,27,-35,42,-43,68,-33,15,-22
1936433,27,-35,41,-42,67,-33,21,-22
1936443,26,-35,42,-43,72,-34,17,-22
1936453,26,-34,41,-42,69,-33,20,-23
1936463,26,-35,41,-43,67,-33,22,-23
1936473,26,-35,41,-43,68,-34,21,-23
1936483,26,-34,43,-43,69,-33,20,-24
1936493,27,-35,41,-42,73,-32,17,-24
1936503,26,-35,41,-42,67,-34,42,-25
1936513,26,-35,41,-43,66,-34,20,-24
1936523,25,-35,43,-43,67,-32,19,-24
1936533,27,-34,42,-42,67,-34,20,-24
1936543,26,-35,42,-43,70,-33,39,-25
1936553,26,-35,43,-43,67,-33,20,-24
1936563,25,-35,43,-43,68,-34,19,-25
1936573,26,-35,43,-43,69,-35,17,-24
1936583,26,-35,41,-44,66,-34,20,-25
1936593,26,-35,43,-41,71,-33,17,-24
1936603,27,-35,41,-42,68,-33,18,-24
1936613,27,-34,41,-43,67,-33,21,-24
1936623,25,-35,42,-43,69,-34,20,-24
1936633,25,-35,42,-43,67,-35,19,-24
1936643,27,-35,41,-43,70,-32,19,-24
1936653,26,-35,41,-42,68,-30,15,-24
1936663,25,-35,41,-42,62,-33,17,-24
1936673,26,-34,41,-42,68,-33,40,-24
1936683,27,-35,42,-43,68,-33,17,-24
1936693,26,-35,41,-42,67,-33,41,-24
1936703,27,-35,41,-42,67,-35,16,-24
1936713,26,-35,41,-43,67,-32,40,-25
1936723,27,-36,41,-43,67,-35,42,-25
1936733,27,-35,41,-42,67,-33,21,-25
1936743,27,-36,42,-42,67,-34,15,-26
1936753,27,-35,42,-37,68,-33,16,-25
1936763,27,-35,41,-42,68,-35,38,-26
1936773,26,-35,43,-43,67,-34,20,-26
1936783,27,-35,42,-42,67,-33,22,-26
1936793,27,-35,41,-42,73,-34,22,-26
1936803,27,-36,42,-42,67,-32,43,-26
1936813,27,-35,43,-42,67,-31,20,-26
1936823,26,-35,41,-41,68,-33,19,-25
1936833,27,-35,42,-42,68,-32,37,-26
1936843,26,-35,41,-42,67,-33,41,-26
1936853,27,-35,41,-43,69,-33,19,-26
1936863,27,-36,42,-42,67,-32,20,-26
1936873,27,-37,42,-43,69,-33,37,-26
1936883,27,-35,42,-43,66,-32,21,-26
1936893,26,-35,43,-42,67,-32,20,-26
1936903,27,-35,42,-43,67,-33,37,-26
1936913,27,-35,40,-42,68,-34,20,-26
1936923,26,-35,41,-42,67,-33,18,-26
1936933,27,-35,43,-43,67,-33,48,-26
1936943,27,-35,41,-43,68,-33,37,-26
1936953,27,-35,41,-42,65,-32,41,-26
1936963,26,-35,41,-43,67,-33,42,-26
1936973,27,-35,41,-43,70,-33,46,-26
1936983,26,-35,41,-43,68,-33,23,-26
1936993,26,-35,41,-43,67,-33,20,-26
1937003,25,-35,42,-43,68,-34,40,-26
1937013,26,-35,42,-42,67,-33,52,-26
1937023,26,-35,41,-44,67,-33,22,-27
1937033,26,-35,42,-43,68,-34,46,-26
1937043,26,-35,42,-43,66,-33,47,-26
1937053,26,-35,42,-42,67,-32,39,-26
1937063,26,-32,41,-42,68,-33,45,-26
1937073,26,-35,41,-42,68,-33,38,-26
1937083,27,-35,41,-40,68,-32,16,-26
1937093,26,-35,41,-43,67,-31,23,-27
1937103,26,-35,43,-42,67,-33,52,-27
1937113,26,-35,40,-43,68,-33,21,-27
1937123,26,-35,42,-43,68,-33,15,-26
1937133,26,-35,41,-43,67,-32,35,-26
1937143,27,-35,42,-43,67,-33,46,-26
1937153,27,-35,42,-42,68,-33,15,-27
1937163,27,-35,41,-42,67,-33,41,-26
1937173,27,-35,42,-42,67,-34,48,-26
1937183,27,-35,41,-42,67,-33,23,-27
1937193,26,-35,42,-42,68,-32,20,-26
1937203,26,-35,41,-43,67,-33,53,-26
1937213,27,-35,41,-42,68,-32,48,-26
1937223,26,-35,40,-42,67,-32,23,-27
1937233,28,-35,43,-41,68,-32,24,-27
1937243,26,-35,41,-42,67,-34,45,-26
1937253,27,-36,42,-43,68,-32,54,-26
1937263,26,-35,41,-42,67,-32,42,-26
1937273,26,-35,43,-43,67,-32,19,-27
1937283,27,-35,42,-42,67,-33,39,-26
1937293,27,-36,41,-42,67,-32,40,-26
1937303,25,-36,41,-43,68,-32,20,-26
1937313,27,-35,41,-42,67,-33,38,-26
1937323,26,-36,41,-43,68,-33,40,-26
1937333,27,-35,42,-43,68,-33,47,-26
1937343,26,-34,43,-42,68,-33,52,-26
1937353,25,-36,41,-42,68,-33,40,-26
1937363,27,-36,42,-43,68,-33,42,-26
1937373,26,-35,41,-43,67,-33,51,-26
1937383,26,-35,41,-43,68,-33,39,-26
